"National.Ranking","Name","Position","Hometown.High.School","Height","Weight","Rating","School","player.id","bball.ref.link"
"6","Justin Roberts","PG","Indianapolis, INFindlay College Prep","5'11''","170","80","DePaul","justin-roberts","https://www.sports-reference.com/cbb/players/justin-roberts-1.html"
"7","Cooper Neese","SG","Cloverdale, INCloverdale High School","6'3''","175","79","Butler","cooper-neese","https://www.sports-reference.com/cbb/players/cooper-neese-1.html"
"8","Parker Hazen","SF","Columbia City, INColumbia City High School","6'7''","188","78","Valparaiso","parker-hazen","https://www.sports-reference.com/cbb/players/parker-hazen-1.html"
"9","Zach Gunn","PF","Fishers, INHamilton Southeastern High School","6'7''","","77","unknown","zach-gunn","https://www.sports-reference.com/cbb/players/zach-gunn-1.html"
"10","Luka Kraljevic","PF","Crown Point, INDon Bosco Prep","6'10''","","77","Boston College","luka-kraljevic","https://www.sports-reference.com/cbb/players/luka-kraljevic-1.html"
"11","Jaylen Butz","PF","Fort Wayne, INNorth Side High School","6'9''","225","76","DePaul","jaylen-butz","https://www.sports-reference.com/cbb/players/jaylen-butz-1.html"
"1","Chris Vogt","C","Mayfield, KYGraves County High School","6'11''","215","79","unknown","chris-vogt","https://www.sports-reference.com/cbb/players/chris-vogt-1.html"
"2","De'Von Cooper","SG","Louisville, KYWaggener High School","6'2''","170","77","unknown","devon-cooper","https://www.sports-reference.com/cbb/players/devon-cooper-1.html"
"3","Tavin Lovan","SG","Franklin, KYFranklin-Simpson High School","6'3''","","77","unknown","tavin-lovan","https://www.sports-reference.com/cbb/players/tavin-lovan-1.html"
"4","David Sloan","PG","Campbellsville, KYTaylor County High School","5'11''","177","76","unknown","david-sloan","https://www.sports-reference.com/cbb/players/david-sloan-1.html"
"5","DeAndre Bradshaw","SF","Russellville, KYRussellville High School","6'7''","165","75","Belmont","deandre-bradshaw","https://www.sports-reference.com/cbb/players/deandre-bradshaw-1.html"
"1","Mitchell Robinson","C","New Orleans, LAChalmette High School","6'11''","215","95","unknown","mitchell-robinson","https://www.sports-reference.com/cbb/players/mitchell-robinson-1.html"
"2","Galen Alexander","SF","Lafayette, LALafayette Christian Academy","6'7''","220","84","LSU","galen-alexander","https://www.sports-reference.com/cbb/players/galen-alexander-1.html"
"3","Josh Anderson","SF","Baton Rouge, LAMadison Prep Academy","6'5''","180","84","W Kentucky","josh-anderson","https://www.sports-reference.com/cbb/players/josh-anderson-1.html"
"4","Brandon Rachal","SF","Natchitoches, LANatchitoches Central High School","6'6''","220","81","LSU","brandon-rachal","https://www.sports-reference.com/cbb/players/brandon-rachal-1.html"
"5","Cedric Russell","SG","New Orleans, LAPeabody Magnet High School","6'3''","185","76","Louisiana","cedric-russell","https://www.sports-reference.com/cbb/players/cedric-russell-1.html"
"1","Chris Lykes","PG","Bowie, MDGonzaga College High School","5'7''","160","87","Miami","chris-lykes","https://www.sports-reference.com/cbb/players/chris-lykes-1.html"
"2","D.J. Harvey Jr.","SF","Bowie, MDDeMatha Catholic High School","6'6''","205","86","Notre Dame","dj-harveyjr","https://www.sports-reference.com/cbb/players/dj-harveyjr-1.html"
"3","Naji Marshall","SF","Greenbelt, MDHargrave Military Academy","6'6''","185","85","Xavier","naji-marshall","https://www.sports-reference.com/cbb/players/naji-marshall-1.html"
"4","Darryl Morsell","SG","Baltimore, MDMount St. Joseph High School","6'4''","200","83","Maryland","darryl-morsell","https://www.sports-reference.com/cbb/players/darryl-morsell-1.html"
"5","Aaron Thompson","PG","Glendale, MDPaul VI High School","6'2''","175","81","Butler","aaron-thompson","https://www.sports-reference.com/cbb/players/aaron-thompson-1.html"
"6","Josh Carlton","C","Hyattsville, MDDeMatha Catholic High School","6'9''","225","80","UConn","josh-carlton","https://www.sports-reference.com/cbb/players/josh-carlton-1.html"
"7","De'Vondre Perry","SF","Baltimore, MDPolytechnic Institute High School","6'6''","220","79","Temple","devondre-perry","https://www.sports-reference.com/cbb/players/devondre-perry-1.html"
"8","Alexis Yetna","PF","Baltimore, MDPutnam Science Academy","6'8''","","79","S Florida","alexis-yetna","https://www.sports-reference.com/cbb/players/alexis-yetna-1.html"
"9","Tyler Foster","SF","Baltimore, MDSouth Kent School","6'5''","170","77","unknown","tyler-foster","https://www.sports-reference.com/cbb/players/tyler-foster-1.html"
"10","Isaiah Whaley","PF","Baltimore, MDMount Zion Baptist Christian School","6'9''","","76","UConn","isaiah-whaley","https://www.sports-reference.com/cbb/players/isaiah-whaley-1.html"
"11","Terry Nolan, Jr.","SG","Essex, MDOur Lady of Mt. Carmel High School","6'3''","","75","unknown","terry-nolan,jr","https://www.sports-reference.com/cbb/players/terry-nolan,jr-1.html"
"12","Myles Douglas","PF","Aberdeen, MDAberdeen High School","6'7''","190","75","UCF","myles-douglas","https://www.sports-reference.com/cbb/players/myles-douglas-1.html"
"13","Andre Rafus","PF","Roselle, NJLake Clifton High School","6'9''","195","73","unknown","andre-rafus","https://www.sports-reference.com/cbb/players/andre-rafus-1.html"
"14","Jamir Moultrie","PG","Forestville, MDBishop McNamara High School","6'1''","178","72","La Salle","jamir-moultrie","https://www.sports-reference.com/cbb/players/jamir-moultrie-1.html"
"15","Melo Eggleston","SF","Upper Marlboro, MDNotre Dame Prep","6'8''","187","70","Wake Forest","melo-eggleston","https://www.sports-reference.com/cbb/players/melo-eggleston-1.html"
"16","Anthony Duruji","PF","Potomac, MDSt. Andrews Episcopal School","6'7''","190","70","Louisiana Tech","anthony-duruji","https://www.sports-reference.com/cbb/players/anthony-duruji-1.html"
"17","Eddie Scott","SF","Bowie, MDGonzaga College High School","6'6''","195","67","Pennsylvania","eddie-scott","https://www.sports-reference.com/cbb/players/eddie-scott-1.html"
"18","Ryan Allen","SG","Bowie, MDDeMatha Catholic High School","6'2''","185","67","Delaware","ryan-allen","https://www.sports-reference.com/cbb/players/ryan-allen-1.html"
"19","Elijah Clarence","SG","Hagerstown, MDSt. Maria Goretti High School","6'3''","190","65","Illinois St","elijah-clarence","https://www.sports-reference.com/cbb/players/elijah-clarence-1.html"
"20","Deion Hammond","SG","Bowie, MDRiverdale Baptist High School","6'4''","190","65","Monmouth","deion-hammond","https://www.sports-reference.com/cbb/players/deion-hammond-1.html"
"21","Jihar Williams","SF","Baltimore, MDFriends School of Baltimore","6'5''","190","63","William & Mary","jihar-williams","https://www.sports-reference.com/cbb/players/jihar-williams-1.html"
"22","Quinton Drayton","SF","Bowie, MDBowie High School","6'4''","","62","Towson","quinton-drayton","https://www.sports-reference.com/cbb/players/quinton-drayton-1.html"
"23","Nigel Jackson","PF","Baltimore, MDMount St. Joseph High School","6'5''","","58","Wagner","nigel-jackson","https://www.sports-reference.com/cbb/players/nigel-jackson-1.html"
"24","Keve Aluma","C","Berlin, MDStephen Decatur High School","6'7''","","57","Wofford","keve-aluma","https://www.sports-reference.com/cbb/players/keve-aluma-1.html"
"25","Omar Habwe","SF","Baltimore, MDSt. James School","6'6''","190","56","Mt. St. Mary's","omar-habwe","https://www.sports-reference.com/cbb/players/omar-habwe-1.html"
"26","Zion Cousins","PF","Upper Marlboro, MDFrederick Douglass Sr. High School","6'6''","172","55","Howard","zion-cousins","https://www.sports-reference.com/cbb/players/zion-cousins-1.html"
"1","Makai Ashton-Langford","PG","Worcester, MABrewster Academy","6'2''","185","89","Providence","makai-ashton-langford","https://www.sports-reference.com/cbb/players/makai-ashton-langford-1.html"
"2","Jermaine Samuels","SF","Franklin, MAThe Rivers School","6'5''","205","86","Villanova","jermaine-samuels","https://www.sports-reference.com/cbb/players/jermaine-samuels-1.html"
"3","Wabissa Bede","PG","North Andover, MACushing Academy","6'1''","180","84","Virginia Tech","wabissa-bede","https://www.sports-reference.com/cbb/players/wabissa-bede-1.html"
"4","Hasahn French","PF","Springfield, MACommonwealth Academy","6'7''","230","83","Saint Louis","hasahn-french","https://www.sports-reference.com/cbb/players/hasahn-french-1.html"
"5","Kellan Grady","PG","West Roxbury, MANorthfield-Mt. Hermon School","6'4''","160","81","Davidson","kellan-grady","https://www.sports-reference.com/cbb/players/kellan-grady-1.html"
"6","Geo Baker","SG","Boston, MAProctor Academy","6'3''","","79","Rutgers","geo-baker","https://www.sports-reference.com/cbb/players/geo-baker-1.html"
"7","Marcus Santos-Silva","C","Taunton, MAVermont Academy","6'7''","250","76","VCU","marcus-santos-silva","https://www.sports-reference.com/cbb/players/marcus-santos-silva-1.html"
"8","Javon Taylor","SG","Chestnut Hill, MABeaver Country Day School","6'3''","","75","unknown","javon-taylor","https://www.sports-reference.com/cbb/players/javon-taylor-1.html"
"9","D.J. Jones","SG","Fitchburg, MANotre Dame Prep","6'1''","","70","unknown","dj-jones","https://www.sports-reference.com/cbb/players/dj-jones-1.html"
"10","Azar Swain","SG","Boston, MAThe Rivers School","6'1''","160","65","Yale","azar-swain","https://www.sports-reference.com/cbb/players/azar-swain-1.html"
"11","Bailey Patella","SF","Lenox, MAVermont Academy","6'5''","","64","Vermont","bailey-patella","https://www.sports-reference.com/cbb/players/bailey-patella-1.html"
"12","Shyheim Hicks","PG","Brockton, MACommonwealth Academy","6'1''","175","60","LIU Brooklyn","shyheim-hicks","https://www.sports-reference.com/cbb/players/shyheim-hicks-1.html"
"13","Matt DeWolf","C","Northfield, MANorthfield-Mt. Hermon School","6'9''","220","58","Brown","matt-dewolf","https://www.sports-reference.com/cbb/players/matt-dewolf-1.html"
"14","Ryan Layman","PF","Norwood, MATilton School","6'6''","","57","Bryant","ryan-layman","https://www.sports-reference.com/cbb/players/ryan-layman-1.html"
"1","Brian Bowen","SF","Saginaw, MILa Lumiere School","6'7''","195","93","Louisville","brian-bowen","https://www.sports-reference.com/cbb/players/brian-bowen-1.html"
"2","Xavier Tillman","PF","Grand Rapids, MIGrand Rapids Christian High School","6'9''","250","84","Michigan St","xavier-tillman","https://www.sports-reference.com/cbb/players/xavier-tillman-1.html"
"3","Isaiah Livers","PF","Kalamazoo, MIKalamazoo Central High School","6'7''","185","84","Michigan","isaiah-livers","https://www.sports-reference.com/cbb/players/isaiah-livers-1.html"
"4","Amauri Hardy","PG","Farmington Hills, MINorth Farmington High School","6'2''","175","82","UNLV","amauri-hardy","https://www.sports-reference.com/cbb/players/amauri-hardy-1.html"
"5","Jamal Cain","SF","Detroit, MICornerstone Schools","6'7''","185","81","Marquette","jamal-cain","https://www.sports-reference.com/cbb/players/jamal-cain-1.html"
"6","Jaron Faulds","C","Holt, MIHolt High School","6'10''","225","80","Columbia","jaron-faulds","https://www.sports-reference.com/cbb/players/jaron-faulds-1.html"
"7","Donnie Tillman","SF","Detroit, MIFindlay College Prep","6'7''","220","80","Utah","donnie-tillman","https://www.sports-reference.com/cbb/players/donnie-tillman-1.html"
"8","Eke Donatus","PF","Detroit, MIUniv. of Detroit Jesuit High School","6'7''","","79","unknown","eke-donatus","https://www.sports-reference.com/cbb/players/eke-donatus-1.html"
"9","Greg Eboigbodin","PF","Detroit, MIUniv. of Detroit Jesuit High School","6'9''","220","77","Illinois","greg-eboigbodin","https://www.sports-reference.com/cbb/players/greg-eboigbodin-1.html"
"10","Anthony Johnson","SG","Detroit, MISoutheastern High School","6'3''","","77","unknown","anthony-johnson","https://www.sports-reference.com/cbb/players/anthony-johnson-1.html"
"1","Gary Trent Jr.","SG","Apple Valley, MNProlific Prep","6'5''","200","95","Duke","gary-trentjr","https://www.sports-reference.com/cbb/players/gary-trentjr-1.html"
"2","Jericho Sims","C","Minneapolis, MNCristo Rey Jesuit High School","6'8''","190","85","Texas","jericho-sims","https://www.sports-reference.com/cbb/players/jericho-sims-1.html"
"3","Nate Reuvers","PF","Lakeville, MNLakeville High School","6'10''","220","83","Wisconsin","nate-reuvers","https://www.sports-reference.com/cbb/players/nate-reuvers-1.html"
"4","Race Thompson","PF","Robbinsdale, MNArmstrong High School","6'7''","","80","Indiana","race-thompson","https://www.sports-reference.com/cbb/players/race-thompson-1.html"
"5","Brad Davison","SG","Maple Grove, MNMaple Grove High School","6'3''","190","81","Wisconsin","brad-davison","https://www.sports-reference.com/cbb/players/brad-davison-1.html"
"6","Theo John","PF","Brooklyn Park, MNChamplin Park High School","6'8''","200","79","Marquette","theo-john","https://www.sports-reference.com/cbb/players/theo-john-1.html"
"7","Ishmael El-Amin","PG","Minnetonka, MNHopkins High School","6'0''","165","78","Ball State","ishmael-el-amin","https://www.sports-reference.com/cbb/players/ishmael-el-amin-1.html"
"1","Nick Weatherspoon","PG","Camden, MSVelma Jackson Magnet High School","6'2''","175","89","Miss. St","nick-weatherspoon","https://www.sports-reference.com/cbb/players/nick-weatherspoon-1.html"
"2","KeyShawn Feazell","PF","Monticello, MSLawrence County High School","6'8''","185","79","Miss. St","keyshawn-feazell","https://www.sports-reference.com/cbb/players/keyshawn-feazell-1.html"
"3","E.J. Galloway","PF","Jackson, MSProvine High School","6'7''","","74","unknown","ej-galloway","https://www.sports-reference.com/cbb/players/ej-galloway-1.html"
"1","Jared Ridder","SF","Springfield, MOKickapoo High School","6'7''","180","81","Xavier","jared-ridder","https://www.sports-reference.com/cbb/players/jared-ridder-1.html"
"2","Mamoudou Diarra","PF","Saint Louis, MOSt. Louis Christian Academy","6'9''","205","79","unknown","mamoudou-diarra","https://www.sports-reference.com/cbb/players/mamoudou-diarra-1.html"
"1","P.J. Washington","PF","Las Vegas, NVFindlay College Prep","6'8''","230","95","Kentucky","pj-washington","https://www.sports-reference.com/cbb/players/pj-washington-1.html"
"2","Troy Brown Jr.","SF","Las Vegas, NVCentennial High School","6'7''","215","93","Oregon","troy-brownjr","https://www.sports-reference.com/cbb/players/troy-brownjr-1.html"
"3","Charles O'Bannon Jr.","SF","Las Vegas, NVBishop Gorman High School","6'6''","200","90","USC","charles-obannonjr","https://www.sports-reference.com/cbb/players/charles-obannonjr-1.html"
"4","Christian PoPoola Jr.","SG","Las Vegas, NVBishop Gorman High School","6'4''","190","78","Utah","christian-popoolajr","https://www.sports-reference.com/cbb/players/christian-popoolajr-1.html"
"5","Lamine Diane","SF","Henderson, NVFindlay College Prep","6'6''","210","77","CSU Northridge","lamine-diane","https://www.sports-reference.com/cbb/players/lamine-diane-1.html"
"6","Isaiah Banks","PG","Las Vegas, NVCentennial High School","6'3''","170","73","unknown","isaiah-banks","https://www.sports-reference.com/cbb/players/isaiah-banks-1.html"
"7","Jerell Springer","SG","Las Vegas, NVShadow Ridge High School","6'6''","170","70","unknown","jerell-springer","https://www.sports-reference.com/cbb/players/jerell-springer-1.html"
"8","Darian Scott","C","Las Vegas, NVCentennial High School","6'9''","220","68","Missouri St","darian-scott","https://www.sports-reference.com/cbb/players/darian-scott-1.html"
"9","Dillon Voyles","SF","Reno, NVGalena High School","6'5''","200","65","unknown","dillon-voyles","https://www.sports-reference.com/cbb/players/dillon-voyles-1.html"
"10","Nyaabila Apambire","SG","Reno, NVDamonte Ranch High School","6'4''","180","65","unknown","nyaabila-apambire","https://www.sports-reference.com/cbb/players/nyaabila-apambire-1.html"
"11","Trevon Abdullah","SF","Las Vegas, NVDesert Pines High School","6'5''","210","63","unknown","trevon-abdullah","https://www.sports-reference.com/cbb/players/trevon-abdullah-1.html"
"12","Kejohn Corley","PF","Reno, NVMcQueen High School","6'7''","175","63","unknown","kejohn-corley","https://www.sports-reference.com/cbb/players/kejohn-corley-1.html"
"13","Jayden DeJoseph","SF","Carson City, NVCarson High School","6'5''","195","60","unknown","jayden-dejoseph","https://www.sports-reference.com/cbb/players/jayden-dejoseph-1.html"
"14","Tez Allen","SF","Carson City, NVCarson High School","6'5''","190","60","unknown","tez-allen","https://www.sports-reference.com/cbb/players/tez-allen-1.html"
"15","Zyare Ruffin","SF","Las Vegas, NVDurango High School","6'5''","185","59","unknown","zyare-ruffin","https://www.sports-reference.com/cbb/players/zyare-ruffin-1.html"
"16","David Vasquez","PG","Las Vegas, NVQuest Prep Academy","6'0''","170","59","unknown","david-vasquez","https://www.sports-reference.com/cbb/players/david-vasquez-1.html"
"17","Capri Uzan","PG","Las Vegas, NVDesert Pines High School","5'9''","155","59","unknown","capri-uzan","https://www.sports-reference.com/cbb/players/capri-uzan-1.html"
"18","Malik Youmes","PG","Reno, NVHug High School","5'11''","155","59","unknown","malik-youmes","https://www.sports-reference.com/cbb/players/malik-youmes-1.html"
"1","Kristers Zoriks","PG","New Hampton, NHNew Hampton School","6'3''","170","78","St Mary's","kristers-zoriks","https://www.sports-reference.com/cbb/players/kristers-zoriks-1.html"
"2","Tshiefu Ngalakulondi","SF","Manchester, NHProctor Academy","6'6''","","67","St. Bonaventure","tshiefu-ngalakulondi","https://www.sports-reference.com/cbb/players/tshiefu-ngalakulondi-1.html"
"3","Caleb Green","PG","Londonderry, NHProctor Academy","5'11''","150","58","Holy Cross","caleb-green","https://www.sports-reference.com/cbb/players/caleb-green-1.html"
"1","Deng Gak","PF","Blairstown, NJBlair Academy","6'10''","195","83","Miami","deng-gak","https://www.sports-reference.com/cbb/players/deng-gak-1.html"
"2","Bourama Sidibe","C","Newark, NJSaint Benedict's Prep","6'10''","225","82","Syracuse","bourama-sidibe","https://www.sports-reference.com/cbb/players/bourama-sidibe-1.html"
"3","Nate Pierre-Louis","SG","Jersey City, NJRoselle Catholic High School","6'4''","185","80","Temple","nate-pierre-louis","https://www.sports-reference.com/cbb/players/nate-pierre-louis-1.html"
"4","Jamir Harris","SG","Edison, NJThe Patrick School","6'1''","175","78","Minnesota","jamir-harris","https://www.sports-reference.com/cbb/players/jamir-harris-1.html"
"5","Justyn Mutts","PF","Millville, NJSaint Augustine Prep","6'7''","215","77","High Point","justyn-mutts","https://www.sports-reference.com/cbb/players/justyn-mutts-1.html"
"6","R.J. Cole","PG","Jersey City, NJSt. Anthony High School","5'11''","","76","Howard","rj-cole","https://www.sports-reference.com/cbb/players/rj-cole-1.html"
"7","Jordan Walker","PG","Elizabeth, NJThe Patrick School","6'0''","150","74","unknown","jordan-walker","https://www.sports-reference.com/cbb/players/jordan-walker-1.html"
"8","Bul Ajang","C","Elizabeth, NJThe Patrick School","6'10''","220","72","Tulane","bul-ajang","https://www.sports-reference.com/cbb/players/bul-ajang-1.html"
"9","Jordan Pierce","C","Scotch Plains, NJUnion Catholic Regional High School","6'10''","275","71","Dayton","jordan-pierce","https://www.sports-reference.com/cbb/players/jordan-pierce-1.html"
"10","Marcus McClary","SF","Hillside, NJThe Patrick School","6'3''","180","70","Monmouth","marcus-mcclary","https://www.sports-reference.com/cbb/players/marcus-mcclary-1.html"
"11","Elijah Olaniyi","SF","Newark, NJEast Side High School","6'4''","190","67","Stony Brook","elijah-olaniyi","https://www.sports-reference.com/cbb/players/elijah-olaniyi-1.html"
"12","Buay Koka","C","Elizabeth, NJThe Patrick School","7'0''","220","63","Tulane","buay-koka","https://www.sports-reference.com/cbb/players/buay-koka-1.html"
"13","Elijah Barnes","PF","Middletown, NJMater Dei High School","6'7''","180","63","Princeton","elijah-barnes","https://www.sports-reference.com/cbb/players/elijah-barnes-1.html"
"14","Gabriele Stefanini","SG","Oradell, NJBergen Catholic High","6'1''","","59","Columbia","gabriele-stefanini","https://www.sports-reference.com/cbb/players/gabriele-stefanini-1.html"
"1","Mohamed Bamba","C","Harlem, NYWesttown School","7'0''","216","96","Texas","mohamed-bamba","https://www.sports-reference.com/cbb/players/mohamed-bamba-1.html"
"2","Nick Richards","C","Queens, NYThe Patrick School","6'11''","239","93","Kentucky","nick-richards","https://www.sports-reference.com/cbb/players/nick-richards-1.html"
"3","Hameir Wright","SF","Albany, NYThe Albany Academy","6'7''","195","82","Washington","hameir-wright","https://www.sports-reference.com/cbb/players/hameir-wright-1.html"
"4","Brandon Randolph","SG","Yonkers, NYWesttown School","6'6''","180","89","Arizona","brandon-randolph","https://www.sports-reference.com/cbb/players/brandon-randolph-1.html"
"5","Jordan Nwora","PF","Buffalo, NYVermont Academy","6'8''","220","86","Louisville","jordan-nwora","https://www.sports-reference.com/cbb/players/jordan-nwora-1.html"
"6","Isaiah Washington","PG","Bronx, NYSt. Raymond High School","6'1''","160","85","Minnesota","isaiah-washington","https://www.sports-reference.com/cbb/players/isaiah-washington-1.html"
"7","Sidney Wilson","PF","Bronx, NYBrewster Academy","6'7''","170","81","St. John's","sidney-wilson","https://www.sports-reference.com/cbb/players/sidney-wilson-1.html"
"8","Andrew Platek","SG","Guilderland, NYNorthfield-Mt. Hermon School","6'4''","180","80","N Carolina","andrew-platek","https://www.sports-reference.com/cbb/players/andrew-platek-1.html"
"9","Mamadou Doucoure","C","Centereach, NYOur Savior New American School","6'8''","260","80","Rutgers","mamadou-doucoure","https://www.sports-reference.com/cbb/players/mamadou-doucoure-1.html"
"10","Jose Alvarado","PG","Brooklyn, NYChrist the King High School","5'11''","","80","Georgia Tech","jose-alvarado","https://www.sports-reference.com/cbb/players/jose-alvarado-1.html"
"11","Boubacar Diakite","SF","Centereach, NYOur Savior New American School","6'7''","190","78","St. John's","boubacar-diakite","https://www.sports-reference.com/cbb/players/boubacar-diakite-1.html"
"12","Anthony Gaines","SF","Kingston, NYNew Hampton School","6'4''","190","80","Nrthwestrn","anthony-gaines","https://www.sports-reference.com/cbb/players/anthony-gaines-1.html"
"13","Keith Williams","SG","Brooklyn, NYBishop Loughlin Memorial High School","6'4''","190","79","Cincinnati","keith-williams","https://www.sports-reference.com/cbb/players/keith-williams-1.html"
"14","Nahziah Carter","SF","Rochester, NYBishop Kearney High School","6'6''","","75","Washington","nahziah-carter","https://www.sports-reference.com/cbb/players/nahziah-carter-1.html"
"15","Christopher Duarte","PG","Troy, NYRedemption Christian Academy","6'5''","180","75","W Kentucky","christopher-duarte","https://www.sports-reference.com/cbb/players/christopher-duarte-1.html"
"16","Najja Hunter","SF","Brooklyn, NYSaint Benedict's Prep","6'5''","185","75","unknown","najja-hunter","https://www.sports-reference.com/cbb/players/najja-hunter-1.html"
"17","Malik Zachary","PG","Syracuse, NYNottingham High School","6'1''","160","75","unknown","malik-zachary","https://www.sports-reference.com/cbb/players/malik-zachary-1.html"
"18","Dominick Welch","SF","Cheektowaga, NYCheektowaga Central High","6'6''","","72","unknown","dominick-welch","https://www.sports-reference.com/cbb/players/dominick-welch-1.html"
"19","Anthony Mack","SF","Troy, NYBlair Academy","6'4''","215","69","Wyoming","anthony-mack","https://www.sports-reference.com/cbb/players/anthony-mack-1.html"
"1","Ty-Shon Alexander","SG","Charlotte, NCOak Hill Academy","6'4''","190","84","Creighton","ty-shon-alexander","https://www.sports-reference.com/cbb/players/ty-shon-alexander-1.html"
"2","Lavar Batts","PG","Concord, NCJ. M. Robinson High School","6'2''","165","83","NC State","lavar-batts","https://www.sports-reference.com/cbb/players/lavar-batts-1.html"
"3","Blake Harris","PG","Chapel Hill, NCWord of God Christian Academy","6'3''","190","83","Missouri","blake-harris","https://www.sports-reference.com/cbb/players/blake-harris-1.html"
"4","Thomas Allen","SG","Raleigh, NCBrewster Academy","6'0''","170","83","Nebraska","thomas-allen","https://www.sports-reference.com/cbb/players/thomas-allen-1.html"
"5","Justyn Hamilton","PF","Charlotte, NCIndependence High School","6'10''","190","81","Temple","justyn-hamilton","https://www.sports-reference.com/cbb/players/justyn-hamilton-1.html"
"6","Brandon Huffman","C","Raleigh, NCWord of God Christian Academy","6'9''","250","81","N Carolina","brandon-huffman","https://www.sports-reference.com/cbb/players/brandon-huffman-1.html"
"7","J.P. Moorman","SF","Greensboro, NCGreensboro Day School","6'7''","205","80","Temple","jp-moorman","https://www.sports-reference.com/cbb/players/jp-moorman-1.html"
"8","Michael Okauru","SG","Raleigh, NCBrewster Academy","6'4''","","80","Florida","michael-okauru","https://www.sports-reference.com/cbb/players/michael-okauru-1.html"
"9","Michael Hueitt Jr.","SG","Fayetteville, NCNorthwood Temple Academy","6'3''","175","78","Old Dominion","michael-hueittjr","https://www.sports-reference.com/cbb/players/michael-hueittjr-1.html"
"10","David Caraher","SF","Chapel Hill, NCWesleyan Christian Academy","6'5''","","75","Houston Baptist","david-caraher","https://www.sports-reference.com/cbb/players/david-caraher-1.html"
"11","Rene Nicolas","SF","Winston-Salem, NCQuality Education Academy","6'6''","","75","unknown","rene-nicolas","https://www.sports-reference.com/cbb/players/rene-nicolas-1.html"
"1","Kaleb Wesson","C","Westerville, OHWesterville South High School","6'9''","316","85","Ohio State","kaleb-wesson","https://www.sports-reference.com/cbb/players/kaleb-wesson-1.html"
"2","Kyle Young","SF","Massillon, OHJackson High School","6'7''","210","83","Ohio State","kyle-young","https://www.sports-reference.com/cbb/players/kyle-young-1.html"
"3","Sterling Manley","C","Pickerington, OHPickerington Central High School","6'10''","220","77","N Carolina","sterling-manley","https://www.sports-reference.com/cbb/players/sterling-manley-1.html"
"4","A.J. Gareri","PF","Akron, OHEllet High School","6'7''","200","75","unknown","aj-gareri","https://www.sports-reference.com/cbb/players/aj-gareri-1.html"
"5","Derek Koch","PF","West Salem, OHNorthwestern High School","6'8''","225","73","Bowling Green","derek-koch","https://www.sports-reference.com/cbb/players/derek-koch-1.html"
"6","Caden Sanchez","C","Columbus, OHDeSales High School","6'8''","235","69","High Point","caden-sanchez","https://www.sports-reference.com/cbb/players/caden-sanchez-1.html"
"7","Danny Davis","SG","Sprinfield, OHSpringfield High School","6'3''","185","68","unknown","danny-davis","https://www.sports-reference.com/cbb/players/danny-davis-1.html"
"1","Trae Young","PG","Norman, OKNorman North High School","6'2''","170","93","Oklahoma","trae-young","https://www.sports-reference.com/cbb/players/trae-young-1.html"
"2","Elijah Landrum","PG","Tulsa, OKTulsa Central High School","6'0''","180","81","SMU","elijah-landrum","https://www.sports-reference.com/cbb/players/elijah-landrum-1.html"
"3","Brady Manek","PF","Harrah, OKHarrah High School","6'9''","195","81","Oklahoma","brady-manek","https://www.sports-reference.com/cbb/players/brady-manek-1.html"
"4","Curtis Haywood II","SF","Yukon, OKBrewster Academy","6'5''","180","80","Georgia Tech","curtis-haywoodii","https://www.sports-reference.com/cbb/players/curtis-haywoodii-1.html"
"5","Ethan Chargois","C","Tulsa, OKUnion City High School","6'9''","235","78","SMU","ethan-chargois","https://www.sports-reference.com/cbb/players/ethan-chargois-1.html"
"6","Marques Wilson","SG","Edmond, OKEdmond North High School","6'4''","","78","Lehigh","marques-wilson","https://www.sports-reference.com/cbb/players/marques-wilson-1.html"
"7","Marvin Johnson","SF","Ardmore, OKArdmore High School","6'4''","","75","unknown","marvin-johnson","https://www.sports-reference.com/cbb/players/marvin-johnson-1.html"
"8","Gerren Jackson","PG","Oklahoma City, OKPutnam City West High School","5'10''","150","70","unknown","gerren-jackson","https://www.sports-reference.com/cbb/players/gerren-jackson-1.html"
"9","Sayvon Milton","SG","Oklahoma City, OKHeritage Hall High School","6'3''","180","68","unknown","sayvon-milton","https://www.sports-reference.com/cbb/players/sayvon-milton-1.html"
"10","Nick Robinson","SF","Oklahoma City, OKPutnam City West High School","6'3''","200","65","unknown","nick-robinson","https://www.sports-reference.com/cbb/players/nick-robinson-1.html"
"1","Zach Reichle","SG","Wilsonville, ORWilsonville High School","6'5''","195","76","Oregon St","zach-reichle","https://www.sports-reference.com/cbb/players/zach-reichle-1.html"
"2","Wilifred Likayi","PF","Portland, ORBenson Polytech High School","6'7''","180","73","unknown","wilifred-likayi","https://www.sports-reference.com/cbb/players/wilifred-likayi-1.html"
"3","Isaac Bonton","PG","Portland, ORParkrose High School","6'2''","175","64","Montana St","isaac-bonton","https://www.sports-reference.com/cbb/players/isaac-bonton-1.html"
"4","Braden Olsen","PG","West Linn, ORWest Linn High School","5'10''","155","64","unknown","braden-olsen","https://www.sports-reference.com/cbb/players/braden-olsen-1.html"
"5","Nolan Bertain","SF","Beaverton, ORBeaverton High School","6'4''","175","62","unknown","nolan-bertain","https://www.sports-reference.com/cbb/players/nolan-bertain-1.html"
