"National.Ranking","Name","Position","Hometown.High.School","Height","Weight","Rating","School","player.id","bball.ref.link"
"12","Ibrahim Doumbia","PF","Miami, FLMiami Country Day School","6'8''","220","81","S Carolina","ibrahim-doumbia","https://www.sports-reference.com/cbb/players/ibrahim-doumbia-1.html"
"13","Wyatt Wilkes","PF","Winter Park, FLWinter Park High School","6'7''","190","80","Florida St","wyatt-wilkes","https://www.sports-reference.com/cbb/players/wyatt-wilkes-1.html"
"14","Sean Mobley","PF","Melbourne, FLMontverde Academy","6'9''","225","80","VCU","sean-mobley","https://www.sports-reference.com/cbb/players/sean-mobley-1.html"
"15","Andrew Haeffner","C","Boca Raton, FLSaint Andrews School","6'9''","","80","unknown","andrew-haeffner","https://www.sports-reference.com/cbb/players/andrew-haeffner-1.html"
"16","Latravian Glover","PF","Miami, FLSouth Miami High School","6'7''","215","80","Oklahoma St","latravian-glover","https://www.sports-reference.com/cbb/players/latravian-glover-1.html"
"17","Anthony Polite","SG","Boca Raton, FLSaint Andrews School","6'6''","200","80","Florida St","anthony-polite","https://www.sports-reference.com/cbb/players/anthony-polite-1.html"
"18","Jerald Butler","SF","Fort Lauderdale, FLCalvary Christian Academy","6'4''","230","80","Butler","jerald-butler","https://www.sports-reference.com/cbb/players/jerald-butler-1.html"
"19","Darius Banks","SG","Saint Petersburg, FLSaint Petersburg High School","6'4''","195","79","James Madison","darius-banks","https://www.sports-reference.com/cbb/players/darius-banks-1.html"
"20","A.J. Caldwell","PG","Sarasota, FLRiverview High School","6'3''","","75","S Alabama","aj-caldwell","https://www.sports-reference.com/cbb/players/aj-caldwell-1.html"
"21","David Nickelberry","SF","Orlando, FLWindermere Prep","6'7''","202","75","Memphis","david-nickelberry","https://www.sports-reference.com/cbb/players/david-nickelberry-1.html"
"22","Jamari Wheeler","PG","Live Oak, FLThe Rock School","6'0''","160","75","unknown","jamari-wheeler","https://www.sports-reference.com/cbb/players/jamari-wheeler-1.html"
"23","D.J. Russell","PF","Jacksonville, FLRibault High School","6'6''","208","75","unknown","dj-russell","https://www.sports-reference.com/cbb/players/dj-russell-1.html"
"24","Terrell Turner","SG","Hollywood, FLMcArthur High School","6'3''","","75","unknown","terrell-turner","https://www.sports-reference.com/cbb/players/terrell-turner-1.html"
"25","Jeff Prophete","SG","Lauderdale Lakes, FLFort Lauderdale High School","6'2''","175","74","Towson","jeff-prophete","https://www.sports-reference.com/cbb/players/jeff-prophete-1.html"
"26","Brion Whitley","SG","Sarasota, FLRiverview High School","6'5''","185","74","Murray St","brion-whitley","https://www.sports-reference.com/cbb/players/brion-whitley-1.html"
"27","Tomas Verbinskis","SF","Weston, FLThe Sagemont School","6'6''","180","72","Richmond","tomas-verbinskis","https://www.sports-reference.com/cbb/players/tomas-verbinskis-1.html"
"28","Brett Haeffner","C","Boca Raton, FLSaint Andrews School","6'8''","","70","unknown","brett-haeffner","https://www.sports-reference.com/cbb/players/brett-haeffner-1.html"
"29","Corbin Merritt","C","Orlando, FLFreedom High School","6'9''","","70","unknown","corbin-merritt","https://www.sports-reference.com/cbb/players/corbin-merritt-1.html"
"30","Kenny Nwachukwu","C","Miami, FLChampagnat Catholic High School","6'9''","","69","unknown","kenny-nwachukwu","https://www.sports-reference.com/cbb/players/kenny-nwachukwu-1.html"
"31","Kevarin Mathews","SG","Jacksonville, FLMandarin High School","6'3''","180","68","unknown","kevarin-mathews","https://www.sports-reference.com/cbb/players/kevarin-mathews-1.html"
"32","Luis Hurtado","SG","Weston, FLThe Sagemont School","6'5''","175","68","UAB","luis-hurtado","https://www.sports-reference.com/cbb/players/luis-hurtado-1.html"
"33","Joniya Gadson","PF","Fort Lauderdale, FLDillard High School","6'9''","","66","Bowling Green","joniya-gadson","https://www.sports-reference.com/cbb/players/joniya-gadson-1.html"
"1","Wendell Carter","PF","Atlanta, GAPace Academy","6'9''","255","96","Duke","wendell-carter","https://www.sports-reference.com/cbb/players/wendell-carter-1.html"
"2","Collin Sexton","PG","Mableton, GAPebblebrook High School","6'3''","175","95","Alabama","collin-sexton","https://www.sports-reference.com/cbb/players/collin-sexton-1.html"
"3","M.J. Walker","SG","Jonesboro, GAJonesboro High School","6'5''","207","92","Florida St","mj-walker","https://www.sports-reference.com/cbb/players/mj-walker-1.html"
"4","Rayshaun Hammonds","SF","Norcross, GANorcross High School","6'8''","215","88","Georgia","rayshaun-hammonds","https://www.sports-reference.com/cbb/players/rayshaun-hammonds-1.html"
"5","Jordan Tucker","SF","Marietta, GAWheeler High School","6'7''","207","88","Duke","jordan-tucker","https://www.sports-reference.com/cbb/players/jordan-tucker-1.html"
"6","Chuma Okeke","PF","Atlanta, GAWestlake High School","6'8''","221","86","Auburn","chuma-okeke","https://www.sports-reference.com/cbb/players/chuma-okeke-1.html"
"7","Darius Perry","PG","Powder Springs, GAWheeler High School","6'2''","160","86","Louisville","darius-perry","https://www.sports-reference.com/cbb/players/darius-perry-1.html"
"8","Davion Mitchell","PG","Stockbridge, GALiberty County High School","6'2''","195","85","Auburn","davion-mitchell","https://www.sports-reference.com/cbb/players/davion-mitchell-1.html"
"9","DeAundre Ballard","SG","Atlanta, GASouthwest Atlanta Christian Academy","6'6''","195","85","Florida","deaundre-ballard","https://www.sports-reference.com/cbb/players/deaundre-ballard-1.html"
"10","Ikey Obiagu","C","Atlanta, GAGreenforest Christian Academy","7'0''","245","84","Florida St","ikey-obiagu","https://www.sports-reference.com/cbb/players/ikey-obiagu-1.html"
"11","Alex O'Connell","SG","Milton, GAMilton High School","6'6''","175","83","Duke","alex-oconnell","https://www.sports-reference.com/cbb/players/alex-oconnell-1.html"
"12","Jordan Usher","SF","Canton, GAWheeler High School","6'7''","190","83","USC","jordan-usher","https://www.sports-reference.com/cbb/players/jordan-usher-1.html"
"13","Lance Thomas","PF","Norcross, GANorcross High School","6'9''","210","82","Louisville","lance-thomas","https://www.sports-reference.com/cbb/players/lance-thomas-1.html"
"14","Aljami Durham","SG","Lilburn, GABerkmar High School","6'4''","180","80","Indiana","aljami-durham","https://www.sports-reference.com/cbb/players/aljami-durham-1.html"
"15","Elias Harden","SG","Atlanta, GAPebblebrook High School","6'5''","175","80","Xavier","elias-harden","https://www.sports-reference.com/cbb/players/elias-harden-1.html"
"16","Victor Enoh","PF","Decatur, GAGreenforest Christian Academy","6'8''","235","79","Memphis","victor-enoh","https://www.sports-reference.com/cbb/players/victor-enoh-1.html"
"17","Jordan Goldwire","PG","Norcross, GANorcross High School","6'1''","170","78","Duke","jordan-goldwire","https://www.sports-reference.com/cbb/players/jordan-goldwire-1.html"
"18","Jay Estime","SF","Lilburn, GABerkmar High School","6'5''","190","77","UNC Wilmington","jay-estime","https://www.sports-reference.com/cbb/players/jay-estime-1.html"
"19","Teshaun Hightower","PG","Suwanee, GAMount Zion Baptist Christian School","6'5''","170","77","Georgia","teshaun-hightower","https://www.sports-reference.com/cbb/players/teshaun-hightower-1.html"
"20","Kentrevious Jones","C","Macon, GAWestside High School","6'11''","285","75","Xavier","kentrevious-jones","https://www.sports-reference.com/cbb/players/kentrevious-jones-1.html"
"21","Bebe Iyiola","PF","Decatur, GAGreenforest Christian Academy","6'7''","","75","unknown","bebe-iyiola","https://www.sports-reference.com/cbb/players/bebe-iyiola-1.html"
"22","Kymani Dunham","C","Brunswick, GABrunswick High School","6'8''","240","70","Charleston","kymani-dunham","https://www.sports-reference.com/cbb/players/kymani-dunham-1.html"
"23","Zep Jasper","PG","Augusta, GALucy C. Laney High School","6'1''","175","70","Charleston","zep-jasper","https://www.sports-reference.com/cbb/players/zep-jasper-1.html"
"24","Rodolzo Lewis","SF","Marietta, GAWheeler High School","6'3''","190","63","unknown","rodolzo-lewis","https://www.sports-reference.com/cbb/players/rodolzo-lewis-1.html"
"1","Kolby Lee","C","Meridian, IDRocky Mountain High School","6'9''","260","81","BYU","kolby-lee","https://www.sports-reference.com/cbb/players/kolby-lee-1.html"
"2","Delveion Jackson","SF","Boise, IDCentennial High School","6'6''","198","75","UC Davis","delveion-jackson","https://www.sports-reference.com/cbb/players/delveion-jackson-1.html"
"1","Jeremiah Tilmon","C","East Saint Louis, ILEast St. Louis High School","6'10''","215","88","Missouri","jeremiah-tilmon","https://www.sports-reference.com/cbb/players/jeremiah-tilmon-1.html"
"2","Jordan Goodwin","SG","Belleville, ILAlthoff Catholic High School","6'4''","220","86","Saint Louis","jordan-goodwin","https://www.sports-reference.com/cbb/players/jordan-goodwin-1.html"
"3","Nojel Eastern","SG","Evanston, ILEvanston Township High School","6'6''","207","83","Purdue","nojel-eastern","https://www.sports-reference.com/cbb/players/nojel-eastern-1.html"
"4","Justin Smith","SF","Buffalo Grove, ILAdlai E. Stevenson High School","6'7''","215","83","Indiana","justin-smith","https://www.sports-reference.com/cbb/players/justin-smith-1.html"
"5","Da'Monte Williams","SG","Peoria, ILManual High School","6'3''","180","83","Illinois","damonte-williams","https://www.sports-reference.com/cbb/players/damonte-williams-1.html"
"6","Mark Smith","PG","NA, NAEdwardsville High School","6'4''","215","82","Illinois","mark-smith","https://www.sports-reference.com/cbb/players/mark-smith-1.html"
"7","Alonzo Verge Jr.","PG","Hillside, ILProviso West High School","6'2''","170","82","unknown","alonzo-vergejr","https://www.sports-reference.com/cbb/players/alonzo-vergejr-1.html"
"8","Christian Negron","PF","Elgin, ILLarkin High School","6'6''","220","80","Loyola-Chicago","christian-negron","https://www.sports-reference.com/cbb/players/christian-negron-1.html"
"9","Charles Payton","SF","Bloomington, ILOlympia High School","6'6''","","80","unknown","charles-payton","https://www.sports-reference.com/cbb/players/charles-payton-1.html"
"10","Javon Pickett","SG","Belleville, ILBelleville East High School","6'4''","175","80","unknown","javon-pickett","https://www.sports-reference.com/cbb/players/javon-pickett-1.html"
"11","Joey St. Pierre","C","Richmond, ILRichmond Burton High School","6'10''","245","79","UTEP","joey-st-pierre","https://www.sports-reference.com/cbb/players/joey-st-pierre-1.html"
"12","Dwayne Rose","PG","Crete, ILCrete-Monee High School","6'2''","","78","Toledo","dwayne-rose","https://www.sports-reference.com/cbb/players/dwayne-rose-1.html"
"13","Evan Gilyard","PG","Chicago, ILSimeon Career Academy","5'8''","","75","UTEP","evan-gilyard","https://www.sports-reference.com/cbb/players/evan-gilyard-1.html"
"14","Bol Riek","C","Mooseheart, ILMooseheart High School","7'2''","","75","New Orleans","bol-riek","https://www.sports-reference.com/cbb/players/bol-riek-1.html"
"15","Romelo Burrell","SF","Chicago, ILMorgan Park High School","6'7''","","75","unknown","romelo-burrell","https://www.sports-reference.com/cbb/players/romelo-burrell-1.html"
"16","Manny Patterson","PF","Chicago, ILKenwood Academy High School","6'7''","","75","Green Bay","manny-patterson","https://www.sports-reference.com/cbb/players/manny-patterson-1.html"
"17","Makhtar Gueye","PF","Lake Forest, ILASPIRE Basketball Academy","6'10''","","75","UAB","makhtar-gueye","https://www.sports-reference.com/cbb/players/makhtar-gueye-1.html"
"18","Octavius Parker","PG","Skokie, ILNiles West High School","6'1''","","75","unknown","octavius-parker","https://www.sports-reference.com/cbb/players/octavius-parker-1.html"
"1","Jaren Jackson","PF","Indianapolis, INLa Lumiere School","6'11''","225","95","Michigan St","jaren-jackson","https://www.sports-reference.com/cbb/players/jaren-jackson-1.html"
"2","Kris Wilkes","SF","Indianapolis, INNorth Central High School","6'7''","194","92","UCLA","kris-wilkes","https://www.sports-reference.com/cbb/players/kris-wilkes-1.html"
"3","Musa Jallow","SF","Bloomington, INBloomington North High School","6'5''","200","83","Ohio State","musa-jallow","https://www.sports-reference.com/cbb/players/musa-jallow-1.html"
"4","Malik Williams","PF","Fort Wayne, INR. Nelson Snider High School","6'11''","215","90","Louisville","malik-williams","https://www.sports-reference.com/cbb/players/malik-williams-1.html"
"5","Paul Scruggs","PG","Indianapolis, INProlific Prep","6'3''","190","89","Xavier","paul-scruggs","https://www.sports-reference.com/cbb/players/paul-scruggs-1.html"
