"National.Ranking","Name","Position","Hometown.High.School","Height","Weight","Rating","School","player.id","bball.ref.link"
"11","Wilhelm Clark","SG","Orem, UTOrem High School","6'4''","170","59","unknown","wilhelm-clark","https://www.sports-reference.com/cbb/players/wilhelm-clark-1.html"
"1","V.J. King","SF","Fairfax, VAPaul VI High School","6'7''","179","92","Louisville","vj-king","https://www.sports-reference.com/cbb/players/vj-king-1.html"
"2","Curtis Jones","SG","Highland Springs, VAHuntington Prep","6'4''","170","87","Indiana","curtis-jones","https://www.sports-reference.com/cbb/players/curtis-jones-1.html"
"3","Javin DeLaurier","PF","Shipman, VASaint Annes-Belfield High School","6'8''","205","87","Duke","javin-delaurier","https://www.sports-reference.com/cbb/players/javin-delaurier-1.html"
"4","Deshawn Corprew","SF","Norfolk, VAQuality Education Academy","6'5''","190","82","Texas A&M","deshawn-corprew","https://www.sports-reference.com/cbb/players/deshawn-corprew-1.html"
"5","Maciej Bender","PF","Grundy, VAMountain Mission School","6'10''","235","80","W Virginia","maciej-bender","https://www.sports-reference.com/cbb/players/maciej-bender-1.html"
"6","Scott Spencer","SF","Saint George, VABlue Ridge School","6'6''","","79","Clemson","scott-spencer","https://www.sports-reference.com/cbb/players/scott-spencer-1.html"
"7","Richard Washington Jr.","SF","Newport News, VAWalsingham Academy","6'5''","175","79","Wake Forest","richard-washingtonjr","https://www.sports-reference.com/cbb/players/richard-washingtonjr-1.html"
"8","Maliek White","PG","Richmond, VAGeorge Wythe High School","6'1''","170","79","Providence","maliek-white","https://www.sports-reference.com/cbb/players/maliek-white-1.html"
"9","Khadim Sy","C","Mouth of Wilson, VAOak Hill Academy","6'9''","245","79","Virginia Tech","khadim-sy","https://www.sports-reference.com/cbb/players/khadim-sy-1.html"
"10","Nick Sherod","SG","Richmond, VASt. Christopher's School","6'4''","180","79","Richmond","nick-sherod","https://www.sports-reference.com/cbb/players/nick-sherod-1.html"
"11","J.J. Matthews","PF","Richmond, VAMillwood School","6'8''","230","78","Towson","jj-matthews","https://www.sports-reference.com/cbb/players/jj-matthews-1.html"
"12","Xavier Green","SG","Williamsburg, VAWilliamsburg Christian Academy","6'6''","170","75","Old Dominion","xavier-green","https://www.sports-reference.com/cbb/players/xavier-green-1.html"
"13","De'Monte Buckingham","SF","Henrico, VAHenrico High School","6'4''","185","74","Richmond","demonte-buckingham","https://www.sports-reference.com/cbb/players/demonte-buckingham-1.html"
"14","Ako Adams","PG","Arlington, VABishop O'Connell High School","6'2''","160","72","Rice","ako-adams","https://www.sports-reference.com/cbb/players/ako-adams-1.html"
"15","Jeremy Carter-Sheppard","SG","Chesterfield, VAJohn Marshall High School","6'1''","","72","E Carolina","jeremy-carter-sheppard","https://www.sports-reference.com/cbb/players/jeremy-carter-sheppard-1.html"
"16","Grant Golden","PF","Middleton, VASt. James School","6'8''","205","70","Richmond","grant-golden","https://www.sports-reference.com/cbb/players/grant-golden-1.html"
"17","Onyx Boyd","C","Virginia Beach, VABishop Sullivan Catholic High School","6'11''","","68","unknown","onyx-boyd","https://www.sports-reference.com/cbb/players/onyx-boyd-1.html"
"18","Tyler Scanlon","PF","Chantilly, VAWestfield High School","6'7''","210","66","Boston U","tyler-scanlon","https://www.sports-reference.com/cbb/players/tyler-scanlon-1.html"
"19","Malik Johnson","PG","Chesterfield, VABlue Ridge High School","5'10''","155","63","Canisius","malik-johnson","https://www.sports-reference.com/cbb/players/malik-johnson-1.html"
"20","Justin Kier","SG","Grottoes, VASpotswood High School","6'3''","","63","George Mason","justin-kier","https://www.sports-reference.com/cbb/players/justin-kier-1.html"
"21","Damontez Oliver","SF","Richmond, VADeep Run High School","6'5''","","62","Campbell","damontez-oliver","https://www.sports-reference.com/cbb/players/damontez-oliver-1.html"
"22","C.J. Williams","SG","Richmond, VAMillwood School","6'6''","180","60","Howard","cj-williams","https://www.sports-reference.com/cbb/players/cj-williams-1.html"
"23","Travis Fields","PG","Portsmouth, VAI. C. Norcom High School","5'10''","","59","Old Dominion","travis-fields","https://www.sports-reference.com/cbb/players/travis-fields-1.html"
"24","Donald Hicks","SG","Chesapeake, VAOscar Frommel Smith High School","6'3''","170","58","Radford","donald-hicks","https://www.sports-reference.com/cbb/players/donald-hicks-1.html"
"25","Ronald Alston","SF","Alexandria, VAThe Miller School","6'6''","210","58","NJIT","ronald-alston","https://www.sports-reference.com/cbb/players/ronald-alston-1.html"
"26","Jack Lawrence","C","Alexandria, VAGonzaga College High School","6'8''","195","57","Navy","jack-lawrence","https://www.sports-reference.com/cbb/players/jack-lawrence-1.html"
"27","Mike Janowski","PG","Arlington, VASt. Stephen's & St. Agnes School","6'3''","","57","Army","mike-janowski","https://www.sports-reference.com/cbb/players/mike-janowski-1.html"
"28","Azariah Sykes","PF","Midlothian, VAMillwood School","6'7''","210","57","Morgan St","azariah-sykes","https://www.sports-reference.com/cbb/players/azariah-sykes-1.html"
"1","Sam Cunliffe","SF","Seattle, WARainier Beach High School","6'6''","195","87","Arizona St","sam-cunliffe","https://www.sports-reference.com/cbb/players/sam-cunliffe-1.html"
"2","JaQuori McLaughlin","PG","Gig Harbor, WAPeninsula High School","6'3''","160","79","Oregon St","jaquori-mclaughlin","https://www.sports-reference.com/cbb/players/jaquori-mclaughlin-1.html"
"3","Keith Smith","SF","Seattle, WARainier Beach High School","6'7''","190","78","Oregon","keith-smith","https://www.sports-reference.com/cbb/players/keith-smith-1.html"
"4","Jalen McDaniels","PF","Federal Way, WAFederal Way High School","6'9''","195","77","San Diego St","jalen-mcdaniels","https://www.sports-reference.com/cbb/players/jalen-mcdaniels-1.html"
"5","Jashaun Agosto","PG","Seattle, WAGarfield High School","6'0''","175","75","LIU Brooklyn","jashaun-agosto","https://www.sports-reference.com/cbb/players/jashaun-agosto-1.html"
"6","Isiah Brown","PG","Lynnwood, WALakeside High School","6'3''","180","75","Nrthwestrn","isiah-brown","https://www.sports-reference.com/cbb/players/isiah-brown-1.html"
"7","Alphonso Anderson","PF","Tacoma, WAGarfield High School","6'6''","205","68","Montana","alphonso-anderson","https://www.sports-reference.com/cbb/players/alphonso-anderson-1.html"
"8","Kienan Walter","PF","Vancouver, WAKing's Way Christian School","6'6''","185","67","N Dakota","kienan-walter","https://www.sports-reference.com/cbb/players/kienan-walter-1.html"
"9","Timothy Soares","C","Everson, WAMount Baker High School","6'9''","225","65","unknown","timothy-soares","https://www.sports-reference.com/cbb/players/timothy-soares-1.html"
"10","Coleman Sparling","SF","Ellensburg, WAEllensburg High School","6'7''","220","60","unknown","coleman-sparling","https://www.sports-reference.com/cbb/players/coleman-sparling-1.html"
"1","Chase Harler","SG","Wheeling, WVCentral Catholic High School","6'3''","","75","W Virginia","chase-harler","https://www.sports-reference.com/cbb/players/chase-harler-1.html"
"2","Brandon Knapper","PG","Charleston, WVSouth Charleston High School","6'1''","170","69","unknown","brandon-knapper","https://www.sports-reference.com/cbb/players/brandon-knapper-1.html"
"1","Sam Hauser","SF","Stevens Point, WIStevens Point Area Senior High School","6'6''","180","82","Marquette","sam-hauser","https://www.sports-reference.com/cbb/players/sam-hauser-1.html"
"2","Te'Jon Lucas","PG","Milwaukee, WIWashington High School","5'11''","160","79","Illinois","tejon-lucas","https://www.sports-reference.com/cbb/players/tejon-lucas-1.html"
"3","Kostas Antetokounmpo","SF","Milwaukee, WIDominican High School","6'10''","190","77","unknown","kostas-antetokounmpo","https://www.sports-reference.com/cbb/players/kostas-antetokounmpo-1.html"
