"National.Ranking","Name","Position","Hometown.High.School","Height","Weight","Rating","School","player.id","bball.ref.link"
"2","Octavian Corley","PF","Reno, NVMcQueen High School","6'9''","185","70","unknown","octavian-corley","https://www.sports-reference.com/cbb/players/octavian-corley-1.html"
"3","Zach Williams","PF","Reno, NVGalena High School","6'7''","200","65","unknown","zach-williams","https://www.sports-reference.com/cbb/players/zach-williams-1.html"
"4","Darius Jackson","SG","Las Vegas, NVClark High School","6'4''","180","65","unknown","darius-jackson","https://www.sports-reference.com/cbb/players/darius-jackson-1.html"
"5","Nick Kornieck","SF","Las Vegas, NVCoronado High School","6'6''","180","63","unknown","nick-kornieck","https://www.sports-reference.com/cbb/players/nick-kornieck-1.html"
"6","Jake Desjardins","SF","Henderson, NVCoronado High School","6'6''","185","63","unknown","jake-desjardins","https://www.sports-reference.com/cbb/players/jake-desjardins-1.html"
"7","Chase Nomaaea","SF","Las Vegas, NVBishop Gorman High School","6'5''","175","62","unknown","chase-nomaaea","https://www.sports-reference.com/cbb/players/chase-nomaaea-1.html"
"8","Arash Poorsina","C","Las Vegas, NVTrinity International School","6'10''","245","60","unknown","arash-poorsina","https://www.sports-reference.com/cbb/players/arash-poorsina-1.html"
"1","Wenyen Gabriel","PF","Manchester, NHWilbraham & Monson Academy","6'9''","210","94","Kentucky","wenyen-gabriel","https://www.sports-reference.com/cbb/players/wenyen-gabriel-1.html"
"2","Max Curran","PF","Hooksett, NHNotre Dame Prep","6'8''","180","57","Milwaukee","max-curran","https://www.sports-reference.com/cbb/players/max-curran-1.html"
"1","Tyus Battle","SF","Edison, NJSt. Joseph High School","6'5''","220","88","Syracuse","tyus-battle","https://www.sports-reference.com/cbb/players/tyus-battle-1.html"
"2","Taurean Thompson","PF","Jersey City, NJBrewster Academy","6'9''","220","82","Syracuse","taurean-thompson","https://www.sports-reference.com/cbb/players/taurean-thompson-1.html"
"3","Temple Gibbs","SG","Scotch Plains, NJSeton Hall Prep","6'3''","190","82","Notre Dame","temple-gibbs","https://www.sports-reference.com/cbb/players/temple-gibbs-1.html"
"4","Myles Powell","SG","Trenton, NJSouth Kent School","6'2''","195","82","Seton Hall","myles-powell","https://www.sports-reference.com/cbb/players/myles-powell-1.html"
"5","Bryce Aiken","PG","Randolph, NJThe Patrick School","6'0''","185","82","Harvard","bryce-aiken","https://www.sports-reference.com/cbb/players/bryce-aiken-1.html"
"6","Jagan Mosley","SG","Morganville, NJSt. Anthony High School","6'3''","185","80","Georgetown","jagan-mosley","https://www.sports-reference.com/cbb/players/jagan-mosley-1.html"
"7","Kevin Marfo","C","Oradell, NJWorcester Academy","6'8''","235","78","G. Washington","kevin-marfo","https://www.sports-reference.com/cbb/players/kevin-marfo-1.html"
"8","Breein Tyree","PG","Metuchen, NJSt. Joseph High School","6'2''","178","77","Ole Miss","breein-tyree","https://www.sports-reference.com/cbb/players/breein-tyree-1.html"
"9","Arnaldo Toro","PF","Newark, NJSaint Benedict's Prep","6'8''","235","73","G. Washington","arnaldo-toro","https://www.sports-reference.com/cbb/players/arnaldo-toro-1.html"
"10","Cyril Langevine","PF","East Orange, NJThe Patrick School","6'8''","","70","Rhode Island","cyril-langevine","https://www.sports-reference.com/cbb/players/cyril-langevine-1.html"
"11","Pat Andree","PF","Colts Neck, NJChristian Brothers Academy","6'7''","205","70","Lehigh","pat-andree","https://www.sports-reference.com/cbb/players/pat-andree-1.html"
"12","Asante Gist","PG","West Orange, NJSt. Anthony High School","5'10''","168","67","E Kentucky","asante-gist","https://www.sports-reference.com/cbb/players/asante-gist-1.html"
"13","Matt Bullock","SF","Elizabeth, NJRoselle Catholic High School","6'4''","230","64","Rutgers","matt-bullock","https://www.sports-reference.com/cbb/players/matt-bullock-1.html"
"14","James Scott","SF","Sparta, NJSaint Benedict's Prep","6'4''","185","63","Kennesaw St","james-scott","https://www.sports-reference.com/cbb/players/james-scott-1.html"
"15","Max Mahoney","PF","Basking Ridge, NJRidge High School","6'7''","200","63","Boston U","max-mahoney","https://www.sports-reference.com/cbb/players/max-mahoney-1.html"
"16","Kaleb Bishop","PF","Jersey City, NJSt. Anthony High School","6'7''","","60","Fair Dickinson","kaleb-bishop","https://www.sports-reference.com/cbb/players/kaleb-bishop-1.html"
"17","Brandon Anderson","PG","Mahwah, NJDon Bosco High School","6'0''","160","60","Brown","brandon-anderson","https://www.sports-reference.com/cbb/players/brandon-anderson-1.html"
"18","Gerald Blount","PF","Jersey City, NJPomfret School","6'7''","205","59","St Joseph's","gerald-blount","https://www.sports-reference.com/cbb/players/gerald-blount-1.html"
"19","Sa'eed Nelson","PG","Pleasantville, NJSaint Augustine Prep","5'11''","","59","American","saeed-nelson","https://www.sports-reference.com/cbb/players/saeed-nelson-1.html"
"20","Shyquan Gibbs","PG","Jersey City, NJSt. Anthony High School","6'1''","150","59","NJIT","shyquan-gibbs","https://www.sports-reference.com/cbb/players/shyquan-gibbs-1.html"
"21","Richmond Aririguzoh","PF","Trenton, NJTrenton Catholic Academy","6'8''","205","59","Princeton","richmond-aririguzoh","https://www.sports-reference.com/cbb/players/richmond-aririguzoh-1.html"
"22","Kashaun Hicks","SF","Edgewater Park, NJThe MacDuffie School","6'5''","190","58","Cent Connecticut","kashaun-hicks","https://www.sports-reference.com/cbb/players/kashaun-hicks-1.html"
"1","Rawle Alkins","SF","Brooklyn, NYWord of God Christian Academy","6'4''","200","92","Arizona","rawle-alkins","https://www.sports-reference.com/cbb/players/rawle-alkins-1.html"
"2","Shamorie Ponds","PG","Brooklyn, NYThomas Jefferson High School","6'1''","180","88","St. John's","shamorie-ponds","https://www.sports-reference.com/cbb/players/shamorie-ponds-1.html"
"3","Ty Jerome","PG","New Rochelle, NYIona College Prep","6'5''","180","87","Virginia","ty-jerome","https://www.sports-reference.com/cbb/players/ty-jerome-1.html"
"4","Kevin Huerter","SG","Clifton Park, NYShenendehowa Central High School","6'5''","170","86","Maryland","kevin-huerter","https://www.sports-reference.com/cbb/players/kevin-huerter-1.html"
"5","Mamadou Diarra","PF","Queens, NYPutnam Science Academy","6'8''","215","82","UConn","mamadou-diarra","https://www.sports-reference.com/cbb/players/mamadou-diarra-1.html"
"6","Rodney Miller","C","Laurelton, NYOak Hill Academy","6'11''","230","80","Miami","rodney-miller","https://www.sports-reference.com/cbb/players/rodney-miller-1.html"
"7","Quinton Rose","SG","Rochester, NYGreece Athena High School","6'6''","170","80","Temple","quinton-rose","https://www.sports-reference.com/cbb/players/quinton-rose-1.html"
"8","Christian Vital","SG","Queens Village, NYSt. Thomas More School","6'2''","175","77","UConn","christian-vital","https://www.sports-reference.com/cbb/players/christian-vital-1.html"
"9","Elijah Hughes","SF","Somers, NYKennedy Catholic High School","6'5''","","76","E Carolina","elijah-hughes","https://www.sports-reference.com/cbb/players/elijah-hughes-1.html"
"10","Travis Atson","SF","Brooklyn, NYNotre Dame Prep","6'5''","185","72","Tulsa","travis-atson","https://www.sports-reference.com/cbb/players/travis-atson-1.html"
"11","Devonte Green","SG","Huntington Station, NYLong Island Lutheran High School","6'2''","185","72","Indiana","devonte-green","https://www.sports-reference.com/cbb/players/devonte-green-1.html"
"12","Nathan Knight","PF","Syracuse, NYKimball Union Academy","6'9''","255","67","William & Mary","nathan-knight","https://www.sports-reference.com/cbb/players/nathan-knight-1.html"
"13","Tareq Coburn","SF","Rosedale, NYBenjamin Cardozo High School","6'4''","180","66","St. Bonaventure","tareq-coburn","https://www.sports-reference.com/cbb/players/tareq-coburn-1.html"
"14","Amadi Ikpeze","C","Amherst, NYAmherst Central High School","6'10''","245","65","St. Bonaventure","amadi-ikpeze","https://www.sports-reference.com/cbb/players/amadi-ikpeze-1.html"
"15","Jahlil Tripp","SF","Brooklyn, NYLincoln High School","6'5''","190","65","unknown","jahlil-tripp","https://www.sports-reference.com/cbb/players/jahlil-tripp-1.html"
"16","Anthony Lamb","PF","Rochester, NYGreece Athena High School","6'6''","","65","Vermont","anthony-lamb","https://www.sports-reference.com/cbb/players/anthony-lamb-1.html"
"17","Jair Bolden","SG","Brooklyn, NYWesttown School","6'4''","190","64","G. Washington","jair-bolden","https://www.sports-reference.com/cbb/players/jair-bolden-1.html"
"18","Ray Salnave","SG","Elmont, NYBenjamin Cardozo High School","6'2''","180","64","Monmouth","ray-salnave","https://www.sports-reference.com/cbb/players/ray-salnave-1.html"
"19","Andrew Garcia","SF","Harlem, NYThe Master's School","6'5''","200","63","Stony Brook","andrew-garcia","https://www.sports-reference.com/cbb/players/andrew-garcia-1.html"
"20","Jack Stevens","C","Ithaca, NYKent School","6'10''","215","63","Holy Cross","jack-stevens","https://www.sports-reference.com/cbb/players/jack-stevens-1.html"
"21","Peter Kiss","SG","New York, NYNotre Dame Prep","6'4''","","63","Quinnipiac","peter-kiss","https://www.sports-reference.com/cbb/players/peter-kiss-1.html"
"22","Shawn Montague","SF","Yorktown Heights, NYCanterbury School","6'5''","175","62","Sacred Heart","shawn-montague","https://www.sports-reference.com/cbb/players/shawn-montague-1.html"
"23","Tyrone Cohen Jr.","SF","Flushing, NYChrist the King High School","6'5''","178","61","Holy Cross","tyrone-cohenjr","https://www.sports-reference.com/cbb/players/tyrone-cohenjr-1.html"
"24","Troy Temara","PF","Camillus, NYWest Genesee Senior High School","6'8''","220","61","George Mason","troy-temara","https://www.sports-reference.com/cbb/players/troy-temara-1.html"
"25","Will Rayman","PF","New York, NYNew Hampton School","6'7''","190","60","Colgate","will-rayman","https://www.sports-reference.com/cbb/players/will-rayman-1.html"
"26","Ray Jerome","SG","Latham, NYCheshire Academy","6'3''","185","60","Pennsylvania","ray-jerome","https://www.sports-reference.com/cbb/players/ray-jerome-1.html"
"27","Stafford Truehardt","PF","Buffalo, NYCanisius High School","6'6''","190","60","James Madison","stafford-truehardt","https://www.sports-reference.com/cbb/players/stafford-truehardt-1.html"
"28","Jamar Brown","PF","Harlem, NYWings Academy","6'8''","228","60","Wagner","jamar-brown","https://www.sports-reference.com/cbb/players/jamar-brown-1.html"
"29","Aaron Walker","SG","Queens, NYBenjamin Cardozo High School","6'2''","195","59","Manhattan","aaron-walker","https://www.sports-reference.com/cbb/players/aaron-walker-1.html"
"30","David Cole","PF","Queens, NYChrist the King High School","6'6''","230","59","Robert Morris","david-cole","https://www.sports-reference.com/cbb/players/david-cole-1.html"
"31","Jamell Allen","PF","Brentwood, NYBrentwood High School","6'6''","205","57","Iona","jamell-allen","https://www.sports-reference.com/cbb/players/jamell-allen-1.html"
"32","Clive Allen","SG","Bronx, NYCardinal Hayes High School","5'11''","175","57","Robert Morris","clive-allen","https://www.sports-reference.com/cbb/players/clive-allen-1.html"
"33","Gianni Ford","SG","Brooklyn, NYBoys & Girls High School","6'1''","170","56","St. Francis (BKN)","gianni-ford","https://www.sports-reference.com/cbb/players/gianni-ford-1.html"
"34","Zach Radz","SG","Watervliet, NYSt. Thomas More School","6'3''","","56","Sacred Heart","zach-radz","https://www.sports-reference.com/cbb/players/zach-radz-1.html"
"1","Harry Giles","PF","Winston-Salem, NCOak Hill Academy","6'10''","230","97","Duke","harry-giles","https://www.sports-reference.com/cbb/players/harry-giles-1.html"
"2","Bam Adebayo","PF","Pinetown, NCHigh Point Christian Academy","6'9''","240","96","Kentucky","bam-adebayo","https://www.sports-reference.com/cbb/players/bam-adebayo-1.html"
"3","Sacha Killeya-Jones","PF","Chapel Hill, NCVirginia Episcopal School","6'11''","215","92","Kentucky","sacha-killeya-jones","https://www.sports-reference.com/cbb/players/sacha-killeya-jones-1.html"
"4","Jay Huff","PF","Durham, NCVoyager Academy","6'10''","195","83","Virginia","jay-huff","https://www.sports-reference.com/cbb/players/jay-huff-1.html"
"5","Grant Williams","PF","Charlotte, NCProvidence Day School","6'7''","230","81","Tennessee","grant-williams","https://www.sports-reference.com/cbb/players/grant-williams-1.html"
"6","Jalen Johnson","SG","High Point, NCWesleyan Christian Academy","6'6''","180","81","Tennessee","jalen-johnson","https://www.sports-reference.com/cbb/players/jalen-johnson-1.html"
"7","Kwe Parker","SG","Fayetteville, NCWesleyan Christian Academy","6'2''","165","80","Tennessee","kwe-parker","https://www.sports-reference.com/cbb/players/kwe-parker-1.html"
"8","Justice Kithcart","PG","Durham, NCVirginia Episcopal School","6'1''","170","80","Pittsburgh","justice-kithcart","https://www.sports-reference.com/cbb/players/justice-kithcart-1.html"
"9","Brandon Childress","PG","Winston-Salem, NCWesleyan Christian Academy","6'0''","170","80","Wake Forest","brandon-childress","https://www.sports-reference.com/cbb/players/brandon-childress-1.html"
"10","Quentin Jackson","PG","Raleigh, NCCarlisle School","6'3''","170","78","Charlotte","quentin-jackson","https://www.sports-reference.com/cbb/players/quentin-jackson-1.html"
"11","Quate McKinzie","PF","Burgaw, NCHarrells Christian Academy","6'7''","195","77","Buffalo","quate-mckinzie","https://www.sports-reference.com/cbb/players/quate-mckinzie-1.html"
"12","Papi N'Diaye","PF","Winston-Salem, NCQuality Education Academy","6'9''","200","77","Fordham","papi-ndiaye","https://www.sports-reference.com/cbb/players/papi-ndiaye-1.html"
"13","Ty Graves","SG","Greensboro, NCHigh Point Christian Academy","6'0''","165","74","Boston College","ty-graves","https://www.sports-reference.com/cbb/players/ty-graves-1.html"
"14","Ian Boyd","SG","Apex, NCApex High School","6'4''","185","72","George Mason","ian-boyd","https://www.sports-reference.com/cbb/players/ian-boyd-1.html"
"15","Raekwon Long","C","Charlotte, NCLincolnton High School","7'0''","250","70","Florida Int","raekwon-long","https://www.sports-reference.com/cbb/players/raekwon-long-1.html"
"16","J.J. Smith","SG","Fayetteville, NCE. E. Smith High School","6'4''","190","80","unknown","jj-smith","https://www.sports-reference.com/cbb/players/jj-smith-1.html"
"17","Jalen Sanders","PG","Spencer, NCNorth Rowan High School","5'11''","175","70","unknown","jalen-sanders","https://www.sports-reference.com/cbb/players/jalen-sanders-1.html"
"18","Jeremy Spencer","SF","Charlotte, NCProvidence Day School","6'2''","190","59","unknown","jeremy-spencer","https://www.sports-reference.com/cbb/players/jeremy-spencer-1.html"
"19","Juan Munoz","PG","Raleigh, NCPanther Creek High School","5'10''","155","59","Longwood","juan-munoz","https://www.sports-reference.com/cbb/players/juan-munoz-1.html"
"1","Omari Spellman","PF","North Royalton, OHSt. Thomas More School","6'9''","275","93","Villanova","omari-spellman","https://www.sports-reference.com/cbb/players/omari-spellman-1.html"
"2","Markell Johnson","PG","Cleveland, OHEast Tech High School","6'1''","175","80","NC State","markell-johnson","https://www.sports-reference.com/cbb/players/markell-johnson-1.html"
"3","Nick Ward","C","Gahanna, OHLincoln High School","6'8''","230","87","Michigan St","nick-ward","https://www.sports-reference.com/cbb/players/nick-ward-1.html"
"4","Xavier Simpson","PG","Lima, OHLima Senior High School","6'0''","175","86","Michigan","xavier-simpson","https://www.sports-reference.com/cbb/players/xavier-simpson-1.html"
"5","Jarron Cumberland","SG","Wilmington, OHWilmington High School","6'4''","210","85","Cincinnati","jarron-cumberland","https://www.sports-reference.com/cbb/players/jarron-cumberland-1.html"
"6","Derek Funderburk","PF","Lakewood, OHHargrave Military Academy","6'9''","210","83","Ohio State","derek-funderburk","https://www.sports-reference.com/cbb/players/derek-funderburk-1.html"
"7","Matthew Moyer","PF","Columbus, OHSouth Kent School","6'8''","205","82","Syracuse","matthew-moyer","https://www.sports-reference.com/cbb/players/matthew-moyer-1.html"
"8","Seth Towns","SF","Columbus, OHNorthland High School","6'7''","190","82","Harvard","seth-towns","https://www.sports-reference.com/cbb/players/seth-towns-1.html"
"9","Micah Potter","C","Mentor, OHMontverde Academy","6'9''","230","80","Ohio State","micah-potter","https://www.sports-reference.com/cbb/players/micah-potter-1.html"
"10","Jon Teske","C","Medina, OHMedina Senior High School","6'10''","220","80","Michigan","jon-teske","https://www.sports-reference.com/cbb/players/jon-teske-1.html"
"11","Trey Landers","SG","Huber Heights, OHWayne High School","6'5''","170","79","Dayton","trey-landers","https://www.sports-reference.com/cbb/players/trey-landers-1.html"
"12","Andre Wesson","SF","Westerville, OHWesterville South High School","6'6''","190","79","Ohio State","andre-wesson","https://www.sports-reference.com/cbb/players/andre-wesson-1.html"
"13","Willie Jackson","SF","Garfield Heights, OHGarfield Heights High School","6'5''","195","76","Missouri","willie-jackson","https://www.sports-reference.com/cbb/players/willie-jackson-1.html"
"14","Ibi Watson","SG","Pickerington, OHPickerington Central High School","6'4''","185","75","Michigan","ibi-watson","https://www.sports-reference.com/cbb/players/ibi-watson-1.html"
"15","Frankie Hughes","SG","Garfield Heights, OHGarfield Heights High School","6'4''","170","74","Missouri","frankie-hughes","https://www.sports-reference.com/cbb/players/frankie-hughes-1.html"
"16","Lepear Toles","SG","Canton, OHTimken High School","6'4''","185","74","unknown","lepear-toles","https://www.sports-reference.com/cbb/players/lepear-toles-1.html"
"17","Yavari Hall","SG","Warrensville Heights, OHWarrensville Heights High School","6'3''","185","74","Kent State","yavari-hall","https://www.sports-reference.com/cbb/players/yavari-hall-1.html"
"1","Kristian Doolittle","PF","Edmond, OKEdmond Memorial High School","6'8''","215","83","Oklahoma","kristian-doolittle","https://www.sports-reference.com/cbb/players/kristian-doolittle-1.html"
"2","Jakolby Long","SG","Edmond, OKMustang High School","6'5''","210","82","Iowa State","jakolby-long","https://www.sports-reference.com/cbb/players/jakolby-long-1.html"
"3","Lindy Waters III","SG","Norman, OKSunrise Christian Academy","6'6''","185","79","Oklahoma St","lindy-watersiii","https://www.sports-reference.com/cbb/players/lindy-watersiii-1.html"
"4","Tre Evans","PG","Edmond, OKEdmond North High School","6'1''","165","77","unknown","tre-evans","https://www.sports-reference.com/cbb/players/tre-evans-1.html"
"5","Jervae Robinson","PG","Oklahoma City, OKOnPoint Academy","6'2''","165","73","unknown","jervae-robinson","https://www.sports-reference.com/cbb/players/jervae-robinson-1.html"
"1","Payton Pritchard","PG","West Linn, ORWest Linn High School","6'0''","175","85","Oregon","payton-pritchard","https://www.sports-reference.com/cbb/players/payton-pritchard-1.html"
"2","Will Matthiessen","PF","West Linn, ORWest Linn High School","6'7''","185","60","unknown","will-matthiessen","https://www.sports-reference.com/cbb/players/will-matthiessen-1.html"
"1","Tony Carr","PG","Philadelphia, PARoman Catholic High School","6'3''","170","87","Penn State","tony-carr","https://www.sports-reference.com/cbb/players/tony-carr-1.html"
"2","DeAndre Hunter","SF","Philadelphia, PAFriends' Central School","6'7''","190","83","Virginia","deandre-hunter","https://www.sports-reference.com/cbb/players/deandre-hunter-1.html"
"3","Sedee Keita","PF","Philadelphia, PA22ft Academy","6'10''","215","82","S Carolina","sedee-keita","https://www.sports-reference.com/cbb/players/sedee-keita-1.html"
"4","Lamar Stevens","SF","Philadelphia, PARoman Catholic High School","6'6''","215","80","Penn State","lamar-stevens","https://www.sports-reference.com/cbb/players/lamar-stevens-1.html"
"5","Cheickna Dembele","C","Chambersburg, PAScotland Performance Institute","6'10''","235","80","UNLV","cheickna-dembele","https://www.sports-reference.com/cbb/players/cheickna-dembele-1.html"
"6","Sagaba Konate","C","Hermitage, PAKennedy Catholic High School","6'8''","235","79","W Virginia","sagaba-konate","https://www.sports-reference.com/cbb/players/sagaba-konate-1.html"
"7","Dylan Painter","C","Hershey, PAHershey High School","6'9''","215","78","Villanova","dylan-painter","https://www.sports-reference.com/cbb/players/dylan-painter-1.html"
"8","Nysier Brooks","C","Philadelphia, PAAdvanced Prep International","6'9''","235","77","Cincinnati","nysier-brooks","https://www.sports-reference.com/cbb/players/nysier-brooks-1.html"
"9","Nazeer Bostick","SF","Philadelphia, PARoman Catholic High School","6'4''","170","70","Penn State","nazeer-bostick","https://www.sports-reference.com/cbb/players/nazeer-bostick-1.html"
"10","Ryan Betley","SG","Downingtown, PADowningtown West High School","6'4''","170","62","Pennsylvania","ryan-betley","https://www.sports-reference.com/cbb/players/ryan-betley-1.html"
"11","Josh Sharkey","PG","Philadelphia, PAArchbishop Carroll High School","5'9''","150","61","Samford","josh-sharkey","https://www.sports-reference.com/cbb/players/josh-sharkey-1.html"
"12","Chuck Champion","SG","Philadelphia, PAFriends' Central School","6'2''","","61","Loyola (MD)","chuck-champion","https://www.sports-reference.com/cbb/players/chuck-champion-1.html"
"13","Xzavier Malone","SF","Conshohocken, PAPlymouth-Whitemarsh Sr. High School","6'4''","170","61","Rider","xzavier-malone","https://www.sports-reference.com/cbb/players/xzavier-malone-1.html"
"14","Austin Harriott","SF","Philadelphia, PAThe Hun School Of Princeton","6'4''","175","60","Loyola (MD)","austin-harriott","https://www.sports-reference.com/cbb/players/austin-harriott-1.html"
"15","Kyle Stout","SF","Allentown, PAParkland High School","6'6''","165","60","Lafayette","kyle-stout","https://www.sports-reference.com/cbb/players/kyle-stout-1.html"
"16","Ryan Daly","SF","Philadelphia, PAArchbishop Carroll High School","6'4''","185","59","Delaware","ryan-daly","https://www.sports-reference.com/cbb/players/ryan-daly-1.html"
"17","Tommy Funk","PG","Warminster, PAArchbishop Wood High School","6'0''","165","58","Army","tommy-funk","https://www.sports-reference.com/cbb/players/tommy-funk-1.html"
"18","Jaekwon Carlisle","PG","Philadelphia, PAImhotep Institute Charter High School","5'11''","","57","Hampton","jaekwon-carlisle","https://www.sports-reference.com/cbb/players/jaekwon-carlisle-1.html"
"19","Marquis Chester","SF","Chester, PAChester High School","6'6''","210","57","Delaware St","marquis-chester","https://www.sports-reference.com/cbb/players/marquis-chester-1.html"
"20","Rasheed Brown","SG","Philadelphia, PANeumann-Goretti High School","6'2''","170","57","FLA Gulf Coast","rasheed-brown","https://www.sports-reference.com/cbb/players/rasheed-brown-1.html"
"21","Christian Schmit","PG","Mars, PAMars Area High School","5'10''","","56","Furman","christian-schmit","https://www.sports-reference.com/cbb/players/christian-schmit-1.html"
"22","Devon Goodman","PG","Philadelphia, PAGermantown Academy","5'11''","150","56","Pennsylvania","devon-goodman","https://www.sports-reference.com/cbb/players/devon-goodman-1.html"
"23","Josh Warren","PF","Downingtown, PADowningtown West High School","6'8''","210","55","Cornell","josh-warren","https://www.sports-reference.com/cbb/players/josh-warren-1.html"
"1","Terrell Brown","C","Providence, RISt. Andrew's School","6'10''","215","69","unknown","terrell-brown","https://www.sports-reference.com/cbb/players/terrell-brown-1.html"
"1","Seventh Woods","SG","Columbia, SCHammond School","6'1''","185","84","N Carolina","seventh-woods","https://www.sports-reference.com/cbb/players/seventh-woods-1.html"
"2","De'Riante Jenkins","SF","Eutawville, SCHargrave Military Academy","6'5''","180","84","VCU","deriante-jenkins","https://www.sports-reference.com/cbb/players/deriante-jenkins-1.html"
"3","Jordan Bruner","PF","Columbia, SCSpring Valley High School","6'7''","190","79","Yale","jordan-bruner","https://www.sports-reference.com/cbb/players/jordan-bruner-1.html"
"1","Braxton Key","SF","Nashville, TNOak Hill Academy","6'8''","240","88","Alabama","braxton-key","https://www.sports-reference.com/cbb/players/braxton-key-1.html"
"2","Jaylen Fisher","PG","Arlington, TNBolton High School","6'2''","175","88","TCU","jaylen-fisher","https://www.sports-reference.com/cbb/players/jaylen-fisher-1.html"
"3","Abdulhakim Ado","C","Chattanooga, TNHamilton Heights Christian Academy","6'10''","240","82","Miss. St","abdulhakim-ado","https://www.sports-reference.com/cbb/players/abdulhakim-ado-1.html"
"4","Micah Thomas","SF","Memphis, TNHuntington Prep","6'7''","185","79","Maryland","micah-thomas","https://www.sports-reference.com/cbb/players/micah-thomas-1.html"
"5","Silas Adheke","C","Chattanooga, TNHamilton Heights Christian Academy","6'8''","","77","Evansville","silas-adheke","https://www.sports-reference.com/cbb/players/silas-adheke-1.html"
"1","De'Aaron Fox","PG","Katy, TXCypress Lakes High School","6'3''","160","96","Kentucky","deaaron-fox","https://www.sports-reference.com/cbb/players/deaaron-fox-1.html"
"2","Terrance Ferguson","SG","Dallas, TXAdvanced Prep International","6'7''","185","94","unknown","terrance-ferguson","https://www.sports-reference.com/cbb/players/terrance-ferguson-1.html"
"3","Jarrett Allen","C","Austin, TXSaint Stephen's Episcopal School","6'10''","220","93","Texas","jarrett-allen","https://www.sports-reference.com/cbb/players/jarrett-allen-1.html"
"4","Marques Bolden","C","Dallas, TXDeSoto High School","6'10''","254","93","Duke","marques-bolden","https://www.sports-reference.com/cbb/players/marques-bolden-1.html"
"5","Andrew Jones","SG","Irving, TXMacArthur High School","6'4''","195","89","Texas","andrew-jones","https://www.sports-reference.com/cbb/players/andrew-jones-1.html"
"6","Kameron McGusty","SG","Katy, TXSunrise Christian Academy","6'5''","165","86","Oklahoma","kameron-mcgusty","https://www.sports-reference.com/cbb/players/kameron-mcgusty-1.html"
"7","Schnider Herard","C","Plano, TXPrestonwood Christian Academy","6'10''","260","83","Miss. St","schnider-herard","https://www.sports-reference.com/cbb/players/schnider-herard-1.html"
"8","Jethro Tshisumpa","C","Dallas, TXMountain Mission School","6'10''","260","82","Arizona St","jethro-tshisumpa","https://www.sports-reference.com/cbb/players/jethro-tshisumpa-1.html"
"9","Carsen Edwards","PG","Humble, TXAtascocita High School","6'1''","175","82","Purdue","carsen-edwards","https://www.sports-reference.com/cbb/players/carsen-edwards-1.html"
"10","J.J. Caldwell","PG","Houston, TXSATCH Homeschool","5'11''","170","82","Texas A&M","jj-caldwell","https://www.sports-reference.com/cbb/players/jj-caldwell-1.html"
"11","Cameron McGriff","SF","Grand Prairie, TXSouth Grand Prairie High School","6'7''","205","80","Oklahoma St","cameron-mcgriff","https://www.sports-reference.com/cbb/players/cameron-mcgriff-1.html"
"12","Jacob Young","SG","Houston, TXJack Yates High School","6'0''","165","79","Texas","jacob-young","https://www.sports-reference.com/cbb/players/jacob-young-1.html"
"13","Nate Morris","C","Lancaster, TXLancaster High School","6'10''","250","78","Ole Miss","nate-morris","https://www.sports-reference.com/cbb/players/nate-morris-1.html"
"14","Harrison Henderson","PF","Grand Prairie, TXSouth Grand Prairie High School","6'10''","205","77","USC","harrison-henderson","https://www.sports-reference.com/cbb/players/harrison-henderson-1.html"
"15","Deandre Williams","SF","Houston, TXKlein Forest High School","6'7''","195","76","unknown","deandre-williams","https://www.sports-reference.com/cbb/players/deandre-williams-1.html"
"16","Oliver Powell","PF","Rowlett, TXRowlett High School","6'8''","200","75","Louisiana Tech","oliver-powell","https://www.sports-reference.com/cbb/players/oliver-powell-1.html"
"1","Frank Jackson","PG","Alpine, UTLone Peak High School","6'4''","200","96","Duke","frank-jackson","https://www.sports-reference.com/cbb/players/frank-jackson-1.html"
"2","Yoeli Childs","PF","South Jordan, UTBingham High School","6'6''","225","85","BYU","yoeli-childs","https://www.sports-reference.com/cbb/players/yoeli-childs-1.html"
"3","Gavin Baxter","SF","Provo, UTTimpview High School","6'7''","175","80","BYU","gavin-baxter","https://www.sports-reference.com/cbb/players/gavin-baxter-1.html"
"4","Brendan Bailey","SF","American Fork, UTAmerican Fork High School","6'8''","195","80","Marquette","brendan-bailey","https://www.sports-reference.com/cbb/players/brendan-bailey-1.html"
"5","Spencer Johnson","SF","American Fork, UTAmerican Fork High School","6'4''","170","64","Weber State","spencer-johnson","https://www.sports-reference.com/cbb/players/spencer-johnson-1.html"
"6","Jake Hendricks","SF","Smithfield, UTSky View High School","6'5''","175","63","unknown","jake-hendricks","https://www.sports-reference.com/cbb/players/jake-hendricks-1.html"
"7","Landon Trusty","PF","Bountiful, UTBountiful High School","6'7''","200","63","unknown","landon-trusty","https://www.sports-reference.com/cbb/players/landon-trusty-1.html"
"8","Asa McCord","SF","Saratoga Springs, UTWestlake High School","6'5''","170","62","unknown","asa-mccord","https://www.sports-reference.com/cbb/players/asa-mccord-1.html"
"9","Brody Childs","SF","Pleasant Grove, UTPleasant Grove High School","6'5''","175","62","unknown","brody-childs","https://www.sports-reference.com/cbb/players/brody-childs-1.html"
"10","Blaze Nield","PG","Lehi, UTLehi High School","5'11''","150","59","unknown","blaze-nield","https://www.sports-reference.com/cbb/players/blaze-nield-1.html"
