"Previous.National.Ranking","Name","Hometown","Position","Height.Weight","Rating","All Ratings","National.Ranking","Position.Ranking","State.Ranking","player.id","Season"
"4","Ray Smith"," Las Vegas (Las Vegas, NV)  "," SF "," 6-7 / 185 ","99"," 18 4 4 ","18","4","4","ray-smith",2015
"8","Derrick Jones"," Archbishop John Carroll (Wayne, PA)  "," SF "," 6-6 / 180 ","97"," 48 8 1 ","48","8","1","derrick-jones",2015
"6","Deng Adel"," Victory Rock Prep (Bradenton, FL)  "," SF "," 6-7 / 185 ","97"," 35 6 4 ","35","6","4","deng-adel",2015
"5","Malachi Richardson"," Trenton Catholic School (Trenton, NJ)  "," SF "," 6-5.5 / 191 ","97"," 34 5 2 ","34","5","2","malachi-richardson",2015
"10","Tevin Mack"," Dreher (Columbia, SC)  "," SF "," 6-6 / 185 ","96"," 57 10 2 ","57","10","2","tevin-mack",2015
"9","K.J. Lawson"," East (Memphis, TN)  "," SF "," 6-6 / 185 ","96"," 53 9 3 ","53","9","3","kj-lawson",2015
"12","Bennie Boatwright"," Village Christian (Mission Hills, CA)  "," SF "," 6-9 / 215 ","96"," 63 12 10 ","63","12","10","bennie-boatwright",2015
"7","Maverick Rowan"," Cardinal Gibbons (Fort Lauderdale, FL)  "," SF "," 6-7 / 200 ","95"," 43 7 7 ","43","7","7","maverick-rowan",2015
"13","Danjel Purifoy"," Hargrave Military Academy (HS) (Centreville, AL)  "," SF "," 6-6 / 190 ","95"," 67 13 1 ","67","13","1","danjel-purifoy",2015
"32","Shaun Kirk"," Flora Macdonald Academy (Red Springs, NC)  "," SF "," 6-7 / 185 ","94"," 175 32 4 ","175","32","4","shaun-kirk",2015
"21","Mickey Mitchell"," Plano West (Plano, TX)  "," SF "," 6-7 / 210 ","94"," 120 21 10 ","120","21","10","mickey-mitchell",2015
"15","Tres Tinkle"," Hellgate (Missoula, MT)  "," SF "," 6-6 / 180 ","94"," 78 15 1 ","78","15","1","tres-tinkle",2015
"17","Kobie Eubanks"," Elev8 Sports Institute (Fort Lauderdale, FL)  "," SF "," 6-5 / 212 ","93"," 98 17 12 ","98","17","12","kobie-eubanks",2015
"14","D.J. Williams"," Simeon (Chicago, IL)  "," SF "," 6-6 / 195 ","93"," 77 14 4 ","77","14","4","dj-williams",2015
"25","Kaiser Gates"," St. Francis (Alpharetta, GA)  "," SF "," 6-7 / 190 ","93"," 140 25 9 ","140","25","9","kaiser-gates",2015
"23","Cameron Walker"," Ernest Righetti (Santa Maria, CA)  "," SF "," 6-6 / 195 ","92"," 134 23 15 ","134","23","15","cameron-walker",2015
"26","Anthony Lawrence"," Lakewood (Saint Petersburg, FL)  "," SF "," 6-7 / 200 ","92"," 150 26 17 ","150","26","17","anthony-lawrence",2015
"33","Tahjai Teague"," Pike (Indianapolis, IN)  "," SF "," 6-8 / 175 ","91"," 177 33 9 ","177","33","9","tahjai-teague",2015
"19","Matisse Thybulle"," Eastside Catholic (Sammamish, WA)  "," SF "," 6-7 / 185 ","90"," 104 19 2 ","104","19","2","matisse-thybulle",2015
"27","Rayjon Tucker"," Northside Christian Academy (Charlotte, NC)  "," SF "," 6-5 / 185 ","90"," 152 27 2 ","152","27","2","rayjon-tucker",2015
"20","Marcus Sheffield"," Chattahoochee (Alpharetta, GA)  "," SF "," 6-5 / 170 ","90"," 107 20 6 ","107","20","6","marcus-sheffield",2015
"44","Brandon Hutton"," De La Salle Institute (Chicago, IL)  "," SF "," 6-5 / 195 ","90"," 222 44 10 ","222","44","10","brandon-hutton",2015
"22","Markis McDuffie"," St Anthony (Jersey City, NJ)  "," SF "," 6-7 / 185 ","89"," 129 22 5 ","129","22","5","markis-mcduffie",2015
"18","Matt Ryan"," Iona Preparatory School (Cortlandt Manor, NY)  "," SF "," 6-7 / 210 ","89"," 103 18 4 ","103","18","4","matt-ryan",2015
"16","Keith Stone"," Zion Lutheran Christian School Zion Developmenta (Deerfield Beach, FL)  "," SF "," 6-7 / 240 ","89"," 82 16 9 ","82","16","9","keith-stone",2015
"46","Nick Blair"," Bishop Gorman (Las Vegas, NV)  "," SF "," 6-5 / 190 ","89"," 227 46 8 ","227","46","8","nick-blair",2015
"28","A.J. Turner"," New Hampton School (Warren, MI)  "," SF "," 6-6 / 185 ","89"," 154 28 4 ","154","28","4","aj-turner",2015
"35","Melvin Frazier"," L.W. Higgins (Marrero, LA)  "," SF "," 6-4 / 185 ","89"," 182 35 3 ","182","35","3","melvin-frazier",2015
"34","Kaleb Johnson"," Carlisle School (Roanoke, VA)  "," SF "," 6-6 / 185 ","89"," 180 34 10 ","180","34","10","kaleb-johnson",2015
"47","Levi  Bradley"," Pius XI (Milwaukee, WI)  "," SF "," 6-5 / 170 ","89"," 230 47 6 ","230","47","6","levi--bradley",2015
"29","Nate Grimes"," Quality Education Academy (Las Vegas, NV)  "," SF "," 6-7 / 190 ","89"," 158 29 7 ","158","29","7","nate-grimes",2015
"36","Amarveer Singh"," St. Peters Prep (New York, NY)  "," SF "," 6-7 / 180 ","88"," 188 36 10 ","188","36","10","amarveer-singh",2015
"30","Dominic Green"," Oliver M. Hazen (Renton, WA)  "," SF "," 6-7 / 200 ","88"," 164 30 3 ","164","30","3","dominic-green",2015
"60","Malik Hicks"," Arlington Country Day School (Jackson, TN)  "," SF "," 6-6 / 190 ","88"," 285 60 8 ","285","60","8","malik-hicks",2015
"38","Sacar Anim"," DeLaSalle (Minneapolis, MN)  "," SF "," 6-4 / 185 ","88"," 191 38 3 ","191","38","3","sacar-anim",2015
"39","Marquez Letcher-Ellis"," Montverde Academy (Lynchburg, VA)  "," SF "," 6-7 / 170 ","88"," 199 39 22 ","199","39","22","marquez-letcher-ellis",2015
"42","Roman Davis"," Windward School (Los Angeles, CA)  "," SF "," 6-6 / 165 ","88"," 219 42 19 ","219","42","19","roman-davis",2015
"40","Brandon Austin"," Carver  (Montgomery, AL)  "," SF "," 6-5 / 180 ","88"," 202 40 4 ","202","40","4","brandon-austin",2015
"37","E'torrion Wilridge"," Beaumont Central (Beaumont, TX)  "," SF "," 6-6 / 170 ","88"," 190 37 16 ","190","37","16","e'torrion-wilridge",2015
"43","Jarrey Foster"," North Shore (Houston, TX)  "," SF "," 6-4 / 180 ","88"," 221 43 22 ","221","43","22","jarrey-foster",2015
"45","Dane Kuiper"," Corona Del Sol (Tempe, AZ)  "," SF "," 6-6 / 185 ","88"," 224 45 1 ","224","45","1","dane-kuiper",2015
"31","Jordan Murphy"," William J. Brennan (San Antonio, TX)  "," SF "," 6-7 / 215 ","88"," 167 31 12 ","167","31","12","jordan-murphy",2015
"24","Joseph Toye"," La Lumiere School (Chicago, IL)  "," SF "," 6-7 / 190 ","88"," 135 24 6 ","135","24","6","joseph-toye",2015
"62","OG Anunoby"," Jefferson City (Jefferson City, MO)  "," SF "," 6-8 / 220 ","88"," 294 62 4 ","294","62","4","og-anunoby",2015
"48","Dikembe Dixson"," Mingo Central (Bardstown, KY)  "," SF "," 6-7 / 190 ","87"," 231 48 4 ","231","48","4","dikembe-dixson",2015
"56","Jack McVeigh"," Australian Institute of Sport (Canberra, SW)  "," SF "," 6-8 / 195 ","87"," 265 56 2 ","265","56","2","jack-mcveigh",2015
"54","Admiral Schofield"," Zion-Benton (Zion, IL)  "," SF "," 6-5 / 210 ","87"," 251 54 15 ","251","54","15","admiral-schofield",2015
"41","Kejuan Johnson-Alls"," Wheeler (Marietta, GA)  "," SF "," 6-5 / 200 ","87"," 210 41 13 ","210","41","13","kejuan-johnson-alls",2015
"55","Zac Seljaas"," Bountiful (Bountiful, UT)  "," SF "," 6-7 / 210 ","87"," 253 55 5 ","253","55","5","zac-seljaas",2015
"58","Kipper Nichols"," St. Edward (Lakewood, OH)  "," SF "," 6-6 / 200 ","86"," 282 58 9 ","282","58","9","kipper-nichols",2015
"59","Ahmad Wagner"," Wayne (Dayton, OH)  "," SF "," 6-7 / 190 ","86"," 283 59 10 ","283","59","10","ahmad-wagner",2015
"61","Billy Wampler"," Regis (Eau Claire, WI)  "," SF "," 6-6 / 200 ","85"," 288 61 8 ","288","61","8","billy-wampler",2015
"52","Tyler Kohl"," Trenton Catholic School (Trenton, NJ)  "," SF "," 6-5 / 225 ","85"," 246 52 13 ","246","52","13","tyler-kohl",2015
"53","Isaiah Moss"," Simeon (New Lenox, IL)  "," SF "," 6-5 / 175 ","85"," 248 53 14 ","248","53","14","isaiah-moss",2015
"64","Khalil Iverson"," Rutherford B Hayes (Delaware, OH)  "," SF "," 6-5 / 205 ","85"," 319 64 12 ","319","64","12","khaliliverson",2015
"49","Jonathan Laurent"," Dr. Phillips (Orlando, FL)  "," SF "," 6-6 / 200 ","84"," 233 49 27 ","233","49","27","jonathan-laurent",2015
"81","Weisner Perez"," J Sterling Morton West Sch (Berwyn, IL)  "," SF "," 6-7 / 210 ","84"," 396 81 21 ","396","81","21","weisner-perez",2015
"82","Ryan Mikesell"," St Henry (Saint Henry, OH)  "," SF "," 6-6 / 180 ","83"," 404 82 13 ","404","82","13","ryan-mikesell",2015
"83","Malik Benlevi"," Jenkins (Savannah, GA)  "," SF "," 6-6 / 190 ","83"," 405 83 26 ","405","83","26","malik-benlevi",2015
"79","Justin James"," Oldsmar Christian School (Oldsmar, FL)  "," SF "," 6-7 / 180 ","83"," 386 79 40 ","386","79","40","justin-james",2015
"78","Kentrell Barkley"," Northern (Durham, NC)  "," SF "," 6-5 / 180 ","83"," 373 78 11 ","373","78","11","kentrell-barkley",2015
"80","Kevin Puryear"," Blue Springs South (Blue Springs, MO)  "," SF "," 6-7 / 215 ","83"," 387 80 8 ","387","80","8","kevin-puryear",2015
"63","Karl Charles"," Rutgers Preparatory School (Somerset, NJ)  "," SF "," 6-5 / 180 ","83"," 309 63 15 ","309","63","15","karl-charles",2015
"91","Austin Burnette"," Broughton (Raleigh, NC)  "," SF "," 6-6 / 205 ","82"," 425 91 13 ","425","91","13","austin-burnette",2015
"84","Jeantal Cylla"," Lake Worth Christian School (Boynton Beach, FL)  "," SF "," 6-7 / 190 ","82"," 409 84 43 ","409","84","43","jeantal-cylla",2015
"65","Deividas Zemgulis"," St Mary S Ryken (Leonardtown, MD)  "," SF "," 6-6 / 200 ","82"," 328 65 11 ","328","65","11","deividas-zemgulis",2015
"85","Jaylen Key"," Homestead (Thiensville, WI)  "," SF "," 6-6 / 180 ","81"," 414 85 11 ","414","85","11","jaylen-key",2015
"86","Dakota Holtzclaw"," North Forsyth (Decatur, GA)  "," SF "," 6-5 / 200 ","80"," 419 86 27 ","419","86","27","dakota-holtzclaw",2015
"87","Brady Twombly"," La Costa Canyon (Encinitas, CA)  "," SF "," 6-5 / 200 ","79"," 420 87 35 ","420","87","35","brady-twombly",2015
"90","Hassan Thomas"," Woodrow Wilson (Dallas, TX)  "," SF "," 6-5 / 180 ","79"," 424 90 33 ","424","90","33","hassan-thomas",2015
"88","Anthony Jones"," Speedway (Indianapolis, IN)  "," SF "," 6-5 / 190 ","79"," 421 88 28 ","421","88","28","anthony-jones",2015
"89","Dalton Barkley"," Bob Jones  (Madison, AL)  "," SF "," 6-6 / 185 ","78"," 423 89 11 ","423","89","11","dalton-barkley",2015
"1","Cheick Diallo"," Our Savior New American School (Centereach, NY)  "," PF "," 6-9 / 218 ","100"," 5 1 1 ","5","1","1","cheick-diallo",2015
"2","Ivan Rabb"," Bishop O'Dowd (Oakland, CA)  "," PF "," 6-10 / 210 ","99"," 7 2 1 ","7","2","1","ivan-rabb",2015
"5","Thomas Bryant"," Huntington Prep (Rochester, NY)  "," PF "," 6-10 / 225 ","99"," 20 5 2 ","20","5","2","thomas-bryant",2015
"8","DJ Hogg"," Plano West (Plano, TX)  "," PF "," 6-8 / 217 ","99"," 30 8 2 ","30","8","2","dj-hogg",2015
"4","Chase Jeter"," Bishop Gorman (Las Vegas, NV)  "," PF "," 6-10 / 239 ","99"," 15 4 3 ","15","4","3","chase-jeter",2015
"3","Henry Ellenson"," Rice Lake (Rice Lake, WI)  "," PF "," 6-10 / 230 ","98"," 9 3 2 ","9","3","2","henry-ellenson",2015
"6","Carlton Bragg"," Villa Angela-St. Joseph (Cleveland, OH)  "," PF "," 6-8 / 205 ","98"," 24 6 2 ","24","6","2","carlton-bragg",2015
"12","Ray Spalding"," Trinity (Louisville, KY)  "," PF "," 6-9 / 200 ","98"," 42 12 1 ","42","12","1","ray-spalding",2015
"9","Mamadi Diakite"," Blue Ridge School (Dyke, VA)  "," PF "," 6-9 / 180 ","98"," 32 9 1 ","32","9","1","mamadi-diakite",2015
"7","Deyonta Davis"," Muskegon (Muskegon, MI)  "," PF "," 6-8 / 205 ","97"," 26 7 1 ","26","7","1","deyonta-davis",2015
"10","Dedric Lawson"," Hamilton (Memphis, TN)  "," PF "," 6-8 / 195 ","97"," 36 10 2 ","36","10","2","dedric-lawson",2015
"11","Chimezie Metu"," Lawndale (Lawndale, CA)  "," PF "," 6-8 / 215 ","97"," 38 11 4 ","38","11","4","chimezie-metu",2015
"30","Moritz Wagner"," Alba Berlin (Berlin, NY)  "," PF "," 6-9 / 210 ","97"," 119 30 1 ","119","30","1","moritz-wagner",2015
"20","Steve Enoch"," St. Thomas More (Norwalk, CT)  "," PF "," 6-9 / 235 ","97"," 84 20 1 ","84","20","1","steve-enoch",2015
"14","Horace Spencer"," Findlay Prep (Henderson, NV)  "," PF "," 6-8 / 215 ","97"," 65 14 5 ","65","14","5","horace-spencer",2015
"22","Tai Wynyard"," Rangitoto College (Auckland, AC)  "," PF "," 6-10 / 263 ","96"," 89 22 1 ","89","22","1","tai-wynyard",2015
"21","Justin Patton"," Omaha North (Omaha, NE)  "," PF "," 6-10 / 215 ","95"," 85 21 1 ","85","21","1","justin-patton",2015
"16","Moustapha Diagne"," Pope John XXIII (Sparta, NJ)  "," PF "," 6-9 / 240 ","95"," 70 16 3 ","70","16","3","moustapha-diagne",2015
"52","Ebuka Izundu"," Victory Christian Center School (Charlotte, NC)  "," PF "," 6-10 / 210 ","94"," 204 52 5 ","204","52","5","ebuka-izundu",2015
"13","Marquese Chriss"," Elk Creek Junior-senior (Elk Creek, CA)  "," PF "," 6-6 / 190 ","94"," 58 13 7 ","58","13","7","marquese-chriss",2015
"29","Juwan Morgan"," Waynesville Sr. (Waynesville, MO)  "," PF "," 6-8 / 255 ","94"," 117 29 2 ","117","29","2","juwan-morgan",2015
"15","Esa Ahmad"," Shaker Heights (Cleveland, OH)  "," PF "," 6-7 / 218 ","94"," 66 15 3 ","66","15","3","esa-ahmad",2015
"23","Nolan Narain"," La Lumiere School (La Porte, IN)  "," PF "," 6-9 / 210 ","94"," 92 23 4 ","92","23","4","nolan-narain",2015
"25","Kassoum Yakwe"," Our Savior New American School (Centereach, NY)  "," PF "," 6-8 / 205 ","94"," 108 25 5 ","108","25","5","kassoum-yakwe",2015
"31","Kerry Blackshear Jr"," Evans (Orlando, FL)  "," PF "," 6-8 / 220 ","94"," 121 31 13 ","121","31","13","kerry-blackshear-jr",2015
"18","Noah Dickerson"," Montverde Academy (Montverde, FL)  "," PF "," 6-8 / 245 ","94"," 73 18 4 ","73","18","4","noah-dickerson",2015
"35","Chris Silva"," Roselle Catholic (Roselle, NJ)  "," PF "," 6-9 / 210 ","94"," 141 35 7 ","141","35","7","chris-silva",2015
"45","Tulio Da Silva"," Arlington Country Day School (Jacksonville, FL)  "," PF "," 6-8 / 200 ","93"," 176 45 18 ","176","45","18","tulio-da-silva",2015
"17","Tyler Lydon"," New Hampton School (Pine Plains, NY)  "," PF "," 6-9 / 200 ","93"," 72 17 2 ","72","17","2","tyler-lydon",2015
"36","Alex Owens"," Oak Ridge (Orlando, FL)  "," PF "," 6-8 / 220 ","93"," 143 36 15 ","143","36","15","alex-owens",2015
"27","Trevor Manuel"," Oak Hill Academy (Mouth Of Wilson, VA)  "," PF "," 6-9 / 215 ","93"," 112 27 7 ","112","27","7","trevor-manuel",2015
"26","Ed Morrow"," Simeon (Chicago, IL)  "," PF "," 6-7 / 215 ","92"," 111 26 5 ","111","26","5","ed-morrow",2015
"19","Marcus Derrickson"," Brewster Academy (Fairfax, VA)  "," PF "," 6-7 / 245 ","92"," 80 19 4 ","80","19","4","marcus-derrickson",2015
"46","John Collins"," Cardinal Newman (West Palm Beach, FL)  "," PF "," 6-9 / 230 ","91"," 185 46 19 ","185","46","19","john-collins",2015
"24","Aric Holman"," Owensboro (Owensboro, KY)  "," PF "," 6-9 / 200 ","90"," 105 24 2 ","105","24","2","aric-holman",2015
"37","Alex Illikainen"," Brewster Academy (Grand Rapids, MN)  "," PF "," 6-9 / 210 ","90"," 147 37 1 ","147","37","1","alex-illikainen",2015
"32","Mike Watkins"," The Phelps School (Philadelphia, PA)  "," PF "," 6-8 / 225 ","90"," 122 32 3 ","122","32","3","mike-watkins",2015
"28","Aaron Falzon"," St. Mark's (Northfield, MA)  "," PF "," 6-8 / 208 ","90"," 114 28 2 ","114","28","2","aaron-falzon",2015
"39","Luke Maye"," William Amos Hough (Huntersville, NC)  "," PF "," 6-7 / 225 ","90"," 155 39 3 ","155","39","3","luke-maye",2015
"38","Donta Hall"," Luverne (Luverne, AL)  "," PF "," 6-9 / 210 ","89"," 151 38 2 ","151","38","2","donta-hall",2015
"48","Andre Adams"," IMG Academy (Tolleson, AZ)  "," PF "," 6-8 / 200 ","89"," 187 48 20 ","187","48","20","andre-adams",2015
"41","Makol Mawien"," Granger (Salt Lake City, UT)  "," PF "," 6-9 / 215 ","89"," 162 41 2 ","162","41","2","makol-mawien",2015
"42","Brodricks Jones"," View Park Prep (Los Angeles, CA)  "," PF "," 6-8 / 190 ","89"," 168 42 18 ","168","42","18","brodricks-jones",2015
"57","Leroy Butts"," Clinton Christian School (Arlington, VA)  "," PF "," 6-7 / 180 ","89"," 232 57 5 ","232","57","5","leroy-butts",2015
"43","Dean Wade"," St John (Saint John, KS)  "," PF "," 6-8 / 215 ","89"," 172 43 1 ","172","43","1","dean-wade",2015
"40","Jarred Reuter"," Brewster Academy (Marion, MA)  "," PF "," 6-8 / 235 ","89"," 160 40 5 ","160","40","5","jarred-reuter",2015
"60","Dusan Kovacevic"," Rabun Gap-Nacoochee School (Rabun Gap, GA)  "," PF "," 6-10 / 230 ","89"," 244 60 15 ","244","60","15","dusan-kovacevic",2015
"34","Josh Sharma"," Northfield Mount Hermon (Northfield, MA)  "," PF "," 6-11 / 215 ","89"," 128 34 3 ","128","34","3","josh-sharma",2015
"51","Antonio Vrankovic"," Pine Crest School (Fort Lauderdale, FL)  "," PF "," 6-11 / 268 ","88"," 203 51 23 ","203","51","23","antonio-vrankovic",2015
"53","Chad Brown"," Deltona (Deltona, FL)  "," PF "," 6-8.5 / 230 ","88"," 206 53 24 ","206","53","24","chad-brown",2015
"49","Shawntrez Davis"," Sound Doctrine (Atlanta, GA)  "," PF "," 6-8 / 215 ","88"," 192 49 12 ","192","49","12","shawntrez-davis",2015
"47","Tim Delaney"," Pitman (Pitman, NJ)  "," PF "," 6-9 / 225 ","88"," 186 47 9 ","186","47","9","tim-delaney",2015
"63","Cody Schwartz"," West De Pere (De Pere, WI)  "," PF "," 6-8 / 190 ","88"," 258 63 7 ","258","63","7","cody-schwartz",2015
"56","Chris Harris"," Madison (Houston, TX)  "," PF "," 6-9 / 220 ","88"," 217 56 20 ","217","56","20","chris-harris",2015
"50","Elijah Burns"," Blair Academy (Troy, NY)  "," PF "," 6-8 / 215 ","88"," 197 50 12 ","197","50","12","elijah-burns",2015
"54","Derrik Smits"," Zionsville (Zionsville, IN)  "," PF "," 7-0 / 215 ","88"," 207 54 11 ","207","54","11","derrik-smits",2015
"65","Michael Jacobson"," Waukee Senior (Waukee, IA)  "," PF "," 6-8 / 220 ","88"," 263 65 1 ","263","65","1","michael-jacobson",2015
"55","Luis Santos"," St. Raymond For Boys (Bronx, NY)  "," PF "," 6-8 / 240 ","88"," 209 55 7 ","209","55","7","luis-santos",2015
"61","Myles Carter"," St. Rita (Chicago, IL)  "," PF "," 6-8 / 220 ","87"," 245 61 13 ","245","61","13","myles-carter",2015
"33","Drew Eubanks"," Reynolds (Troutdale, OR)  "," PF "," 6-9 / 210 ","87"," 123 33 1 ","123","33","1","drew-eubanks",2015
"68","Tre Scott"," Mcintosh County Academy (Darien, GA)  "," PF "," 6-7 / 203 ","87"," 268 68 17 ","268","68","17","tre-scott",2015
"78","Tommy Burton"," St Jude Educational Institute (Montgomery, AL)  "," PF "," 6-8 / 193 ","87"," 306 78 7 ","306","78","7","tommy-burton",2015
"58","Jalon Miller"," Seagoville (Dallas, TX)  "," PF "," 6-6 / 210 ","86"," 235 58 23 ","235","58","23","jalon-miller",2015
"77","Joseph Strugg"," Carver  (Montgomery, AL)  "," PF "," 6-8 / 210 ","86"," 303 77 5 ","303","77","5","joseph-strugg",2015
"59","Jeremy Miller"," New Hampton School (New Hampton, NH)  "," PF "," 6-9 / 215 ","85"," 239 59 6 ","239","59","6","jeremy-miller",2015
"67","Devenir Duruisseau"," Fishburne Military School (Sylmar, CA)  "," PF "," 6-9 / 240 ","85"," 266 67 11 ","266","67","11","devenir-duruisseau",2015
"98","Eric Cobb"," The Potter's House Christian Academy (Jacksonville, FL)  "," PF "," 6-8 / 235 ","85"," 392 98 41 ","392","98","41","eric-cobb",2015
"62","Sam Miller"," Gonzaga  (Washington, DC)  "," PF "," 6-7 / 215 ","85"," 249 62 2 ","249","62","2","sam-miller",2015
"73","Alex Olesinski"," La Lumiere School (La Porte, IN)  "," PF "," 6-10 / 185 ","85"," 291 73 15 ","291","73","15","alex-olesinski",2015
"64","Deng Riak"," Victory Rock Prep (Australia, AUST)  "," PF "," 6-10 / 215 ","85"," 262 64 33 ","262","64","33","deng-riak",2015
"96","Jordan Dallas"," Long Beach Poly (New Hampton, IA)  "," PF "," 6-9 / 210 ","84"," 383 96 5 ","383","96","5","jordan-dallas",2015
"70","Develle Phillips"," Clinton Christian School (Upper Marlboro, MD)  "," PF "," 6-8 / 190 ","84"," 276 70 7 ","276","70","7","develle-phillips",2015
"72","Oumar Barry"," Bishop O'Connell (Arlington, VA)  "," PF "," 6-9 / 215 ","84"," 286 72 13 ","286","72","13","oumar-barry",2015
"75","Sylvester Ogbonda"," National Christian Academy (Fort Washington, MD)  "," PF "," 6-8 / 220 ","84"," 297 75 9 ","297","75","9","sylvester-ogbonda",2015
"76","Dererk Pardon"," Villa Angela-St. Joseph (Cleveland, OH)  "," PF "," 6-7 / 185 ","84"," 300 76 11 ","300","76","11","dererk-pardon",2015
"66","Evan Boudreaux"," Lake Forest (Lake Forest, IL)  "," PF "," 6-7 / 225 ","83"," 264 66 16 ","264","66","16","evan-boudreaux",2015
"91","Eric Hamilton"," Sunrise Christian (Duluth, GA)  "," PF "," 6-8 / 200 ","83"," 370 91 2 ","370","91","2","eric-hamilton",2015
"92","Robert Franks"," Evergreen (Vancouver, WA)  "," PF "," 6-7 / 210 ","83"," 371 92 5 ","371","92","5","robert-franks",2015
"93","Bronson Kessinger"," Corydon Central (Corydon, IN)  "," PF "," 6-8 / 180 ","83"," 372 93 24 ","372","93","24","bronson-kessinger",2015
"95","Charlie Thomas"," River Hill (Clarksville, MD)  "," PF "," 6-7 / 240 ","83"," 380 95 15 ","380","95","15","charlie-thomas",2015
"102","Travis Fuller"," La Costa Canyon (Encinitas, CA)  "," PF "," 6-7 / 195 ","82"," 422 102 36 ","422","102","36","travis-fuller",2015
"97","John Carlos-Reyes"," Sound Doctrine (Suwanee, GA)  "," PF "," 6-9 / 200 ","80"," 384 97 23 ","384","97","23","john-carlos-reyes",2015
"100","Balsa Dragovic"," Cantwell Sacred Heart Of Mary (Montebello, CA)  "," PF "," 6-7 / 190 ","80"," 394 100 33 ","394","100","33","balsa-dragovic",2015
"103","Josh Ajayi"," Cheshire Academy (Cheshire, CT)  "," PF "," 6-6 / 250 ","79"," 426 103 3 ","426","103","3","josh-ajayi",2015
"1","Skal Labissiere"," Lausanne Collegiate School (Memphis, TN)  "," C "," 6-10 / 200 ","100"," 2 1 1 ","2","1","1","skal-labissiere",2015
"2","Diamond Stone"," Dominican (Milwaukee, WI)  "," C "," 6-10 / 246 ","100"," 6 2 1 ","6","2","1","diamond-stone",2015
"3","Stephen Zimmerman"," Bishop Gorman (Las Vegas, NV)  "," C "," 6-11 / 214 ","99"," 11 3 1 ","11","3","1","stephen-zimmerman",2015
"4","Caleb Swanigan"," Homestead (Fort Wayne, IN)  "," C "," 6-8 / 265 ","98"," 19 4 1 ","19","4","1","caleb-swanigan",2015
"9","Chance Comanche"," View Park Prep (Los Angeles, CA)  "," C "," 6-9 / 185 ","97"," 50 9 5 ","50","9","5","chance-comanche",2015
"10","Daniel Giddens"," Wheeler (Marietta, GA)  "," C "," 6-10 / 235 ","97"," 51 10 3 ","51","10","3","daniel-giddens",2015
"7","Jessie Govan"," Wings Academy (Lancaster, NY)  "," C "," 6-10 / 250 ","97"," 46 7 3 ","46","7","3","jessie-govan",2015
"5","Tyler Davis"," Plano West (Plano, TX)  "," C "," 6-9 / 269 ","97"," 31 5 3 ","31","5","3","tyler-davis",2015
"13","Kevarrius Hayes"," Suwannee (Live Oak, FL)  "," C "," 6-9 / 205 ","97"," 93 13 11 ","93","13","11","kevarrius-hayes",2015
"12","Doral Moore"," Montverde Academy (Locust Grove, GA)  "," C "," 7-0 / 220 ","96"," 87 12 5 ","87","12","5","doral-moore",2015
"8","Isaac Humphries"," La Lumiere School (La Porte, IN)  "," C "," 7-0 / 245 ","95"," 47 8 3 ","47","8","3","isaac-humphries",2015
"6","Elijah Thomas"," Lancaster (Lancaster, TX)  "," C "," 6-9 / 240 ","94"," 44 6 4 ","44","6","4","elijah-thomas",2015
"19","Djery Baptiste"," Prestonwood Christian (Haiti, HAIT)  "," C "," 6-11 / 245 ","93"," 183 19 15 ","183","19","15","djery-baptiste",2015
"15","Matt Heldt"," Neenah (Neenah, WI)  "," C "," 6-10 / 210 ","89"," 136 15 4 ","136","15","4","matt-heldt",2015
"21","Yankuba Sima"," Elev8 Sports Institute (Jacksonville, FL)  "," C "," 6-11 / 215 ","89"," 195 21 21 ","195","21","21","yankuba-sima",2015
"14","Nick Marshall"," Lexington (Lexington, TN)  "," C "," 6-10 / 230 ","89"," 95 14 5 ","95","14","5","nick-marshall",2015
"18","Samir Sehic"," Cy Woods (Cypress, TX)  "," C "," 6-9 / 250 ","89"," 181 18 14 ","181","18","14","samir-sehic",2015
"17","Derek Ogbeide"," Pebblebrook (Mableton, GA)  "," C "," 6-8 / 240 ","89"," 146 17 10 ","146","17","10","derek-ogbeide",2015
"23","Jonathan Nwankwo"," Victory Rock Prep (Bronx, NY)  "," C "," 6-10 / 245 ","88"," 208 23 6 ","208","23","6","jonathan-nwankwo",2015
"16","Tacko Fall"," Liberty Christian Academy (Tavares, FL)  "," C "," 7-5 / 250 ","88"," 142 16 14 ","142","16","14","tacko-fall",2015
"20","Ernest Aflakpui"," Archbishop John Carroll (Wayne, PA)  "," C "," 6-9 / 220 ","88"," 184 20 5 ","184","20","5","ernest-aflakpui",2015
"31","Christ Koumadje"," Montverde Academy (Montverde, FL)  "," C "," 7-3 / 220 ","88"," 322 31 35 ","322","31","35","christ-koumadje",2015
"22","Paul Thomas"," Summer Creek (Humble, TX)  "," C "," 6-8 / 180 ","88"," 201 22 18 ","201","22","18","paul-thomas",2015
"30","Mike Edwards"," John Glenn (Westland, MI)  "," C "," 6-10 / 225 ","85"," 320 30 5 ","320","30","5","mike-edwards",2015
"26","Seth Dugan"," Otsego (Otsego, MI)  "," C "," 6-11 / 230 ","85"," 254 26 4 ","254","26","4","seth-dugan",2015
"37","Travon Bunch"," Queen City Prep (Racine, WI)  "," C "," 6-11 / 230 ","85"," 382 37 12 ","382","37","12","travon-bunch",2015
