"National.Ranking","Name","Position","Hometown.High.School","Height","Weight","Rating","School","player.id","bball.ref.link"
"17","Daemar Jones","PF","Charlotte, NCKennedy Charter School","6'6''","180","59","unknown","daemar-jones","https://www.sports-reference.com/cbb/players/daemar-jones-1.html"
"1","Carlton Bragg","PF","Cleveland, OHVilla Angela-St. Joseph High School","6'9''","220","89","Kansas","carlton-bragg","https://www.sports-reference.com/cbb/players/carlton-bragg-1.html"
"2","Luke Kennard","SG","Franklin, OHFranklin High School","6'5''","180","89","Duke","luke-kennard","https://www.sports-reference.com/cbb/players/luke-kennard-1.html"
"3","Esa Ahmad","SF","Shaker Heights, OHShaker Heights High School","6'8''","218","86","W Virginia","esa-ahmad","https://www.sports-reference.com/cbb/players/esa-ahmad-1.html"
"4","A.J. Harris","PG","Dayton, OHDunbar High School","5'9''","150","84","Ohio State","aj-harris","https://www.sports-reference.com/cbb/players/aj-harris-1.html"
"5","Kyle Ahrens","SG","Versailles, OHVersailles High School","6'5''","180","80","Michigan St","kyle-ahrens","https://www.sports-reference.com/cbb/players/kyle-ahrens-1.html"
"6","Nate Fowler","C","Cincinnati, OHMoeller High School","6'9''","235","80","Butler","nate-fowler","https://www.sports-reference.com/cbb/players/nate-fowler-1.html"
"7","Derek Pardon","PF","Cleveland, OHVilla Angela-St. Joseph High School","6'8''","215","78","Nrthwestrn","derek-pardon","https://www.sports-reference.com/cbb/players/derek-pardon-1.html"
"8","Xeyrius Williams","PF","Huber Heights, OHWayne High School","6'8''","205","78","Dayton","xeyrius-williams","https://www.sports-reference.com/cbb/players/xeyrius-williams-1.html"
"9","Ahmad Wagner","PF","Huber Heights, OHWayne High School","6'7''","215","78","Iowa","ahmad-wagner","https://www.sports-reference.com/cbb/players/ahmad-wagner-1.html"
"10","Josh Williams","PG","Akron, OHSt. Vincent-St. Mary High School","6'1''","175","77","Akron","josh-williams","https://www.sports-reference.com/cbb/players/josh-williams-1.html"
"11","Doug Taylor","C","Columbus, OHNorthland High School","6'8''","220","76","Ohio","doug-taylor","https://www.sports-reference.com/cbb/players/doug-taylor-1.html"
"12","Luke Knapke","C","Minster, OHMarion Local High School","6'10''","200","76","Toledo","luke-knapke","https://www.sports-reference.com/cbb/players/luke-knapke-1.html"
"13","Tony Anderson","PF","Columbus, OHGroveport Madison High School","6'8''","234","76","SE Missouri St","tony-anderson","https://www.sports-reference.com/cbb/players/tony-anderson-1.html"
"14","Jordan Dartis","SG","Newark, OHNewark High School","6'2''","180","75","Ohio","jordan-dartis","https://www.sports-reference.com/cbb/players/jordan-dartis-1.html"
"15","Devon Andrews","SG","Lorain, OHLorain High School","6'5''","195","75","Kent State","devon-andrews","https://www.sports-reference.com/cbb/players/devon-andrews-1.html"
"16","Khalil Iverson","SF","Delaware, OHRutherford B. Hayes High School","6'4''","190","69","Wisconsin","khaliliverson","https://www.sports-reference.com/cbb/players/khaliliverson-1.html"
"17","Ahmad Frost","SG","Cincinnati, OHFishburne Military School","6'1''","190","65","MD-E Shore","ahmad-frost","https://www.sports-reference.com/cbb/players/ahmad-frost-1.html"
"18","Dylan Lowry","PG","Liberty Township, OHLakota East High School","5'8''","","64","unknown","dylan-lowry","https://www.sports-reference.com/cbb/players/dylan-lowry-1.html"
"1","Shake Milton","PG","Owasso, OKOwasso High School","6'4''","190","84","SMU","shake-milton","https://www.sports-reference.com/cbb/players/shake-milton-1.html"
"2","Mamadou Amare","C","Tulsa, OKS.O.Y.L. Academy","7'0''","210","77","unknown","mamadou-amare","https://www.sports-reference.com/cbb/players/mamadou-amare-1.html"
"1","Drew Eubanks","C","Troutdale, ORReynolds High School","6'8''","215","80","Oregon St","drew-eubanks","https://www.sports-reference.com/cbb/players/drew-eubanks-1.html"
"2","Anthony Mathis","SG","West Linn, ORWest Linn High School","6'2''","170","79","New Mexico","anthony-mathis","https://www.sports-reference.com/cbb/players/anthony-mathis-1.html"
"3","Greyson Smallwood","C","Portland, ORJefferson High School","6'9''","185","79","unknown","greyson-smallwood","https://www.sports-reference.com/cbb/players/greyson-smallwood-1.html"
"4","Jazz Johnson","PG","Lake Oswego, ORLake Oswego High School","5'11''","170","67","Portland","jazz-johnson","https://www.sports-reference.com/cbb/players/jazz-johnson-1.html"
"1","Derrick Jones","SF","Philadelphia, PAArchbishop Carroll High School","6'6''","180","88","UNLV","derrick-jones","https://www.sports-reference.com/cbb/players/derrick-jones-1.html"
"2","Horace Spencer","PF","Warminster, PAFindlay College Prep","6'8''","212","85","Auburn","horace-spencer","https://www.sports-reference.com/cbb/players/horace-spencer-1.html"
"3","Mike Watkins","C","Philadelphia, PAThe Phelps School","6'8''","210","82","Penn State","mike-watkins","https://www.sports-reference.com/cbb/players/mike-watkins-1.html"
"4","Levan Alston","SG","Haverford, PAThe Haverford School","6'4''","175","81","Temple","levan-alston","https://www.sports-reference.com/cbb/players/levan-alston-1.html"
"5","Traci Carter","PG","Philadelphia, PALife Center Academy","6'0''","160","80","Marquette","traci-carter","https://www.sports-reference.com/cbb/players/traci-carter-1.html"
"6","Ernest Aflakpui","C","Radnor, PAArchbishop Carroll High School","6'10''","220","80","Temple","ernest-aflakpui","https://www.sports-reference.com/cbb/players/ernest-aflakpui-1.html"
"7","Chris Clover","SG","Natrona Heights, PASt. Joseph's Prep School","6'3''","","79","St Joseph's","chris-clover","https://www.sports-reference.com/cbb/players/chris-clover-1.html"
"8","LaMarr Kimble","PG","Philadelphia, PANeumann-Goretti High School","6'0''","175","79","St Joseph's","lamarr-kimble","https://www.sports-reference.com/cbb/players/lamarr-kimble-1.html"
"9","Tyler Kohl","SF","Pennsburg, PACoastal Academy","6'4''","210","79","unknown","tyler-kohl","https://www.sports-reference.com/cbb/players/tyler-kohl-1.html"
"10","Malik Ellison","SF","Bryn Mawr, PALife Center Academy","6'6''","175","77","St. John's","malik-ellison","https://www.sports-reference.com/cbb/players/malik-ellison-1.html"
"11","Samir Doughty","SG","Philadelphia, PAMath, Civics and Sciences Charter School","6'3''","180","76","VCU","samir-doughty","https://www.sports-reference.com/cbb/players/samir-doughty-1.html"
"12","Ahmad Gilbert","SF","Philadelphia, PAConstitution High School","6'6''","","72","Minnesota","ahmad-gilbert","https://www.sports-reference.com/cbb/players/ahmad-gilbert-1.html"
"13","Sean Lloyd","SF","Philadelphia, PAMount Zion Baptist Christian School","6'4''","185","71","S Illinois","sean-lloyd","https://www.sports-reference.com/cbb/players/sean-lloyd-1.html"
"14","Jahaad Proctor","SG","Harrisburg, PAHarrisburg High School","6'3''","175","62","unknown","jahaad-proctor","https://www.sports-reference.com/cbb/players/jahaad-proctor-1.html"
"15","Nate Sestina","PF","Emporium, PACameron County High School","6'7''","235","62","Bucknell","nate-sestina","https://www.sports-reference.com/cbb/players/nate-sestina-1.html"
"16","David Krmpotich","PF","Conshohocken, PALa Salle College High School","6'7''","","62","Colgate","david-krmpotich","https://www.sports-reference.com/cbb/players/david-krmpotich-1.html"
"17","Mustapha Traore","PF","Philadelphia, PAThe Phelps School","6'9''","","61","Monmouth","mustapha-traore","https://www.sports-reference.com/cbb/players/mustapha-traore-1.html"
"18","Vincent Eze","PF","Easton, PAPutnam Science Academy","6'8''","","61","Maine","vincent-eze","https://www.sports-reference.com/cbb/players/vincent-eze-1.html"
"19","Jule Brown","SF","Ardmore, PALower Merion High School","6'6''","","60","Pennsylvania","jule-brown","https://www.sports-reference.com/cbb/players/jule-brown-1.html"
"20","James Fives","SF","Scranton, PAThe Hill School","6'6''","215","59","Loyola (MD)","james-fives","https://www.sports-reference.com/cbb/players/james-fives-1.html"
"21","TreVaughn Wilkerson","PF","Philadelphia, PARoman Catholic High School","6'7''","180","58","Hartford","trevaughn-wilkerson","https://www.sports-reference.com/cbb/players/trevaughn-wilkerson-1.html"
"22","Gemil Holbrook","SF","Lansdowne, PARoman Catholic High School","6'5''","204","58","Rider","gemil-holbrook","https://www.sports-reference.com/cbb/players/gemil-holbrook-1.html"
"23","Devin Liggeons","SG","Philadelphia, PAImhotep Institute Charter High School","6'3''","185","58","Wagner","devin-liggeons","https://www.sports-reference.com/cbb/players/devin-liggeons-1.html"
"24","Paulius Zalys","PF","Pennsburg, PAPerkiomen School","6'7''","","57","Lafayette","paulius-zalys","https://www.sports-reference.com/cbb/players/paulius-zalys-1.html"
"25","Sam Lindgren","PF","Doylestown, PAGermantown Academy","6'6''","200","56","Colgate","sam-lindgren","https://www.sports-reference.com/cbb/players/sam-lindgren-1.html"
"1","Kealen Ives","PG","Providence, RIPutnam Science Academy","5'10''","","62","Rider","kealenives","https://www.sports-reference.com/cbb/players/kealenives-1.html"
"1","P.J. Dozier","PG","Columbia, SCSpring Valley High School","6'6''","185","90","S Carolina","pj-dozier","https://www.sports-reference.com/cbb/players/pj-dozier-1.html"
"2","Tevin Mack","SF","Columbia, SCDreher High School","6'7''","200","86","Texas","tevin-mack","https://www.sports-reference.com/cbb/players/tevin-mack-1.html"
"3","DeAndre Nathaniel","SG","Columbia, SCW. J. Keenan High School","6'2''","","75","unknown","deandre-nathaniel","https://www.sports-reference.com/cbb/players/deandre-nathaniel-1.html"
"4","Elijah Casey","SF","Columbia, SCSpring Valley High School","6'4''","","65","unknown","elijah-casey","https://www.sports-reference.com/cbb/players/elijah-casey-1.html"
"1","Skal Labissiere","C","Memphis, TNLausanne Collegiate School","6'10''","210","96","Kentucky","skal-labissiere","https://www.sports-reference.com/cbb/players/skal-labissiere-1.html"
"2","Dedric Lawson","PF","Memphis, TNHamilton High School","6'8''","195","89","Memphis","dedric-lawson","https://www.sports-reference.com/cbb/players/dedric-lawson-1.html"
"3","K.J. Lawson","SF","Memphis, TNHamilton High School","6'7''","200","86","Memphis","kj-lawson","https://www.sports-reference.com/cbb/players/kj-lawson-1.html"
"4","Lagerald Vick","SG","Memphis, TNDouglass High School","6'5''","185","85","Kansas","lagerald-vick","https://www.sports-reference.com/cbb/players/lagerald-vick-1.html"
"5","Nick Marshall","C","Lexington, TNLexington High School","6'11''","220","85","Memphis","nick-marshall","https://www.sports-reference.com/cbb/players/nick-marshall-1.html"
"6","Donte Fitzpatrick","SF","Memphis, TNSouthwind High School","6'5''","175","79","Ole Miss","donte-fitzpatrick","https://www.sports-reference.com/cbb/players/donte-fitzpatrick-1.html"
"7","Andrew Fleming","SG","Nashville, TNOak Hill Academy","6'5''","205","78","Iowa","andrew-fleming","https://www.sports-reference.com/cbb/players/andrew-fleming-1.html"
"8","Nych Smith","PG","Memphis, TNWhite Station High School","5'10''","170","77","Fordham","nych-smith","https://www.sports-reference.com/cbb/players/nych-smith-1.html"
"9","Torrie Thomas","C","Memphis, TNEast High School","6'10''","220","76","unknown","torrie-thomas","https://www.sports-reference.com/cbb/players/torrie-thomas-1.html"
"10","Justin Wertner","SG","Collierville, TNSaint George Academy","6'5''","190","75","UC Irvine","justin-wertner","https://www.sports-reference.com/cbb/players/justin-wertner-1.html"
"1","Tyler Davis","C","Plano, TXPlano West High School","6'10''","270","88","Texas A&M","tyler-davis","https://www.sports-reference.com/cbb/players/tyler-davis-1.html"
"2","Elijah Thomas","C","Lancaster, TXLancaster High School","6'9''","230","88","Texas A&M","elijah-thomas","https://www.sports-reference.com/cbb/players/elijah-thomas-1.html"
"3","Jawun Evans","PG","Dallas, TXJustin F. Kimball High School","6'0''","180","87","Oklahoma St","jawun-evans","https://www.sports-reference.com/cbb/players/jawun-evans-1.html"
"4","D.J. Hogg","SF","Plano, TXPlano West High School","6'7''","205","87","Texas A&M","dj-hogg","https://www.sports-reference.com/cbb/players/dj-hogg-1.html"
"5","King McClure","SG","Ovilla, TXTriple A Academy","6'3''","200","87","Baylor","king-mcclure","https://www.sports-reference.com/cbb/players/king-mcclure-1.html"
"6","Kerwin Roach Jr.","PG","Houston, TXNorth Shore High School","6'3''","160","86","Texas","kerwin-roachjr","https://www.sports-reference.com/cbb/players/kerwin-roachjr-1.html"
"7","Austin Grandstaff","SG","Rockwall, TXRockwall High School","6'5''","190","86","Ohio State","austin-grandstaff","https://www.sports-reference.com/cbb/players/austin-grandstaff-1.html"
"8","Admon Gilder","SG","Dallas, TXJames Madison High School","6'3''","185","85","Texas A&M","admon-gilder","https://www.sports-reference.com/cbb/players/admon-gilder-1.html"
"9","Matt McQuaid","SG","Duncanville, TXDuncanville High School","6'4''","175","85","Michigan St","matt-mcquaid","https://www.sports-reference.com/cbb/players/matt-mcquaid-1.html"
"10","Rashard Odomes","SF","Copperas Cove, TXCopperas Cove High School","6'7''","205","81","Oklahoma","rashard-odomes","https://www.sports-reference.com/cbb/players/rashard-odomes-1.html"
"11","Semir Sehic","C","Cypress, TXCypress Woods High School","6'9''","250","80","Vanderbilt","semir-sehic","https://www.sports-reference.com/cbb/players/semir-sehic-1.html"
"12","Djery Baptiste","C","Plano, TXPrestonwood Christian Academy","6'11''","250","80","Vanderbilt","djery-baptiste","https://www.sports-reference.com/cbb/players/djery-baptiste-1.html"
"13","Dante Williams","C","Dallas, TXBowie High School","6'11''","255","80","Kansas St","dante-williams","https://www.sports-reference.com/cbb/players/dante-williams-1.html"
"14","Chris Harris","C","Houston, TXMadison High School","6'9''","200","80","Houston","chris-harris","https://www.sports-reference.com/cbb/players/chris-harris-1.html"
"15","Paul Thomas","PF","Houston, TXSummer Creek High School","6'8''","190","80","UTEP","paul-thomas","https://www.sports-reference.com/cbb/players/paul-thomas-1.html"
"16","Christian James","SF","Houston, TXBellaire High School","6'4''","205","80","Oklahoma","christian-james","https://www.sports-reference.com/cbb/players/christian-james-1.html"
"17","Mickey Mitchell","SF","Plano, TXPlano West High School","6'7''","220","80","Ohio State","mickey-mitchell","https://www.sports-reference.com/cbb/players/mickey-mitchell-1.html"
"18","Wendell Mitchell","SG","Rockdale, TXRockdale High School","6'3''","175","79","Baylor","wendell-mitchell","https://www.sports-reference.com/cbb/players/wendell-mitchell-1.html"
"19","Jalon Miller","SF","Dallas, TXSeagoville High School","6'8''","215","79","TCU","jalon-miller","https://www.sports-reference.com/cbb/players/jalon-miller-1.html"
"20","E'Torrion Wilridge","SF","Beaumont, TXCentral High School","6'7''","200","79","Georgia","etorrion-wilridge","https://www.sports-reference.com/cbb/players/etorrion-wilridge-1.html"
"21","Marquez Letcher-Ellis","SF","Houston, TXMontverde Academy","6'7''","205","78","Rice","marquez-letcher-ellis","https://www.sports-reference.com/cbb/players/marquez-letcher-ellis-1.html"
"22","Rickey Brice","C","Dallas, TXPantego Christian Academy","7'0''","260","78","North Texas","rickey-brice","https://www.sports-reference.com/cbb/players/rickey-brice-1.html"
"23","Jarrey Foster","SF","Houston, TXNorth Shore High School","6'4''","180","78","SMU","jarrey-foster","https://www.sports-reference.com/cbb/players/jarrey-foster-1.html"
"24","Jordan Jackson","SG","Houston, TXSt. Pius X High School","6'3''","175","78","Texas Tech","jordan-jackson","https://www.sports-reference.com/cbb/players/jordan-jackson-1.html"
"25","C.J. Simmons","SG","Houston, TXWestbury Christian High School","6'2''","160","78","unknown","cj-simmons","https://www.sports-reference.com/cbb/players/cj-simmons-1.html"
"26","Tyler Williams","SG","Plano, TXHebron High School","6'4''","180","78","San Diego","tyler-williams","https://www.sports-reference.com/cbb/players/tyler-williams-1.html"
"27","Jordan Hunter","SG","Beaumont, TXOzen High School","5'11''","160","78","New Mexico","jordan-hunter","https://www.sports-reference.com/cbb/players/jordan-hunter-1.html"
"28","Jordan Murphy","SF","San Antonio, TXWilliam J. Brennan High School","6'7''","220","77","Minnesota","jordan-murphy","https://www.sports-reference.com/cbb/players/jordan-murphy-1.html"
"29","JoJo Anderson","PG","Houston, TX22ft Academy","6'3''","160","75","unknown","jojo-anderson","https://www.sports-reference.com/cbb/players/jojo-anderson-1.html"
"30","Carver Hardy","PG","Texas City, TXTexas City High School","5'11''","165","75","unknown","carver-hardy","https://www.sports-reference.com/cbb/players/carver-hardy-1.html"
"31","Jesse Pistokache","SG","Mission, TXJohnson Ferry Christian Academy","6'3''","","75","Richmond","jesse-pistokache","https://www.sports-reference.com/cbb/players/jesse-pistokache-1.html"
"32","Jared Evans","SF","Houston, TXClear Springs High School","6'2''","200","75","unknown","jared-evans","https://www.sports-reference.com/cbb/players/jared-evans-1.html"
"33","Kyle Brown","PG","Houston, TXRidge Point High School","5'11''","165","75","Texas A&M-CC","kyle-brown","https://www.sports-reference.com/cbb/players/kyle-brown-1.html"
"34","Curtlon Wesley","PF","Houston, TXBellaire High School","6'4''","190","75","unknown","curtlon-wesley","https://www.sports-reference.com/cbb/players/curtlon-wesley-1.html"
"35","Grant Troutt","PG","Dallas, TXEpiscopal School of Dallas","6'2''","190","70","UC Santa Barbara","grant-troutt","https://www.sports-reference.com/cbb/players/grant-troutt-1.html"
"36","Charles Simmons","SG","Houston, TXWestbury Christian High School","6'0''","160","70","unknown","charles-simmons","https://www.sports-reference.com/cbb/players/charles-simmons-1.html"
"37","Dorian Chatman","SF","Port Arthur, TXMemorial High School","6'6''","200","69","Lamar","dorian-chatman","https://www.sports-reference.com/cbb/players/dorian-chatman-1.html"
"38","Soso Jamabo","SG","Plano, TXPlano West High School","6'2''","206","69","unknown","soso-jamabo","https://www.sports-reference.com/cbb/players/soso-jamabo-1.html"
"39","Hassan Thomas","PF","Plano, TXWoodrow Wilson High School","6'7''","200","65","UIC","hassan-thomas","https://www.sports-reference.com/cbb/players/hassan-thomas-1.html"
"1","Jesse Wade","PG","Kaysville, UTDavis High School","6'1''","175","80","Gonzaga","jesse-wade","https://www.sports-reference.com/cbb/players/jesse-wade-1.html"
"2","Makol Mawien","C","West Valley City, UTGranger High School","6'9''","215","77","Utah","makol-mawien","https://www.sports-reference.com/cbb/players/makol-mawien-1.html"
"3","Jake Lindsey","PG","Sandy, UTOlympus High School","6'5''","190","75","Baylor","jake-lindsey","https://www.sports-reference.com/cbb/players/jake-lindsey-1.html"
"4","Zac Seljaas","SF","Bountiful, UTBountiful High School","6'7''","210","75","BYU","zac-seljaas","https://www.sports-reference.com/cbb/players/zac-seljaas-1.html"
"5","Noah Togiai","SF","West Valley City, UTHunter High School","6'5''","215","75","Oregon St","noah-togiai","https://www.sports-reference.com/cbb/players/noah-togiai-1.html"
"6","Brock Miller","SG","Salt Lake City, UTBrighton High School","6'5''","190","70","Utah State","brock-miller","https://www.sports-reference.com/cbb/players/brock-miller-1.html"
"7","Jarriesse Blackmon","PF","Layton, UTLayton High School","6'6''","210","65","UC Santa Barbara","jarriesse-blackmon","https://www.sports-reference.com/cbb/players/jarriesse-blackmon-1.html"
"8","Brayden Holker","PF","Saratoga Springs, UTWestlake High School","6'8''","215","65","S Utah","brayden-holker","https://www.sports-reference.com/cbb/players/brayden-holker-1.html"
"9","Tyler Brimhall","SG","Logan, UTLogan High School","6'4''","185","62","unknown","tyler-brimhall","https://www.sports-reference.com/cbb/players/tyler-brimhall-1.html"
"10","Richard Harward","C","Orem, UTOrem High School","6'9''","255","62","Utah Valley","richard-harward","https://www.sports-reference.com/cbb/players/richard-harward-1.html"
"11","Dave Maynard","SG","Herriman, UTHerriman High School","6'4''","185","60","Colgate","dave-maynard","https://www.sports-reference.com/cbb/players/dave-maynard-1.html"
"12","Riley Court","SF","Pleasant Grove, UTPleasant Grove High School","6'4''","190","60","Weber State","riley-court","https://www.sports-reference.com/cbb/players/riley-court-1.html"
"1","Chris Clarke","SF","Virginia Beach, VACape Henry Collegiate School","6'6''","190","85","Virginia Tech","chris-clarke","https://www.sports-reference.com/cbb/players/chris-clarke-1.html"
"2","Josh Reaves","SG","Fairfax, VAOak Hill Academy","6'4''","185","84","Penn State","josh-reaves","https://www.sports-reference.com/cbb/players/josh-reaves-1.html"
"3","Kenny Williams","SG","Chesterfield, VALloyd C. Bird High School","6'3''","175","83","N Carolina","kenny-williams","https://www.sports-reference.com/cbb/players/kenny-williams-1.html"
"4","Marcus Derrickson","PF","Fairfax, VABrewster Academy","6'7''","250","82","Georgetown","marcus-derrickson","https://www.sports-reference.com/cbb/players/marcus-derrickson-1.html"
"5","Kaleb Johnson","SF","Martinsville, VACarlisle School","6'6''","185","81","Georgetown","kaleb-johnson","https://www.sports-reference.com/cbb/players/kaleb-johnson-1.html"
"6","Justin Robinson","PG","Manassas, VASt. James School","6'1''","178","80","Virginia Tech","justin-robinson","https://www.sports-reference.com/cbb/players/justin-robinson-1.html"
"7","Sam Miller","PF","Arlington, VAGonzaga College High School","6'7''","215","78","Dayton","sam-miller","https://www.sports-reference.com/cbb/players/sam-miller-1.html"
"8","Delante Jones","SF","Lynchburg, VAVirginia Episcopal School","6'6''","190","75","American","delante-jones","https://www.sports-reference.com/cbb/players/delante-jones-1.html"
"9","Brandon Kamga","SF","Reston, VASouth Lakes High School","6'5''","210","67","Northeastern","brandon-kamga","https://www.sports-reference.com/cbb/players/brandon-kamga-1.html"
"10","Marcus Evans","PG","Virginia Beach, VACape Henry Collegiate School","6'2''","185","66","Rice","marcus-evans","https://www.sports-reference.com/cbb/players/marcus-evans-1.html"
"11","Collin Goss","PF","Manassas, VASt. Stephen's & St. Agnes School","6'10''","215","65","G. Washington","collin-goss","https://www.sports-reference.com/cbb/players/collin-goss-1.html"
"12","Kevin Roland","SF","Amelia Court House, VAAmelia Academy","6'2''","","61","James Madison","kevin-roland","https://www.sports-reference.com/cbb/players/kevin-roland-1.html"
"13","Adam Pickett","PG","Shipman, VAStuart Hall School","6'1''","175","59","Winthrop","adam-pickett","https://www.sports-reference.com/cbb/players/adam-pickett-1.html"
"14","Eric Bowles","PG","Fairfax, VAW. T. Woodson High School","5'11''","165","58","Cent Connecticut","eric-bowles","https://www.sports-reference.com/cbb/players/eric-bowles-1.html"
"15","Jamaal King","PG","Arlington, VABishop O'Connell High School","5'8''","150","57","St. Francis (PA)","jamaal-king","https://www.sports-reference.com/cbb/players/jamaal-king-1.html"
"1","Allonzo Trier","SG","Seattle, WAFindlay College Prep","6'4''","190","90","Arizona","allonzo-trier","https://www.sports-reference.com/cbb/players/allonzo-trier-1.html"
"2","Dejounte Murray","SG","Seattle, WARainier Beach High School","6'5''","175","86","Washington","dejounte-murray","https://www.sports-reference.com/cbb/players/dejounte-murray-1.html"
"3","Matisse Thybulle","SF","Sammamish, WAEastside Catholic High School","6'6''","185","80","Washington","matisse-thybulle","https://www.sports-reference.com/cbb/players/matisse-thybulle-1.html"
"4","Mandrell Worthy","SG","Sammamish, WAEastside Catholic High School","6'2''","180","73","Montana St","mandrell-worthy","https://www.sports-reference.com/cbb/players/mandrell-worthy-1.html"
"5","Dominic Green","SF","Renton, WAHazen High School","6'6''","175","72","Washington","dominic-green","https://www.sports-reference.com/cbb/players/dominic-green-1.html"
"6","Robert Franks","C","Vancouver, WAEvergreen High School","6'7''","175","69","Washington St","robert-franks","https://www.sports-reference.com/cbb/players/robert-franks-1.html"
"7","Kyle Foreman","PG","Clyde Hill, WABellevue High School","6'1''","155","69","Boston U","kyle-foreman","https://www.sports-reference.com/cbb/players/kyle-foreman-1.html"
"8","Hank Hollingsworth","C","Chelan, WAChelan High School","6'10''","220","67","Cal Poly","hank-hollingsworth","https://www.sports-reference.com/cbb/players/hank-hollingsworth-1.html"
"9","Scott Hastings","PF","Lynden, WALynden High School","6'7''","210","65","unknown","scott-hastings","https://www.sports-reference.com/cbb/players/scott-hastings-1.html"
"10","Vionte Daniels","SG","Federal Way, WAFederal Way High School","6'1''","160","63","Washington St","vionte-daniels","https://www.sports-reference.com/cbb/players/vionte-daniels-1.html"
"11","Shadeed Shabazz","SG","Seattle, WARainier Beach High School","6'1''","150","62","unknown","shadeed-shabazz","https://www.sports-reference.com/cbb/players/shadeed-shabazz-1.html"
"12","Cameron Haslam","PG","Seattle, WARoosevelt High School","6'2''","165","60","unknown","cameron-haslam","https://www.sports-reference.com/cbb/players/cameron-haslam-1.html"
"13","Kadeem Strickland","PG","NA, NAThomas Jefferson High School","5'8''","155","59","unknown","kadeem-strickland","https://www.sports-reference.com/cbb/players/kadeem-strickland-1.html"
"14","Jordan Kitchen","PF","Seattle, WASeattle Prep","6'6''","175","59","unknown","jordan-kitchen","https://www.sports-reference.com/cbb/players/jordan-kitchen-1.html"
"1","Ted Kapita","PF","Huntington, WVHuntington Prep","6'8''","235","85","unknown","ted-kapita","https://www.sports-reference.com/cbb/players/ted-kapita-1.html"
"1","Henry Ellenson","PF","Rice Lake, WIRice Lake High School","6'10''","230","96","Marquette","henry-ellenson","https://www.sports-reference.com/cbb/players/henry-ellenson-1.html"
"2","Diamond Stone","C","Milwaukee, WIDominican High School","6'10''","250","95","Maryland","diamond-stone","https://www.sports-reference.com/cbb/players/diamond-stone-1.html"
"3","Nick Noskowiak","PG","Sun Prairie, WISun Prairie High School","6'2''","180","84","Iowa State","nick-noskowiak","https://www.sports-reference.com/cbb/players/nick-noskowiak-1.html"
"4","Matt Heldt","C","Neenah, WINeenah High School","6'10''","210","80","Marquette","matt-heldt","https://www.sports-reference.com/cbb/players/matt-heldt-1.html"
"5","Brevin Pritzl","SG","De Pere, WIDe Pere High School","6'3''","185","80","Wisconsin","brevin-pritzl","https://www.sports-reference.com/cbb/players/brevin-pritzl-1.html"
"6","Cody Schwartz","PF","De Pere, WIWest De Pere High School","6'7''","180","80","San José St","cody-schwartz","https://www.sports-reference.com/cbb/players/cody-schwartz-1.html"
"7","Jaylen Key","PF","Milwaukee, WIHomestead High School","6'6''","210","79","N Illinois","jaylen-key","https://www.sports-reference.com/cbb/players/jaylen-key-1.html"
"8","Damontrae Jefferson","PG","Milwaukee, WIBelieve Prep Academy","5'7''","150","75","Texas South","damontrae-jefferson","https://www.sports-reference.com/cbb/players/damontrae-jefferson-1.html"
"9","Brandon Key","PG","Milwaukee, WIMilwaukee Hamilton High School","5'9''","","75","unknown","brandon-key","https://www.sports-reference.com/cbb/players/brandon-key-1.html"
