"National.Ranking","Name","Position","Hometown.High.School","Height","Weight","Rating","School","player.id","bball.ref.link.espn","link","Name","Position","Height.Weight","Hometown","High.School","College"
21,"Matt Milon","SG","Oviedo, FLOviedo High School","6'4''",180,79,"Boston College","matt-milon","https://www.sports-reference.com/cbb/players/matt-milon-1.html","https://www.sports-reference.com/cbb/players/matt-milon-1.html","Matt Milon","        Guard  ","6-5, 195lb (196cm, 88kg) ","   Oviedo, FL","   Oviedo HS","Schools: Boston College and William & Mary"
22,"Chance McSpadden","SG","Winter Haven, FLWinter Haven High School","6'3''",175,78,"UCF","chance-mcspadden","https://www.sports-reference.com/cbb/players/chance-mcspadden-1.html","https://www.sports-reference.com/cbb/players/chance-mcspadden-1.html","Chance McSpadden","        Guard  ","6-4, 185lb (193cm, 83kg) ","   Winter Haven, FL","   Winter Haven HS","UCF"
24,"Derric Jean","SG","Hollywood, FLMcArthur High School","6'1''",165,78,"Louisiana Tech","derric-jean","https://www.sports-reference.com/cbb/players/derric-jean-1.html","https://www.sports-reference.com/cbb/players/derric-jean-1.html","Derric Jean","        Guard  ","6-2, 190lb (188cm, 86kg) ","   Miami, FL","   McArthur HS","Louisiana Tech"
25,"Antonio Vrankovic","C","Fort Lauderdale, FLPine Crest High School","6'9''",NA,77,"Duke","antonio-vrankovic","https://www.sports-reference.com/cbb/players/antonio-vrankovic-1.html","https://www.sports-reference.com/cbb/players/antonio-vrankovic-1.html","Antonio Vrankovic","        Center  ","7-0, 269lb (213cm, 122kg) ","   Zagreb, Croatia","   Pine Crest HS","Duke"
27,"Chad Brown","C","Deltona, FLDeltona High School","6'8''",225,77,"UCF","chad-brown","https://www.sports-reference.com/cbb/players/chad-brown-1.html","https://www.sports-reference.com/cbb/players/chad-brown-1.html","Chad Brown","        Forward-Guard  ","6-9, 245lb (206cm, 111kg) ","   Deltona, FL","   Deltona HS","UCF"
29,"Malik Maitland","PG","Daytona Beach, FLFather Lopez High School","5'11''",170,76,"Morehead St","malik-maitland","https://www.sports-reference.com/cbb/players/malik-maitland-1.html","https://www.sports-reference.com/cbb/players/malik-maitland-1.html","Malik Maitland","        Guard  ","5-9, 171lb (175cm, 77kg) ","   Daytona Beach, FL","   Father Lopez Catholic","Schools: Morehead State and Bethune-Cookman"
30,"C.J. Williamson Jr.","PG","Orlando, FLMaynard Evans High School","6'6''",200,76,"Texas Tech","cj-williamsonjr","https://www.sports-reference.com/cbb/players/cj-williamsonjr-1.html","https://www.sports-reference.com/cbb/players/cj-williamson-1.html","C.J. Williamson","        Guard  ","6-6, 200lb (198cm, 90kg) ","   Orlando, FL","   Evans HS","Schools: Texas Tech and Kent State"
31,"Barry Brown","SG","Saint Petersburg, FLGibbs High School","6'2''",180,76,"Kansas St","barry-brown","https://www.sports-reference.com/cbb/players/barry-brown-1.html","https://www.sports-reference.com/cbb/players/barry-brown-1.html","Barry Brown","        Guard  ","6-3, 195lb (190cm, 88kg) ","   Saint Petersburg, FL","   Gibbs HS","Kansas State"
34,"Michael Stones","PG","Orlando, FLWindermere Prep","6'1''",170,70,"Dartmouth","michael-stones","https://www.sports-reference.com/cbb/players/michael-stones-1.html","https://www.sports-reference.com/cbb/players/michael-stones-1.html","Michael Stones","        Guard  ","6-2, 170lb (188cm, 77kg) ","   Orlando, FL","   Windermere Prep (FL)","Dartmouth"
36,"Julius Johnson","SG","Cocoa, FLFlorida Air Academy","6'3''",180,69,"Richmond","julius-johnson","https://www.sports-reference.com/cbb/players/julius-johnson-1.html","https://www.sports-reference.com/cbb/players/julius-johnson-1.html","Julius Johnson","        Guard  ","6-3, 200lb (190cm, 90kg) ","   Cocoa, FL","   Florida Air Academy","Richmond"
39,"Sajon Ford","PF","Saint Petersburg, FLGibbs High School","6'9''",190,65,"Northeastern","sajon-ford","https://www.sports-reference.com/cbb/players/sajon-ford-1.html","https://www.sports-reference.com/cbb/players/sajon-ford-1.html","Sajon Ford","        Forward  ","6-11, 215lb (211cm, 97kg) ","   Saint Petersburg, FL","   Gibbs HS","Northeastern"
42,"Mark Matthews","SG","Fort Myers, FLFort Myers High School","6'5''",210,63,"UNC Wilmington","mark-matthews","https://www.sports-reference.com/cbb/players/mark-matthews-1.html","https://www.sports-reference.com/cbb/players/mark-matthews-2.html","Mark Matthews","        Guard  ","6-6, 210lb (198cm, 95kg) ","   Fort Myers, FL","   Fort Myers HS","UNC Wilmington"
1,"Jaylen Brown","SF","Alpharetta, GAWheeler High School","6'7''",220,96,"California","jaylen-brown","https://www.sports-reference.com/cbb/players/jaylen-brown-1.html","https://www.sports-reference.com/cbb/players/jaylen-brown-1.html","Jaylen Brown","        Forward  ","6-7, 225lb (201cm, 102kg) ","   Marietta, GA","   Wheeler HS","California"
2,"Malik Beasley","SG","Atlanta, GASt. Francis High School","6'4''",185,88,"Florida St","malik-beasley","https://www.sports-reference.com/cbb/players/malik-beasley-1.html","https://www.sports-reference.com/cbb/players/malik-beasley-1.html","Malik Beasley","        Guard  ","6-5, 190lb (196cm, 86kg) ","   Alpharetta, GA","   St. Francis (GA)","Florida State"
3,"Noah Dickerson","PF","Atlanta, GAMontverde Academy","6'8''",237,85,"Washington","noah-dickerson","https://www.sports-reference.com/cbb/players/noah-dickerson-1.html","https://www.sports-reference.com/cbb/players/noah-dickerson-1.html","Noah Dickerson","        Forward  ","6-8, 245lb (203cm, 111kg) ","   Atlanta, GA","   Montverde Academy (FL)","Washington"
4,"Daniel Giddens","C","Marietta, GAOak Hill Academy","6'10''",240,85,"Ohio State","daniel-giddens","https://www.sports-reference.com/cbb/players/daniel-giddens-1.html","https://www.sports-reference.com/cbb/players/daniel-giddens-1.html","Daniel Giddens","        Forward-Center  ","6-11, 247lb (211cm, 112kg) ","   Mableton, GA","   Oak Hill Academy","Schools: Ohio State and Alabama"
5,"Doral Moore","C","Locust Grove, GAMontverde Academy","7'0''",215,85,"Wake Forest","doral-moore","https://www.sports-reference.com/cbb/players/doral-moore-1.html","https://www.sports-reference.com/cbb/players/doral-moore-1.html","Doral Moore","        Center  ","7-1, 250lb (216cm, 113kg) ","   Locust Grove, GA","   Montverde Academy","Wake Forest"
7,"Kaiser Gates","PF","Alpharetta, GASt. Francis High School","6'8''",185,80,"Xavier","kaiser-gates","https://www.sports-reference.com/cbb/players/kaiser-gates-1.html","https://www.sports-reference.com/cbb/players/kaiser-gates-1.html","Kaiser Gates","        Forward  ","6-8, 205lb (203cm, 92kg) ","   Alpharetta, GA","   St. Francis HS","Xavier"
9,"Derek Ogbeide","C","Mableton, GAPebblebrook High School","6'9''",235,80,"Georgia","derek-ogbeide","https://www.sports-reference.com/cbb/players/derek-ogbeide-1.html","https://www.sports-reference.com/cbb/players/derek-ogbeide-1.html","Derek Ogbeide","        Forward  ","6-9, 250lb (206cm, 113kg) ","   Lagos, Nigeria","   Pebblebrook HS","Georgia"
10,"Ty Hudson","PG","Sandy Springs, GAPebblebrook High School","6'1''",185,80,"Clemson","ty-hudson","https://www.sports-reference.com/cbb/players/ty-hudson-1.html","https://www.sports-reference.com/cbb/players/ty-hudson-1.html","Ty Hudson","        Guard  ","6-1, 200lb (185cm, 90kg) ","   Baton Rouge, LA","   Pebblebrook HS","Schools: Clemson and Jacksonville State"
11,"Tookie Brown","PG","Madison, GAMorgan County High School","5'11''",180,80,"Georgia South","tookie-brown","https://www.sports-reference.com/cbb/players/tookie-brown-1.html","https://www.sports-reference.com/cbb/players/tookie-brown-1.html","Tookie Brown","        Guard  ","5-11, 180lb (180cm, 81kg) ","   Madison, GA","   Morgan County","Georgia Southern"
12,"Terrence Phillips","PG","College Park, GAOak Hill Academy","5'11''",170,79,"Missouri","terrence-phillips","https://www.sports-reference.com/cbb/players/terrence-phillips-1.html","https://www.sports-reference.com/cbb/players/terrence-phillips-1.html","Terrence Phillips","        Guard  ","5-11, 170lb (180cm, 77kg) ","   Orange County, CA","   Oak Hill (VA)","Missouri"
14,"Marcus Sheffield","SF","Alpharetta, GAChattahoochee High School","6'5''",180,79,"Stanford","marcus-sheffield","https://www.sports-reference.com/cbb/players/marcus-sheffield-1.html","https://www.sports-reference.com/cbb/players/marcus-sheffield-1.html","Marcus Sheffield","        Guard  ","6-5, 180lb (196cm, 81kg) ","   Alpharetta, GA","   Chattahoochee HS","Stanford"
15,"Tre Scott","SF","Darien, GAMcIntosh County Academy","6'7''",200,78,"Cincinnati","tre-scott","https://www.sports-reference.com/cbb/players/tre-scott-1.html","https://www.sports-reference.com/cbb/players/tre-scott-1.html","Tre Scott","        Forward  ","6-8, 225lb (203cm, 102kg) ","   Darien, GA","   McIntosh County Academy","Cincinnati"
16,"Bryce Brown","SG","Decatur, GATucker High School","6'2''",183,78,"Auburn","bryce-brown","https://www.sports-reference.com/cbb/players/bryce-brown-1.html","https://www.sports-reference.com/cbb/players/bryce-brown-1.html","Bryce Brown","        Guard  ","6-3, 198lb (190cm, 89kg) ","   Stone Mountain, GA","   Tucker HS","Auburn"
17,"Justin Ravenel","PG","Decatur, GAGreenforest Christian Academy","6'3''",175,77,"Florida A&M","justin-ravenel","https://www.sports-reference.com/cbb/players/justin-ravenel-1.html","https://www.sports-reference.com/cbb/players/justin-ravenel-1.html","Justin Ravenel","        Guard  ","6-1, 185lb (185cm, 83kg) ","   Lithonia, GA","   Green Forest Academy","Florida A&M"
24,"Shembari Phillips","SG","Tucker, GAWheeler High School","6'4''",185,75,"Tennessee","shembari-phillips","https://www.sports-reference.com/cbb/players/shembari-phillips-1.html","https://www.sports-reference.com/cbb/players/shembari-phillips-1.html","Shembari Phillips","        Guard  ","6-3, 202lb (190cm, 91kg) ","   Atlanta, GA","   Wheeler HS","Schools: Tennessee and Georgia Tech"
1,"Malek Harwell","PG","Pocatello, IDCentury High School","6'3''",175,75,"Boise State","malek-harwell","https://www.sports-reference.com/cbb/players/malek-harwell-1.html","https://www.sports-reference.com/cbb/players/malek-harwell-1.html","Malek Harwell","        Guard  ","6-5, 188lb (196cm, 85kg) ","   Pocatello, ID","   Century HS","Boise State"
1,"Jalen Brunson","PG","Lincolnshire, ILAdlai E. Stevenson High School","6'1''",180,90,"Villanova","jalen-brunson","https://www.sports-reference.com/cbb/players/jalen-brunson-1.html","https://www.sports-reference.com/cbb/players/jalen-brunson-1.html","Jalen Brunson","        Guard  ","6-3, 199lb (190cm, 90kg) ","   Lincolnshire, IL","   Adlai Stevenson HS","Villanova"
2,"Charles Matthews","SG","Chicago, ILSaint Rita High School","6'5''",175,87,"Kentucky","charles-matthews","https://www.sports-reference.com/cbb/players/charles-matthews-1.html","https://www.sports-reference.com/cbb/players/charles-matthews-1.html","Charles Matthews","        Guard  ","6-6, 205lb (198cm, 92kg) ","   Chicago, IL","   St. rita HS","Schools: Kentucky and Michigan"
4,"D.J. Williams","SF","Chicago, ILSimeon Career Academy","6'7''",202,85,"Illinois","dj-williams","https://www.sports-reference.com/cbb/players/dj-williams-1.html","https://www.sports-reference.com/cbb/players/dj-williams-1.html","D.J. Williams","        Guard  ","6-7, 215lb (201cm, 97kg) ","   Chicago, IL","   Simeon HS","Schools: Illinois and George Washington"
5,"Glynn Watson","PG","Westchester, ILSaint Joseph High School","5'11''",160,84,"Nebraska","glynn-watson","https://www.sports-reference.com/cbb/players/glynn-watson-1.html","https://www.sports-reference.com/cbb/players/glynn-watsonjr-1.html","Glynn Watson Jr.","        Guard  ","6-0, 180lb (183cm, 81kg) ","   Bellwood, IL","   St. Joseph HS","Nebraska"
7,"Luwane Pipkins","PG","Chicago, ILBogan High School","5'11''",160,80,"UMass","luwane-pipkins","https://www.sports-reference.com/cbb/players/luwane-pipkins-1.html","https://www.sports-reference.com/cbb/players/luwane-pipkins-1.html","Luwane Pipkins","        Guard  ","5-11, 180lb (180cm, 81kg) ","   Chicago, IL","   Bogan HS","UMass"
9,"Aaron Jordan","SG","Plainfield, ILPlainfield East High School","6'4''",170,80,"Illinois","aaron-jordan","https://www.sports-reference.com/cbb/players/aaron-jordan-1.html","https://www.sports-reference.com/cbb/players/aaron-jordan-1.html","Aaron Jordan","        Guard  ","6-5, 210lb (196cm, 95kg) ","   Plainfield, IL","   Plainfield East HS","Illinois"
10,"Isaiah Moss","SF","Chicago, ILSimeon Career Academy","6'5''",175,80,"Iowa","isaiah-moss","https://www.sports-reference.com/cbb/players/isaiah-moss-1.html","https://www.sports-reference.com/cbb/players/isaiah-moss-1.html","Isaiah Moss","        Guard  ","6-5, 208lb (196cm, 94kg) ","   Chicago, IL","   Simeon HS","Iowa"
11,"Prentiss Nixon","PG","Bolingbrook, ILBolingbrook High School","6'1''",170,79,"Colorado St","prentiss-nixon","https://www.sports-reference.com/cbb/players/prentiss-nixon-1.html","https://www.sports-reference.com/cbb/players/prentiss-nixon-1.html","Prentiss Nixon","        Guard  ","6-2, 189lb (188cm, 85kg) ","   Bolingbrook, IL","   Bolingbrook HS","Schools: Colorado State and Iowa State"
12,"Evan Boudreaux","PF","Lake Forest, ILLake Forest High School","6'8''",220,79,"Dartmouth","evan-boudreaux","https://www.sports-reference.com/cbb/players/evan-boudreaux-1.html","https://www.sports-reference.com/cbb/players/evan-boudreaux-1.html","Evan Boudreaux","        Forward  ","6-8, 220lb (203cm, 99kg) ","   Lake Forest, IL","   Lake Forest High School","Schools: Dartmouth and Purdue"
13,"Tyler Hall","SG","Rock Island, ILRock Island High School","6'3''",185,78,"Montana St","tyler-hall","https://www.sports-reference.com/cbb/players/tyler-hall-1.html","https://www.sports-reference.com/cbb/players/tyler-hall-2.html","Tyler Hall","        Guard  ","6-5, 210lb (196cm, 95kg) ","   Rock Island, IL","   Rock Island HS","Montana State"
14,"Jordan Ash","SG","Westchester, ILSaint Joseph High School","6'2''",185,78,"Northwestern","jordan-ash","https://www.sports-reference.com/cbb/players/jordan-ash-1.html","https://www.sports-reference.com/cbb/players/jordan-ash-1.html","Jordan Ash","        Guard  ","6-3, 200lb (190cm, 90kg) ","   Bolingbrook, IL","   St. Joseph HS","Northwestern"
15,"Brandon Hutton","SF","Chicago, ILDe La Salle Institute","6'6''",205,78,"Iowa","brandon-hutton","https://www.sports-reference.com/cbb/players/brandon-hutton-1.html","https://www.sports-reference.com/cbb/players/brandon-hutton-1.html","Brandon Hutton","        Forward  ","6-6, 210lb (198cm, 95kg) ","   Chicago, IL","   De La Salle HS","Iowa"
16,"Kain Harris","SG","Chicago, ILSaint Rita High School","6'4''",210,77,"Tulane","kain-harris","https://www.sports-reference.com/cbb/players/kain-harris-1.html","https://www.sports-reference.com/cbb/players/kain-harris-1.html","Kain Harris","        Guard  ","6-4, 200lb (193cm, 90kg) ","   Chicago, IL","   St. Rita of Cascia HS","Schools: Tulane and Kent State"
17,"Myles Carter","PF","Chicago, ILSaint Rita High School","6'8''",221,76,"Seton Hall","myles-carter","https://www.sports-reference.com/cbb/players/myles-carter-1.html","https://www.sports-reference.com/cbb/players/myles-carter-1.html","Myles Carter","        Forward  ","6-9, 230lb (206cm, 104kg) ","   Chicago, IL","   St. Rita's HS","Schools: Seton Hall and Seattle"
18,"Admiral Schofield","SF","Zion, ILZion-Benton High School","6'6''",220,75,"Tennessee","admiral-schofield","https://www.sports-reference.com/cbb/players/admiral-schofield-1.html","https://www.sports-reference.com/cbb/players/admiral-schofield-1.html","Admiral Schofield","        Guard-Forward  ","6-6, 241lb (198cm, 109kg) ","   Zion, IL","   Zion-Benton TownshiP HS","Tennessee"
1,"Caleb Swanigan","C","Fort Wayne, INHomestead High School","6'8''",275,94,"Purdue","caleb-swanigan","https://www.sports-reference.com/cbb/players/caleb-swanigan-1.html","https://www.sports-reference.com/cbb/players/caleb-swanigan-1.html","Caleb Swanigan","        Forward  ","6-9, 260lb (206cm, 117kg) ","   Fort Wayne, IN","   Homestead HS","Purdue"
3,"Davon Dillard","SF","Gary, INOur Savior New American School","6'5''",205,80,"Oklahoma State","davon-dillard","https://www.sports-reference.com/cbb/players/davon-dillard-1.html","https://www.sports-reference.com/cbb/players/davon-dillard-1.html","Davon Dillard","        Guard  ","6-5, 215lb (196cm, 97kg) ","   Gary, IN","   Our Savior New American School","Oklahoma State"
4,"Ryan Fazekas","PF","Michigan City, INMarquette Catholic High School","6'7''",180,80,"Providence","ryan-fazekas","https://www.sports-reference.com/cbb/players/ryan-fazekas-1.html","https://www.sports-reference.com/cbb/players/ryan-fazekas-1.html","Ryan Fazekas","        Guard  ","6-7, 200lb (201cm, 90kg) ","   Chesterton, IN","   Marquette Catholic HS","Schools: Providence and Valparaiso"
6,"Ryan Cline","SG","Carmel, INCarmel High School","6'5''",180,80,"Purdue","ryan-cline","https://www.sports-reference.com/cbb/players/ryan-cline-1.html","https://www.sports-reference.com/cbb/players/ryan-cline-1.html","Ryan Cline","        Guard  ","6-6, 195lb (198cm, 88kg) ","   Carmel, IN","   Carmel HS","Purdue"
7,"Tahjai Teague","PF","Indianapolis, INPike High School","6'8''",175,80,"Ball State","tahjai-teague","https://www.sports-reference.com/cbb/players/tahjai-teague-1.html","https://www.sports-reference.com/cbb/players/tahjai-teague-1.html","Tahjai Teague","        Forward  ","6-8, 215lb (203cm, 97kg) ","   Indianapolis, IN","   Pike High School","Ball State"
8,"K.J. Walton","SG","Brownsburg, INBrownsburg High School","6'3''",175,79,"Missouri","kj-walton","https://www.sports-reference.com/cbb/players/kj-walton-1.html","https://www.sports-reference.com/cbb/players/kj-walton-1.html","K.J. Walton","        Guard  ","6-3, 200lb (190cm, 90kg) ","   Indianapolis, IN","   Brownsburg HS","Schools: Missouri and Ball State"
9,"Matt Holba","SF","Noblesville, INSaint Theodore Guerin Catholic","6'7''",200,78,"Lehigh","matt-holba","https://www.sports-reference.com/cbb/players/matt-holba-1.html","https://www.sports-reference.com/cbb/players/matt-holba-1.html","Matt Holba","        Forward  ","6-7, 225lb (201cm, 102kg) ","   Noblesville, IN","   St. Theodore Guerin High School","Schools: Lehigh and Purdue-Fort Wayne"
10,"Joel Okafor","PG","Richmond, INRichmond Senior High School","5'11''",175,77,"Bradley","joel-okafor","https://www.sports-reference.com/cbb/players/joel-okafor-1.html","https://www.sports-reference.com/cbb/players/joel-okafor-1.html","Joel Okafor","        Guard  ","5-11, 202lb (180cm, 91kg) ","   Richmond, IN","   Richmond HS","Bradley"
11,"Derrik Smits","C","Zionsville, INZionsville Community High School","6'10''",200,77,"Valparaiso","derrik-smits","https://www.sports-reference.com/cbb/players/derrik-smits-1.html","https://www.sports-reference.com/cbb/players/derrik-smits-1.html","Derrik Smits","        Center  ","7-1, 240lb (216cm, 108kg) ","   Zionsville, IN","   Zionsville HS","Valparaiso"
12,"Josh Speidel","C","Columbus, INColumbus North High School","6'7''",180,77,"Vermont","josh-speidel","https://www.sports-reference.com/cbb/players/josh-speidel-1.html","https://www.sports-reference.com/cbb/players/josh-speidel-1.html","Josh Speidel","        Forward  ","6-7, 210lb (201cm, 95kg) ","   Columbus, IN","   Columbus North HS","Vermont"
13,"Nick Rogers","PG","Whitestown, INElev8 Basketball Academy","6'1''",170,76,"Toledo","nick-rogers","https://www.sports-reference.com/cbb/players/nick-rogers-1.html","https://www.sports-reference.com/cbb/players/nick-rogers-2.html","Nick Rogers","        Guard  ","6-1, 170lb (185cm, 77kg) ","   Indianapolis, IN","   Traders Point Christian Academy / Elev8 Institute (FL)","Schools: Toledo and IUPUI"
1,"Marlon Stewart","PG","Rock Island, IANorth Scott High School","6'3''",190,76,"Creighton","marlon-stewart","https://www.sports-reference.com/cbb/players/marlon-stewart-1.html","https://www.sports-reference.com/cbb/players/marlon-stewart-1.html","Marlon Stewart","        Guard  ","6-3, 200lb (190cm, 90kg) ","   Rock Island, IL","   North Scott HS","Schools: Creighton and North Dakota"
1,"Raymond Spalding","PF","Louisville, KYTrinity High School","6'9''",200,85,"Louisville","raymond-spalding","https://www.sports-reference.com/cbb/players/raymond-spalding-1.html","https://www.sports-reference.com/cbb/players/raymond-spalding-1.html","Raymond Spalding","        Forward  ","6-10, 210lb (208cm, 95kg) ","   Louisville, KY","   Trinity HS","Louisville"
2,"Camron Justice","SG","Hindman, KYKnott County Central High School","6'2''",175,80,"Vanderbilt","camron-justice","https://www.sports-reference.com/cbb/players/camron-justice-1.html","https://www.sports-reference.com/cbb/players/camron-justice-1.html","Camron Justice","        Guard  ","6-3, 180lb (190cm, 81kg) ","   Hindman, KY","   Knott County Central HS","Schools: Vanderbilt and IUPUI"
3,"James Bolden","PG","Covington, KYHolmes High School","5'11''",160,80,"West Virginia","james-bolden","https://www.sports-reference.com/cbb/players/james-bolden-1.html","https://www.sports-reference.com/cbb/players/james-bolden-1.html","James Bolden","        Guard  ","6-0, 175lb (183cm, 79kg) ","   Covington, KY","   Holmes HS","West Virginia"
4,"Dikembe Dixson","PF","Bardstown, KYNelson County High School","6'7''",190,78,"UIC","dikembe-dixson","https://www.sports-reference.com/cbb/players/dikembe-dixson-1.html","https://www.sports-reference.com/cbb/players/dikembe-dixson-1.html","Dikembe Dixson","        Forward  ","6-7, 190lb (201cm, 86kg) ","   Freeport, IL","   Nelson County High School","UIC"
5,"Jalen Avery","PG","Covington, KYShroder Paideia Academy","6'2''",170,77,"Kent State","jalen-avery","https://www.sports-reference.com/cbb/players/jalen-avery-1.html","https://www.sports-reference.com/cbb/players/jalen-avery-1.html","Jalen Avery","        Guard  ","6-0, 186lb (183cm, 84kg) ","   Covington, KY","   Shroder Paideia Academy","Kent State"
7,"Aric Holman","C","Owensboro, KYOwensboro High School","6'9''",190,75,"Mississippi State","aric-holman","https://www.sports-reference.com/cbb/players/aric-holman-1.html","https://www.sports-reference.com/cbb/players/aric-holman-1.html","Aric Holman","        Forward  ","6-10, 225lb (208cm, 102kg) ","   Owensboro, KY","   Owensboro HS","Mississippi State"
1,"Brandon Sampson","SG","Baton Rouge, LAMadison Prep Academy","6'4''",175,87,"LSU","brandon-sampson","https://www.sports-reference.com/cbb/players/brandon-sampson-1.html","https://www.sports-reference.com/cbb/players/brandon-sampson-1.html","Brandon Sampson","        Guard  ","6-5, 175lb (196cm, 79kg) ","   Baton Rouge, LA","   Madison Prep HS","LSU"
3,"Jacob Evans","SG","Baton Rouge, LASt. Michael The Archangel High School","6'6''",215,80,"Cincinnati","jacob-evans","https://www.sports-reference.com/cbb/players/jacob-evans-1.html","https://www.sports-reference.com/cbb/players/jacob-evans-1.html","Jacob Evans","        Guard-Forward  ","6-6, 210lb (198cm, 95kg) ","   Baton Rouge, LA","   St. Michael the Archangel HS","Cincinnati"
4,"Melvin Frazier","SF","Marrero, LAL. W. Higgins High School","6'7''",205,80,"Tulane","melvin-frazier","https://www.sports-reference.com/cbb/players/melvin-frazier-1.html","https://www.sports-reference.com/cbb/players/melvin-frazier-1.html","Melvin Frazier","        Guard  ","6-5, 200lb (196cm, 90kg) ","   Avondale, LA","   L.W. Higgins HS","Tulane"
5,"Chad Lott","SG","Shreveport, LAC. E. Byrd High School","6'3''",175,78,"Rice","chad-lott","https://www.sports-reference.com/cbb/players/chad-lott-1.html","https://www.sports-reference.com/cbb/players/chad-lott-1.html","Chad Lott","        Guard  ","6-4, 190lb (193cm, 86kg) ","   Shreveport, LA","   Byrd HS","Schools: Rice and Howard"
6,"Blake Paul","C","Metairie, LALandry-Walker High School","6'9''",225,77,"Tulane","blake-paul","https://www.sports-reference.com/cbb/players/blake-paul-1.html","https://www.sports-reference.com/cbb/players/blake-paul-1.html","Blake Paul","        Forward  ","6-9, 250lb (206cm, 113kg) ","   New Orleans, LA","   Landry-Walker HS","Tulane"
1,"Franklin Howard","SG","Suitland, MDPaul VI High School","6'5''",185,81,"Syracuse","franklin-howard","https://www.sports-reference.com/cbb/players/franklin-howard-1.html","https://www.sports-reference.com/cbb/players/franklin-howard-1.html","Frank Howard","        Guard  ","6-5, 205lb (196cm, 92kg) ","   Suitland, MD","   Paul IV HS","Syracuse"
2,"Bryant Crawford","PG","Kensington, MDGonzaga College High School","6'2''",182,80,"Wake Forest","bryant-crawford","https://www.sports-reference.com/cbb/players/bryant-crawford-1.html","https://www.sports-reference.com/cbb/players/bryant-crawford-1.html","Bryant Crawford","        Guard  ","6-3, 190lb (190cm, 86kg) ","   Silver Spring, MD","   Gonzaga College HS","Wake Forest"
3,"Kevin Dorsey","PG","Port Tobacco, MDClinton Christian School","6'0''",170,80,"Minnesota","kevin-dorsey","https://www.sports-reference.com/cbb/players/kevin-dorsey-1.html","https://www.sports-reference.com/cbb/players/kevin-dorsey-1.html","Kevin Dorsey","        Guard  ","6-0, 175lb (183cm, 79kg) ","   Waldorf, MD","   Clinton Christian HS","Minnesota"
4,"Justin Jenifer","PG","Gwynn Oak, MDMilford Mill Academy","5'10''",185,80,"Cincinnati","justin-jenifer","https://www.sports-reference.com/cbb/players/justin-jenifer-1.html","https://www.sports-reference.com/cbb/players/justin-jenifer-1.html","Justin Jenifer","        Guard  ","5-10, 175lb (178cm, 79kg) ","   Baltimore, MD","   Milford Mill Academy (MD)","Cincinnati"
5,"Drew Edwards","SG","Towson, MDCalvert Hall College High School","6'3''",170,80,"Providence","drew-edwards","https://www.sports-reference.com/cbb/players/drew-edwards-1.html","https://www.sports-reference.com/cbb/players/drew-edwards-1.html","Drew Edwards","        Guard  ","6-4, 190lb (193cm, 86kg) ","   Perry Hall, MD","   Calvert Hall HS","Providence"
6,"Sylvester Ogbonda","C","Fort Washington, MDNational Christian Academy","6'10''",210,78,"Georgia Tech","sylvester-ogbonda","https://www.sports-reference.com/cbb/players/sylvester-ogbonda-1.html","https://www.sports-reference.com/cbb/players/sylvester-ogbonda-1.html","Sylvester Ogbonda","        Forward  ","6-10, 237lb (208cm, 107kg) ","   Port Harcourt, Nigeria","   National Christian Academy","Georgia Tech"
8,"Randall Broddie","PG","Oxon Hill, MDPotomac School","6'2''",165,76,"Memphis","randall-broddie","https://www.sports-reference.com/cbb/players/randall-broddie-1.html","https://www.sports-reference.com/cbb/players/randall-broddie-1.html","Randall Broddie","        Guard  ","6-3, 180lb (190cm, 81kg) ","   Oxon Hill, MD","   Potomac HS","Memphis"
9,"Oumar Barry","C","Camp Springs, MDBishop O'Connell High School","6'9''",215,73,"DePaul","oumar-barry","https://www.sports-reference.com/cbb/players/oumar-barry-1.html","https://www.sports-reference.com/cbb/players/oumar-barry-1.html","Oumar Barry","        Center-Forward  ","6-11, 230lb (211cm, 104kg) ","   Conakry, Guinea","   Bishop O'Connell HS","Schools: DePaul and San Jose State"
10,"Deividas Zemgulis","SF","Leonardtown, MDSaint Mary's Ryken","6'6''",210,70,"Penn State","deividas-zemgulis","https://www.sports-reference.com/cbb/players/deividas-zemgulis-1.html","https://www.sports-reference.com/cbb/players/deividas-zemgulis-1.html","Deividas Zemgulis","        Forward  ","6-6, 220lb (198cm, 99kg) ","   Kaunas, Lithuania","   St. Mary Ryken HS","Penn State"
11,"Develle Phillips","PF","Bowie, MDClinton Christian School","6'8''",210,70,"DePaul","develle-phillips","https://www.sports-reference.com/cbb/players/develle-phillips-1.html","https://www.sports-reference.com/cbb/players/develle-phillips-1.html","Develle Phillips","        Forward  ","6-9, 225lb (206cm, 102kg) ","   Bowie, MD","   Clinton Christian HS","Schools: DePaul and James Madison"
12,"Nico Clareth","SG","Baltimore, MDCalvert Hall College High School","6'4''",185,66,"Siena","nico-clareth","https://www.sports-reference.com/cbb/players/nico-clareth-1.html","https://www.sports-reference.com/cbb/players/nico-clareth-1.html","Nico Clareth","        Guard  ","6-5, 205lb (196cm, 92kg) ","   Baltimore, MD","   Calvert Hall","Schools: Siena and Nicholls State"
