"National.Ranking","Name","Position","Hometown.High.School","Height","Weight","Rating","School","player.id","bball.ref.link.espn","link","Name","Position","Height.Weight","Hometown","High.School","College"
13,"Terrell Allen","PG","Upper Marlboro, MDDeMatha Catholic High School","6'2''",185,64,"Drexel","terrell-allen","https://www.sports-reference.com/cbb/players/terrell-allen-1.html","https://www.sports-reference.com/cbb/players/terrell-allen-2.html","Terrell Allen","        Guard  ","6-3, 185lb (190cm, 83kg) ","   Upper Marlboro, MD","   DeMatha Catholic High School","Schools: Drexel and UCF"
14,"Andrew Robinson","SG","Silver Spring, MDPutnam Science Academy","6'5''",200,64,"Quinnipiac","andrew-robinson","https://www.sports-reference.com/cbb/players/andrew-robinson-1.html","https://www.sports-reference.com/cbb/players/andrew-robinson-1.html","Andrew Robinson","        Guard  ","6-6, 215lb (198cm, 97kg) ","   Takoma Park, MD","   Putnam Science Academy","Quinnipiac"
15,"Evan Fisher","PF","Owings Mills, MDMcDonogh School","6'8''",210,62,"Siena","evan-fisher","https://www.sports-reference.com/cbb/players/evan-fisher-1.html","https://www.sports-reference.com/cbb/players/evan-fisher-1.html","Evan Fisher","        Forward  ","6-9, 246lb (206cm, 111kg) ","   Pasadena, MD","   McDonogh School","Siena"
16,"Jermaine Ukaegbu","SF","Silver Spring, MDMontrose Christian School","6'5''",NA,62,"Sacred Heart","jermaine-ukaegbu","https://www.sports-reference.com/cbb/players/jermaine-ukaegbu-1.html","https://www.sports-reference.com/cbb/players/jermaine-ukaegbu-1.html","Jermaine Ukaegbu","        Forward  ","6-6, 200lb (198cm, 90kg) ","   Silver Spring, MD","   Montrose Christian School","Schools: Sacred Heart and Winthrop"
17,"Alex Long","PF","Clinton, MDMount Zion Baptist Christian School","6'8''",NA,62,"Norfolk St","alex-long","https://www.sports-reference.com/cbb/players/alex-long-1.html","https://www.sports-reference.com/cbb/players/alex-long-1.html","Alex Long","        Forward  ","6-8, 225lb (203cm, 102kg) ","   Clinton, MD","   Mount Zion Baptist Christian School","Norfolk State"
18,"Abdulai Bundu","PF","Upper Marlboro, MDLargo High School","6'7''",210,61,"Quinnipiac","abdulai-bundu","https://www.sports-reference.com/cbb/players/abdulai-bundu-1.html","https://www.sports-reference.com/cbb/players/abdulai-bundu-1.html","Abdulai Bundu","        Forward  ","6-7, 215lb (201cm, 97kg) ","   Upper Marlboro, MD","   Largo HS","Quinnipiac"
19,"Kenny Wormley","PG","Upper Marlboro, MDRiverdale Baptist High School","6'3''",170,61,"Siena","kenny-wormley","https://www.sports-reference.com/cbb/players/kenny-wormley-1.html","https://www.sports-reference.com/cbb/players/kenny-wormley-1.html","Kenny Wormley","        Guard  ","6-4, 180lb (193cm, 81kg) ","   Landover, MD","   Riverdale Baptist School","Schools: Siena and Hofstra"
22,"Aaron Robinson","SF","Silver Spring, MDPutnam Science Academy","6'4''",NA,59,"Quinnipiac","aaron-robinson","https://www.sports-reference.com/cbb/players/aaron-robinson-1.html","https://www.sports-reference.com/cbb/players/aaron-robinson-2.html","Aaron Robinson","        Guard  ","6-6, 215lb (198cm, 97kg) ","   Takoma Park, MD","   Putnam Science Academy","Quinnipiac"
1,"Jalen Adams","PG","Roxbury, MABrewster Academy","6'2''",160,89,"UConn","jalen-adams","https://www.sports-reference.com/cbb/players/jalen-adams-1.html","https://www.sports-reference.com/cbb/players/jalen-adams-2.html","Jalen Adams","        Guard  ","6-3, 195lb (190cm, 88kg) ","   Roxbury, MA","   Brewster Academy","UConn"
2,"Aaron Falzon","PF","Newton, MANorthfield-Mt. Hermon School","6'7''",190,84,"Northwestern","aaron-falzon","https://www.sports-reference.com/cbb/players/aaron-falzon-1.html","https://www.sports-reference.com/cbb/players/aaron-falzon-1.html","Aaron Falzon","        Forward  ","6-8, 225lb (203cm, 102kg) ","   Newton, MA","   Northfield Mount Hermon School","Northwestern"
3,"Terance Mann","SG","Lowell, MATilton School","6'5''",175,82,"Florida St","terance-mann","https://www.sports-reference.com/cbb/players/terance-mann-1.html","https://www.sports-reference.com/cbb/players/terance-mann-1.html","Terance Mann","        Guard  ","6-7, 215lb (201cm, 97kg) ","   Lowell, MA","   Tilton School (NH)","Florida State"
4,"Josh Sharma","C","Lexington, MANorthfield-Mt. Hermon School","6'11''",205,81,"Stanford","josh-sharma","https://www.sports-reference.com/cbb/players/josh-sharma-1.html","https://www.sports-reference.com/cbb/players/josh-sharma-1.html","Josh Sharma","        Center  ","7-0, 230lb (213cm, 104kg) ","   Lexington, MA","   Northfield Mt. Hermon HS","Stanford"
5,"Jarred Reuter","C","Marion, MABrewster Academy","6'8''",240,80,"Virginia","jarred-reuter","https://www.sports-reference.com/cbb/players/jarred-reuter-1.html","https://www.sports-reference.com/cbb/players/jarred-reuter-1.html","Jarred Reuter","        Forward  ","6-7, 260lb (201cm, 117kg) ","   Marion, MA","   Brewster Academy (NH)","Schools: Virginia and George Mason"
6,"Curtis Cobb","SG","Fall River, MAWilbraham & Monson Academy","6'4''",175,77,"Fairfield","curtis-cobb","https://www.sports-reference.com/cbb/players/curtis-cobb-1.html","https://www.sports-reference.com/cbb/players/curtis-cobb-1.html","Curtis Cobb","        Guard  ","6-4, 195lb (193cm, 88kg) ","   Fall River, MA","   Wilbraham & Monson Academy","Schools: Fairfield and UMass"
7,"Jeremy Miller","PF","Milton, MANew Hampton School","6'9''",200,73,"Northeastern","jeremy-miller","https://www.sports-reference.com/cbb/players/jeremy-miller-1.html","https://www.sports-reference.com/cbb/players/jeremy-miller-2.html","Jeremy Miller","        Forward-Guard  ","6-10, 225lb (208cm, 102kg) ","   Milton, MA","   New Hampton School","Northeastern"
8,"Jesse Bunting","C","Plymouth, MATabor Academy","6'8''",230,72,"Fordham","jesse-bunting","https://www.sports-reference.com/cbb/players/jesse-bunting-1.html","https://www.sports-reference.com/cbb/players/jesse-bunting-1.html","Jesse Bunting","        Forward  ","6-8, 250lb (203cm, 113kg) ","   Plymouth, MA","   Tabor Academy","Fordham"
9,"Anthony Green","C","Quincy, MATilton School","6'9''",255,63,"Northeastern","anthony-green","https://www.sports-reference.com/cbb/players/anthony-green-1.html","https://www.sports-reference.com/cbb/players/anthony-green-2.html","Anthony Green","        Center  ","6-10, 252lb (208cm, 114kg) ","   Quincy, MA","   Tilton School","Northeastern"
10,"Daquon Ervin","PG","NA, NANorthfield-Mt. Hermon School","6'0''",NA,62,"UMBC","daquon-ervin","https://www.sports-reference.com/cbb/players/daquon-ervin-1.html","https://www.sports-reference.com/cbb/players/daquon-ervin-1.html","Daquon Ervin","        Guard  ","6-0, 185lb (183cm, 83kg) ","   Brooklyn, NY","   Northfield Mount Hermon HS","UMBC"
11,"Nisre Zouzoua","SG","Brockton, MABoston Trinity Academy","6'2''",170,58,"Bryant","nisre-zouzoua","https://www.sports-reference.com/cbb/players/nisre-zouzoua-1.html","https://www.sports-reference.com/cbb/players/nisre-zouzoua-1.html","Nisre Zouzoua","        Guard  ","6-2, 200lb (188cm, 90kg) ","   Brockton, MA","   Boston Trinity HS","Schools: Bryant and Nevada"
12,"Guilien Smith","SG","West Roxbury, MACatholic Memorial High School","6'1''",NA,57,"Dartmouth","guilien-smith","https://www.sports-reference.com/cbb/players/guilien-smith-1.html","https://www.sports-reference.com/cbb/players/guilien-smith-1.html","Guilien Smith","        Guard  ","6-2, 205lb (188cm, 92kg) ","   Boston, MA","   Catholic Memorial School","Dartmouth"
1,"Deyonta Davis","PF","Muskegon, MIMuskegon High School","6'9''",210,89,"Michigan St","deyonta-davis","https://www.sports-reference.com/cbb/players/deyonta-davis-1.html","https://www.sports-reference.com/cbb/players/deyonta-davis-1.html","Deyonta Davis","        Forward  ","6-10, 245lb (208cm, 111kg) ","   Muskegon, MI","   Muckegon HS","Michigan State"
2,"Eric Davis","SG","Saginaw, MIArthur Hill High School","6'3''",165,86,"Texas","eric-davis","https://www.sports-reference.com/cbb/players/eric-davis-1.html","https://www.sports-reference.com/cbb/players/eric-davisjr-1.html","Eric Davis Jr.","        Guard  ","6-2, 185lb (188cm, 83kg) ","   Saginaw, MI","   Saginaw Arthur Hill HS","Texas"
4,"A.J. Turner","SF","Warren, MINew Hampton School","6'7''",185,80,"Boston College","aj-turner","https://www.sports-reference.com/cbb/players/aj-turner-1.html","https://www.sports-reference.com/cbb/players/aj-turner-1.html","A.J. Turner","        Forward  ","6-7, 188lb (201cm, 85kg) ","   Mt. Clemens, MI","   New Hampton School","Schools: Boston College and Northwestern"
5,"Jeron Rogers","SF","Farmington Hills, MINorth Farmington High School","6'7''",190,78,"Cleveland St","jeron-rogers","https://www.sports-reference.com/cbb/players/jeron-rogers-1.html","https://www.sports-reference.com/cbb/players/jeron-rogers-1.html","Jeron Rogers","        Forward  ","6-7, 220lb (201cm, 99kg) ","   North Farmington, MI","   North Farmington HS","Cleveland State"
7,"Brad Brechting","C","Cedar Springs, MICedar Springs High School","6'10''",210,76,"Oakland","brad-brechting","https://www.sports-reference.com/cbb/players/brad-brechting-1.html","https://www.sports-reference.com/cbb/players/brad-brechting-1.html","Brad Brechting","        Center  ","6-11, 217lb (211cm, 98kg) ","   Cedar Springs, MI","   Cedar Springs","Oakland"
1,"Alex Illikainen","PF","Grand Rapids, MNBrewster Academy","6'8''",225,80,"Wisconsin","alex-illikainen","https://www.sports-reference.com/cbb/players/alex-illikainen-1.html","https://www.sports-reference.com/cbb/players/alex-illikainen-1.html","Alex Illikainen","        Forward  ","6-9, 235lb (206cm, 106kg) ","   Grand Rapids, MN","   Brewster Academy (NH)","Wisconsin"
2,"Sacar Anim","SG","Minneapolis, MNDe La Salle High School","6'5''",190,80,"Marquette","sacar-anim","https://www.sports-reference.com/cbb/players/sacar-anim-1.html","https://www.sports-reference.com/cbb/players/sacar-anim-1.html","Sacar Anim","        Forward  ","6-5, 210lb (196cm, 95kg) ","   Minneapolis, MN","   DeLaSalle HS","Marquette"
3,"Jarvis Johnson","PG","Brooklyn Park, MNDe La Salle High School","6'1''",185,80,"Minnesota","jarvis-johnson","https://www.sports-reference.com/cbb/players/jarvis-johnson-1.html","https://www.sports-reference.com/cbb/players/jarvis-johnson-1.html","Jarvis Johnson","        Guard  ","6-1, 185lb (185cm, 83kg) ","   Minneapolis, MN","   DeLaSalle HS","Minnesota"
1,"Malik Newman","SG","Jackson, MSCallaway High School","6'3''",175,93,"Mississippi State","malik-newman","https://www.sports-reference.com/cbb/players/malik-newman-1.html","https://www.sports-reference.com/cbb/players/malik-newman-1.html","Malik Newman","        Guard  ","6-3, 178lb (190cm, 80kg) ","   Jackson, MS","   Callaway HS","Schools: Mississippi State and Kansas"
2,"Quinndary Weatherspoon","SG","Camden, MSVelma Jackson Magnet High School","6'5''",170,80,"Mississippi State","quinndary-weatherspoon","https://www.sports-reference.com/cbb/players/quinndary-weatherspoon-1.html","https://www.sports-reference.com/cbb/players/quinndary-weatherspoon-1.html","Quinndary Weatherspoon","        Guard  ","6-4, 205lb (193cm, 92kg) ","   Canton, MS","   Velma Jackson HS","Mississippi State"
3,"Terence Davis","SF","Southaven, MSSouthaven High School","6'4''",190,78,"Ole Miss","terence-davis","https://www.sports-reference.com/cbb/players/terence-davis-1.html","https://www.sports-reference.com/cbb/players/terence-davis-1.html","Terence Davis","        Guard  ","6-4, 205lb (193cm, 92kg) ","   Southaven, MS","   Southaven HS","Ole Miss"
5,"Jerekius Davis","SF","Jackson, MSProvine High School","6'5''",205,77,"Louisiana","jerekius-davis","https://www.sports-reference.com/cbb/players/jerekius-davis-1.html","https://www.sports-reference.com/cbb/players/jerekius-davis-1.html","Jerekius Davis","        Forward  ","6-6, 225lb (198cm, 102kg) ","   Jackson, MS","   Provine HIgh School","Louisiana"
1,"Jimmy Whitt","PG","Columbia, MOHickman High School","6'3''",170,84,"Arkansas","jimmy-whitt","https://www.sports-reference.com/cbb/players/jimmy-whitt-1.html","https://www.sports-reference.com/cbb/players/jimmy-whitt-1.html","Jimmy Whitt","        Guard  ","6-3, 175lb (190cm, 79kg) ","   Columbia, MO","   Hickman HS","Schools: Arkansas and SMU"
2,"Juwan Morgan","PF","Waynesville, MOWaynesville High School","6'8''",215,80,"Indiana","juwan-morgan","https://www.sports-reference.com/cbb/players/juwan-morgan-1.html","https://www.sports-reference.com/cbb/players/juwan-morgan-1.html","Juwan Morgan","        Forward  ","6-8, 232lb (203cm, 105kg) ","   Waynesville, MO","   Waynesville HS","Indiana"
3,"Ogugua Anunoby","SF","Jefferson City, MOJefferson City High School","6'7''",210,78,"Indiana","ogugua-anunoby","https://www.sports-reference.com/cbb/players/ogugua-anunoby-1.html","https://www.sports-reference.com/cbb/players/ogugua-anunobyjr-1.html","Juwan Morgan","        Forward  ","6-8, 232lb (203cm, 105kg) ","   Waynesville, MO","   Waynesville HS","Indiana"
4,"Landry Shamet","SG","Kansas City, MOPark Hill High School","6'4''",180,77,"Wichita St","landry-shamet","https://www.sports-reference.com/cbb/players/landry-shamet-1.html","https://www.sports-reference.com/cbb/players/landry-shamet-1.html","Landry Shamet","        Guard  ","6-4, 179lb (193cm, 81kg) ","   Kansas City, MO","   Park Hill HS","Wichita State"
1,"Tres Tinkle","SF","Missoula, MTMissoula Hellgate High School","6'7''",215,82,"Oregon St","tres-tinkle","https://www.sports-reference.com/cbb/players/tres-tinkle-1.html","https://www.sports-reference.com/cbb/players/tres-tinkle-1.html","Tres Tinkle","        Forward  ","6-8, 225lb (203cm, 102kg) ","   Missoula, MT","   Hellgate HS","Oregon State"
1,"Justin Patton","C","Omaha, NENorth High School","6'10''",205,80,"Creighton","justin-patton","https://www.sports-reference.com/cbb/players/justin-patton-1.html","https://www.sports-reference.com/cbb/players/justin-patton-1.html","Justin Patton","        Center  ","6-11, 215lb (211cm, 97kg) ","   Omaha, NE","   North HS","Creighton"
1,"Chase Jeter","C","Las Vegas, NVBishop Gorman High School","6'10''",215,93,"Duke","chase-jeter","https://www.sports-reference.com/cbb/players/chase-jeter-1.html","https://www.sports-reference.com/cbb/players/chase-jeter-1.html","Chase Jeter","        Center-Forward  ","6-10, 230lb (208cm, 104kg) ","   Las Vegas, NV","   Bishop Gorman HS","Schools: Duke and Arizona"
2,"Stephen Zimmerman","C","Las Vegas, NVBishop Gorman High School","7'0''",230,92,"UNLV","stephen-zimmerman","https://www.sports-reference.com/cbb/players/stephen-zimmerman-1.html","https://www.sports-reference.com/cbb/players/stephen-zimmermanjr-1.html","Stephen Zimmerman Jr.","        Forward  ","7-0, 240lb (213cm, 108kg) ","   Las Vegas, NV","   Bishop Gorman HS","UNLV"
3,"Ray Smith","SF","Las Vegas, NVLas Vegas High School","6'8''",180,88,"Arizona","ray-smith","https://www.sports-reference.com/cbb/players/ray-smith-1.html","https://www.sports-reference.com/cbb/players/ray-smith-1.html","Ray Smith","        Forward  ","6-8, 180lb (203cm, 81kg) ","   Las Vegas, NV","   Las Vegas HS","Arizona"
4,"Nate Grimes","PF","Las Vegas, NVQuality Education Academy","6'7''",210,75,"Fresno St","nate-grimes","https://www.sports-reference.com/cbb/players/nate-grimes-1.html","https://www.sports-reference.com/cbb/players/nate-grimes-1.html","Nate Grimes","        Forward  ","6-8, 225lb (203cm, 102kg) ","   Las Vegas, NV","   Quality Education Academy","Fresno State"
11,"Malik Abbott","SG","North Las Vegas, NVMojave High School","6'4''",180,60,"Air Force","malik-abbott","https://www.sports-reference.com/cbb/players/malik-abbott-1.html","https://www.sports-reference.com/cbb/players/malik-abbott-1.html","Malik Abbott","        Guard  ","6-3, 190lb (190cm, 86kg) ","   North Las Vegas, NV","   Mojave HS","Air Force"
1,"Moses Toriola","C","Meriden, NHKimball Union Academy","6'10''",215,60,"Norfolk St","moses-toriola","https://www.sports-reference.com/cbb/players/moses-toriola-1.html","https://www.sports-reference.com/cbb/players/moses-toriola-1.html","Moses Toriola","        Forward  ","6-10, 230lb (208cm, 104kg) ","   Lagos, Nigeria","   Kimball Union Academy (NH)","Norfolk State"
1,"Isaiah Briscoe","PG","Union, NJRoselle Catholic High School","6'3''",200,91,"Kentucky","isaiah-briscoe","https://www.sports-reference.com/cbb/players/isaiah-briscoe-1.html","https://www.sports-reference.com/cbb/players/isaiah-briscoe-1.html","Isaiah Briscoe","        Guard  ","6-3, 202lb (190cm, 91kg) ","   Newark, NJ","   Roselle Catholic HS","Kentucky"
2,"Malachi Richardson","SG","Hamilton, NJTrenton Catholic Academy","6'6''",190,89,"Syracuse","malachi-richardson","https://www.sports-reference.com/cbb/players/malachi-richardson-1.html","https://www.sports-reference.com/cbb/players/malachi-richardson-1.html","Malachi Richardson","        Guard  ","6-6, 195lb (198cm, 88kg) ","   Trenton, NJ","   Trenton Catholic (NJ)","Syracuse"
4,"Markis McDuffie","SF","Jersey City, NJSt. Anthony High School","6'8''",175,81,"Wichita St","markis-mcduffie","https://www.sports-reference.com/cbb/players/markis-mcduffie-1.html","https://www.sports-reference.com/cbb/players/markis-mcduffie-1.html","Markis McDuffie","        Forward  ","6-8, 218lb (203cm, 98kg) ","   Paterson, NJ","   St. Anthony HS","Wichita State"
5,"Elijah Burns","PF","Blairstown, NJBlair Academy","6'8''",230,80,"Notre Dame","elijah-burns","https://www.sports-reference.com/cbb/players/elijah-burns-1.html","https://www.sports-reference.com/cbb/players/elijah-burns-1.html","Elijah Burns","        Forward  ","6-8, 237lb (203cm, 107kg) ","   Troy, NY","   Blair Academy","Notre Dame"
6,"Chris Silva","PF","Roselle, NJRoselle Catholic High School","6'8''",205,80,"South Carolina","chris-silva","https://www.sports-reference.com/cbb/players/chris-silva-1.html","https://www.sports-reference.com/cbb/players/chris-silva-1.html","Chris Silva","        Forward  ","6-9, 234lb (206cm, 106kg) ","   Libreville, Gabon","   Roselle Catholic HS","South Carolina"
7,"Tim Delaney","PF","Mullica Hill, NJPitman High School","6'8''",220,80,"Villanova","tim-delaney","https://www.sports-reference.com/cbb/players/tim-delaney-1.html","https://www.sports-reference.com/cbb/players/tim-delaney-1.html","Tim Delaney","        Forward  ","6-8, 224lb (203cm, 101kg) ","   Mullica Hill, NJ","   Pitman High School","Villanova"
8,"Trey Lowe","SG","Ewing, NJEwing High School","6'5''",165,80,"Temple","trey-lowe","https://www.sports-reference.com/cbb/players/trey-lowe-1.html","https://www.sports-reference.com/cbb/players/trey-lowe-1.html","Trey Lowe","        Guard  ","6-7, 165lb (201cm, 74kg) ","   Ewing, NJ","   Ewing HS","Temple"
11,"Pierre Sarr","SF","Roselle, NJRoselle Catholic High School","6'7''",NA,66,"Monmouth","pierre-sarr","https://www.sports-reference.com/cbb/players/pierre-sarr-1.html","https://www.sports-reference.com/cbb/players/pierre-sarr-1.html","Pierre Sarr","        Forward  ","6-8, 200lb (203cm, 90kg) ","   Dakar, Senegal","   Roselle Catholic HS","Monmouth"
12,"Derrick Woods","PF","Trenton, NJPennsbury High School","6'7''",NA,65,"St. Bonaventure","derrick-woods","https://www.sports-reference.com/cbb/players/derrick-woods-1.html","https://www.sports-reference.com/cbb/players/derrick-woods-1.html","Derrick Woods","        Forward  ","6-8, 225lb (203cm, 102kg) ","   Trenton, NJ","   Pennsybury HS","Schools: St. Bonaventure, Delaware and St. Peter's"
14,"Jehyve Floyd","PF","Parlin, NJSayreville War Memorial High","6'7''",180,63,"Holy Cross","jehyve-floyd","https://www.sports-reference.com/cbb/players/jehyve-floyd-1.html","https://www.sports-reference.com/cbb/players/jehyve-floyd-1.html","Jehyve Floyd","        Forward  ","6-8, 240lb (203cm, 108kg) ","   Sayreville, NJ","   Sayreville War Memorial High School","Holy Cross"
15,"Matt Zignorski","SG","Oak Ridge, NJPope John XXIII High School","6'1''",165,61,"Holy Cross","matt-zignorski","https://www.sports-reference.com/cbb/players/matt-zignorski-1.html","https://www.sports-reference.com/cbb/players/matt-zignorski-1.html","Matt Zignorski","        Guard  ","6-2, 195lb (188cm, 88kg) ","   Sparta, NJ","   Pope John XXIII (NJ)","Holy Cross"
17,"Isaiah Still","SG","Roselle, NJUnion Catholic Regional High School","6'6''",NA,60,"Robert Morris","isaiah-still","https://www.sports-reference.com/cbb/players/isaiah-still-1.html","https://www.sports-reference.com/cbb/players/isaiah-still-1.html","Isaiah Still","        Guard  ","6-7, 195lb (201cm, 88kg) ","   Rahway, NJ","   Union Catholic HS","Schools: Robert Morris and Iona"
18,"Jason Dunne","SG","Matawan, NJMatawan Regional High School","6'3''",165,59,"Hartford","jason-dunne","https://www.sports-reference.com/cbb/players/jason-dunne-1.html","https://www.sports-reference.com/cbb/players/jason-dunne-1.html","Jason Dunne","        Guard  ","6-4, 185lb (193cm, 83kg) ","   Matawan, NJ","   Matawan Regional HS","Hartford"
1,"Cheick Diallo","PF","Centereach, NYOur Savior New American School","6'9''",225,95,"Kansas","cheick-diallo","https://www.sports-reference.com/cbb/players/cheick-diallo-1.html","https://www.sports-reference.com/cbb/players/cheick-diallo-1.html","Cheick Diallo","        Forward  ","6-9, 218lb (206cm, 98kg) ","   Centereach, NY","   Our Savior New American HS","Kansas"
2,"Thomas Bryant","C","Rochester, NYHuntington Prep","6'10''",220,89,"Indiana","thomas-bryant","https://www.sports-reference.com/cbb/players/thomas-bryant-1.html","https://www.sports-reference.com/cbb/players/thomas-bryant-1.html","Thomas Bryant","        Center  ","6-10, 245lb (208cm, 111kg) ","   Rochester, NY","   Bishop Kearney / Huntington Prep","Indiana"
3,"Jessie Govan","C","Manhasset, NYWings Academy","6'10''",263,85,"Georgetown","jessie-govan","https://www.sports-reference.com/cbb/players/jessie-govan-1.html","https://www.sports-reference.com/cbb/players/jessie-govan-1.html","Jessie Govan","        Center  ","6-10, 255lb (208cm, 115kg) ","   Queens Village, NY","   Wings Academy","Georgetown"
4,"Tyler Lydon","PF","Pine Plains, NYNew Hampton School","6'8''",181,84,"Syracuse","tyler-lydon","https://www.sports-reference.com/cbb/players/tyler-lydon-1.html","https://www.sports-reference.com/cbb/players/tyler-lydon-1.html","Tyler Lydon","        Forward  ","6-8, 205lb (203cm, 92kg) ","   Elizaville, NY","   New Hampton School","Syracuse"
5,"Matt Ryan","SF","Cortlandt Manor, NYIona College Prep","6'5''",185,80,"Notre Dame","matt-ryan","https://www.sports-reference.com/cbb/players/matt-ryan-1.html","https://www.sports-reference.com/cbb/players/matt-ryan-1.html","Matt Ryan","        Forward  ","6-8, 209lb (203cm, 94kg) ","   Cortlandt Manor, NY","   Iona Prep (NY)","Schools: Notre Dame and Vanderbilt"
6,"Luis Santos","C","Bronx, NYSunrise Christian Academy","6'9''",235,80,"South Florida","luis-santos","https://www.sports-reference.com/cbb/players/luis-santos-1.html","https://www.sports-reference.com/cbb/players/luis-santos-1.html","Luis Santos","        Forward  ","6-8, 245lb (203cm, 111kg) ","   Bronx, NY","   Sunrise Christian HS","South Florida"
7,"Kassoum Yakwe","PF","Centereach, NYOur Savior New American School","6'7''",205,80,"St. John's","kassoum-yakwe","https://www.sports-reference.com/cbb/players/kassoum-yakwe-1.html","https://www.sports-reference.com/cbb/players/kassoum-yakwe-1.html","Kassoum Yakwe","        Forward  ","6-7, 212lb (201cm, 96kg) ","   Bamako, Mali","   Our Savior New American HS","Schools: St. John's (NY) and UConn"
9,"Justin Wright-Foreman","SG","Laurelton, NYHigh School for Construction","6'1''",165,70,"Hofstra","justin-wright-foreman","https://www.sports-reference.com/cbb/players/justin-wright-foreman-1.html","https://www.sports-reference.com/cbb/players/justin-wright-foreman-1.html","Justin Wright-Foreman","        Guard  ","6-2, 190lb (188cm, 86kg) ","   Queens, NY","   High School for Construction Trades","Hofstra"
10,"Jordan Roland","SG","Syracuse, NYWesthill High School","6'2''",160,68,"George Washington","jordan-roland","https://www.sports-reference.com/cbb/players/jordan-roland-1.html","https://www.sports-reference.com/cbb/players/jordan-roland-1.html","Jordan Roland","        Guard  ","6-1, 171lb (185cm, 77kg) ","   Syracuse, NY","   Westhill HS","Schools: George Washington and Northeastern"
11,"Desure Buie","PG","Bronx, NYWings Academy","6'0''",160,68,"Hofstra","desure-buie","https://www.sports-reference.com/cbb/players/desure-buie-1.html","https://www.sports-reference.com/cbb/players/desure-buie-1.html","Desure Buie","        Guard  ","6-0, 160lb (183cm, 72kg) ","   Bronx, NY","   Wings Academy","Hofstra"
12,"Diago Quinn","C","New York, NYLake Forest Academy","6'10''",NA,62,"Monmouth","diago-quinn","https://www.sports-reference.com/cbb/players/diago-quinn-1.html","https://www.sports-reference.com/cbb/players/diago-quinn-1.html","Diago Quinn","        Center-Forward  ","6-9, 255lb (206cm, 115kg) ","   New York, NY","   Lake Forest Academy","Monmouth"
13,"Jermaine Bishop","PG","Queens, NYHoly Cross High School","6'1''",170,62,"Saint Louis","jermaine-bishop","https://www.sports-reference.com/cbb/players/jermaine-bishop-1.html","https://www.sports-reference.com/cbb/players/jermaine-bishop-2.html","Jermaine Bishop","        Guard  ","6-1, 180lb (185cm, 81kg) ","   Queens, NY","   Holy Cross HS","Schools: Saint Louis and Norfolk State"
14,"Caleb Sedore","PF","Pulaski, NYPulaski Central School","6'9''",215,59,"Lehigh","caleb-sedore","https://www.sports-reference.com/cbb/players/caleb-sedore-1.html","https://www.sports-reference.com/cbb/players/caleb-sedore-1.html","Caleb Sedore","        Center  ","6-11, 215lb (211cm, 97kg) ","   Pulaski, NY","   Pulaski High School","Lehigh"
15,"John Sica","PF","Delmar, NYBethlehem Central High School","6'7''",210,58,"Columbia","john-sica","https://www.sports-reference.com/cbb/players/john-sica-1.html","https://www.sports-reference.com/cbb/players/john-sica-1.html","John Sica","        Forward  ","6-7, 195lb (201cm, 88kg) ","   Delmar, NY","   Bethlehem Central High School","Columbia"
17,"Chris Atkinson","PG","Brookville, NYLong Island Lutheran High School","5'10''",165,56,"Canisius","chris-atkinson","https://www.sports-reference.com/cbb/players/chris-atkinson-1.html","https://www.sports-reference.com/cbb/players/chris-atkinson-1.html","Chris Atkinson","        Guard  ","5-9, 155lb (175cm, 70kg) ","   Hempstead, NY","   Long Island Lutheran High School","Canisius"
18,"Joel Wincowski","PG","Lake George, NYLake George High School","6'2''",175,56,"UMBC","joel-wincowski","https://www.sports-reference.com/cbb/players/joel-wincowski-1.html","https://www.sports-reference.com/cbb/players/joel-wincowski-1.html","Joel Wincowski","        Guard  ","6-2, 175lb (188cm, 79kg) ","   Lake George, NY","   Lake George HS","UMBC"
1,"Brandon Ingram","SF","Kinston, NCKinston High School","6'8''",198,96,"Duke","brandon-ingram","https://www.sports-reference.com/cbb/players/brandon-ingram-1.html","https://www.sports-reference.com/cbb/players/brandon-ingram-1.html","Brandon Ingram","        Guard  ","6-9, 190lb (206cm, 86kg) ","   Kinston, NC","   Kinston HS","Duke"
2,"Luke Maye","PF","Huntersville, NCHough High School","6'8''",230,81,"UNC","luke-maye","https://www.sports-reference.com/cbb/players/luke-maye-1.html","https://www.sports-reference.com/cbb/players/luke-maye-1.html","Luke Maye","        Forward  ","6-8, 240lb (203cm, 108kg) ","   Huntersville, NC","   Hough HS","UNC"
3,"Shaun Kirk","SF","Whiteville, NCWhiteville High School","6'7''",185,79,"NC State","shaun-kirk","https://www.sports-reference.com/cbb/players/shaun-kirk-1.html","https://www.sports-reference.com/cbb/players/shaun-kirk-1.html","Shaun Kirk","        Forward-Guard  ","6-8, 195lb (203cm, 88kg) ","   Whiteville, NC","   Whiteville HS","NC State"
6,"Mamadi Diakite","PF","Cashiers, NCBlue Ridge School","6'9''",210,80,"Virginia","mamadi-diakite","https://www.sports-reference.com/cbb/players/mamadi-diakite-1.html","https://www.sports-reference.com/cbb/players/mamadi-diakite-1.html","Mamadi Diakite","        Forward  ","6-9, 228lb (206cm, 103kg) ","   Conakry, Guinea","   Blue Ridge High School","Virginia"
