"National.Ranking","Name","Position","Hometown.High.School","Height","Weight","Rating","School","player.id","bball.ref.link.espn","link","Name","Position","Height.Weight","Hometown","High.School","College"
5,"Chris Lewis","PF","Alpharetta, GAMilton High School","6'8''",235,83,"Harvard","chris-lewis","https://www.sports-reference.com/cbb/players/chris-lewis-1.html","https://www.sports-reference.com/cbb/players/chris-lewis-4.html","Chris Lewis","        Forward  ","6-9, 235lb (206cm, 106kg) ","   Alpharetta, GA","   Milton High School","Harvard"
6,"Romello White","PF","Marietta, GAWheeler High School","6'9''",220,82,"Arizona St","romello-white","https://www.sports-reference.com/cbb/players/romello-white-1.html","https://www.sports-reference.com/cbb/players/romello-white-1.html","Romello White","        Forward  ","6-8, 235lb (203cm, 106kg) ","   Suwanee, GA","   IMG Academy","Arizona State"
7,"Tyree Crump","SG","Bainbridge, GABainbridge High School","6'2''",170,82,"Georgia","tyree-crump","https://www.sports-reference.com/cbb/players/tyree-crump-1.html","https://www.sports-reference.com/cbb/players/tyree-crump-1.html","Tyree Crump","        Guard  ","6-1, 185lb (185cm, 83kg) ","   Bainbridge, GA","   Bainbridge High School","Georgia"
9,"Robert Baker Jr.","PF","Woodstock, GAThe Walker School","6'9''",190,82,"Harvard","robert-bakerjr","https://www.sports-reference.com/cbb/players/robert-bakerjr-1.html","https://www.sports-reference.com/cbb/players/robert-baker-2.html","Robert Baker","        Forward  ","6-11, 205lb (211cm, 92kg) ","   Woodstock, GA","   The Walker School","Harvard"
10,"D'Marcus Simonds","SG","Buford, GABuford High School","6'4''",190,82,"Georgia St","dmarcus-simonds","https://www.sports-reference.com/cbb/players/dmarcus-simonds-1.html","https://www.sports-reference.com/cbb/players/dmarcus-simonds-1.html","D'Marcus Simonds","        Guard  ","6-3, 195lb (190cm, 88kg) ","   Gainesville, GA","   Buford HIgh School","Georgia State"
11,"Jordan Harris","SG","Donalsonville, GASeminole County Middle-High School","6'5''",175,80,"Georgia","jordan-harris","https://www.sports-reference.com/cbb/players/jordan-harris-1.html","https://www.sports-reference.com/cbb/players/jordan-harris-4.html","Jordan Harris","        Guard  ","6-4, 190lb (193cm, 86kg) ","   Iron City, GA","   Seminole County middle-High School","Georgia"
12,"Anfernee McLemore","PF","Sylvester, GAWorth County High School","6'8''",210,80,"Auburn","anfernee-mclemore","https://www.sports-reference.com/cbb/players/anfernee-mclemore-1.html","https://www.sports-reference.com/cbb/players/anfernee-mclemore-1.html","Anfernee McLemore","        Forward  ","6-7, 220lb (201cm, 99kg) ","   Warwick, GA","   Worth County High School","Auburn"
13,"Kamar Baldwin","SG","Winder, GAApalachee High School","6'2''",175,78,"Butler","kamar-baldwin","https://www.sports-reference.com/cbb/players/kamar-baldwin-1.html","https://www.sports-reference.com/cbb/players/kamar-baldwin-1.html","Kamar Baldwin","        Guard  ","6-1, 195lb (185cm, 88kg) ","   Winder, GA","   Apalachee High School","Butler"
15,"Raquan Wilkins","SF","Atlanta, GAWestlake High School","6'5''",180,76,"East Carolina","raquan-wilkins","https://www.sports-reference.com/cbb/players/raquan-wilkins-1.html","https://www.sports-reference.com/cbb/players/raquan-wilkins-1.html","Raquan Wilkins","        Guard  ","6-5, 185lb (196cm, 83kg) ","   Atlanta, GA","   Westlake High School","East Carolina"
18,"Martins Igbanu","C","Marietta, GACovenant Christian Ministries Academy","6'8''",200,70,"Tulsa","martins-igbanu","https://www.sports-reference.com/cbb/players/martins-igbanu-1.html","https://www.sports-reference.com/cbb/players/martins-igbanu-1.html","Martins Igbanu","        Forward  ","6-8, 235lb (203cm, 106kg) ","   Lagos, France","   Covenant Christian Academy","Tulsa"
1,"Connor Harding","SG","Pocatello, IDHighland High School","6'5''",175,80,"BYU","connor-harding","https://www.sports-reference.com/cbb/players/connor-harding-1.html","https://www.sports-reference.com/cbb/players/connor-harding-1.html","Connor Harding","        Guard  ","6-6, 185lb (198cm, 83kg) ","   Pocatello, ID","   Highland HS","BYU"
1,"Charlie Moore","PG","Chicago, ILMorgan Park High School","5'11''",160,84,"California","charlie-moore","https://www.sports-reference.com/cbb/players/charlie-moore-1.html","https://www.sports-reference.com/cbb/players/charlie-moore-1.html","Charlie Moore","        Guard  ","5-11, 180lb (180cm, 81kg) ","   Chicago, IL","   Morgan Park High School","Schools: California and Kansas"
2,"Zach Norvell","SG","Chicago, ILSimeon Career Academy","6'4''",180,82,"Gonzaga","zach-norvell","https://www.sports-reference.com/cbb/players/zach-norvell-1.html","https://www.sports-reference.com/cbb/players/zach-norvelljr-1.html","Zach Norvell Jr.","        Guard  ","6-5, 205lb (196cm, 92kg) ","   Chicago, IL","   Simeon Career Academy","Gonzaga"
6,"Isaiah Roby","SF","Dixon, ILDixon High School","6'8''",205,78,"Nebraska","isaiah-roby","https://www.sports-reference.com/cbb/players/isaiah-roby-1.html","https://www.sports-reference.com/cbb/players/isaiah-roby-1.html","Isaiah Roby","        Forward  ","6-8, 230lb (203cm, 104kg) ","   Dixon, IL","   Dixon High School","Nebraska"
7,"K.J. Santos","SF","Geneva, ILSunrise Christian Academy","6'7''",185,77,"UIC","kj-santos","https://www.sports-reference.com/cbb/players/kj-santos-1.html","https://www.sports-reference.com/cbb/players/kj-santos-1.html","K.J. Santos","        Guard-Forward  ","6-8, 220lb (203cm, 99kg) ","   Geneva, IL","   Sunrise Christian Academy","Schools: UIC and Missouri"
8,"Nick Rakocevic","C","Chicago, ILSaint Joseph High School","6'11''",210,77,"USC","nick-rakocevic","https://www.sports-reference.com/cbb/players/nick-rakocevic-1.html","https://www.sports-reference.com/cbb/players/nick-rakocevic-1.html","Nick Rakocevic","        Forward  ","6-11, 225lb (211cm, 102kg) ","   Chicago, IL","   St. Joseph HIgh School","USC"
9,"Loren Jackson","PG","Chicago, ILVictory Rock Prep","5'7''",130,76,"Long Beach St","loren-jackson","https://www.sports-reference.com/cbb/players/loren-jackson-1.html","https://www.sports-reference.com/cbb/players/loren-jackson-1.html","Loren Jackson","        Guard  ","5-8, 160lb (173cm, 72kg) ","   Chicago, IL","   Victory Rock Prep","Schools: Long Beach State and Akron"
10,"Ben Coupet","SF","Chicago, ILSimeon Career Academy","6'7''",185,76,"UNLV","ben-coupet","https://www.sports-reference.com/cbb/players/ben-coupet-1.html","https://www.sports-reference.com/cbb/players/ben-coupet-2.html","Ben Coupet","        Forward  ","6-7, 185lb (201cm, 83kg) ","   Chicago, IL","   Simeon Career Academy","UNLV"
1,"Kyle Guy","SG","Indianapolis, INLawrence Central High School","6'2''",170,92,"Virginia","kyle-guy","https://www.sports-reference.com/cbb/players/kyle-guy-1.html","https://www.sports-reference.com/cbb/players/kyle-guy-1.html","Kyle Guy","        Guard  ","6-2, 175lb (188cm, 79kg) ","   Indianapolis, IN","   Lawrence Central High School","Virginia"
2,"Joey Brunk","C","Indianapolis, INSouthport High School","6'10''",240,82,"Butler","joey-brunk","https://www.sports-reference.com/cbb/players/joey-brunk-1.html","https://www.sports-reference.com/cbb/players/joey-brunk-1.html","Joey Brunk","        Center-Forward  ","6-11, 230lb (211cm, 104kg) ","   Indianapolis, IN","   Southport High School","Butler"
4,"Kyle Mallers","SF","Fort Wayne, INCarroll High School","6'7''",190,78,"Ball State","kyle-mallers","https://www.sports-reference.com/cbb/players/kyle-mallers-1.html","https://www.sports-reference.com/cbb/players/kyle-mallers-1.html","Kyle Mallers","        Forward  ","6-7, 217lb (201cm, 98kg) ","   Fort Wayne, IN","   Carroll High School","Ball State"
5,"Brachen Hazen","PF","Fort Wayne, INColumbia City High School","6'8''",190,77,"Arkansas","brachen-hazen","https://www.sports-reference.com/cbb/players/brachen-hazen-1.html","https://www.sports-reference.com/cbb/players/brachen-hazen-1.html","Brachen Hazen","        Forward  ","6-8, 211lb (203cm, 95kg) ","   Columbia City, IN","   Columbia City High School","Schools: Arkansas and Ball State"
6,"Eron Gordon","SG","Indianapolis, INCathedral High School","6'3''",175,76,"Seton Hall","eron-gordon","https://www.sports-reference.com/cbb/players/eron-gordon-1.html","https://www.sports-reference.com/cbb/players/eron-gordon-1.html","Eron Gordon","        Guard  ","6-3, 200lb (190cm, 90kg) ","   Indianapolis, IN","   North Central High School","Schools: Seton Hall and Valparaiso"
7,"Damien Jefferson","SF","East Chicago, INEast Chicago Central High School","6'5''",180,76,"New Mexico","damien-jefferson","https://www.sports-reference.com/cbb/players/damien-jefferson-1.html","https://www.sports-reference.com/cbb/players/damien-jefferson-1.html","Damien Jefferson","        Guard  ","6-5, 200lb (196cm, 90kg) ","   East Chicago, IN","   East Chicago Central High School","Schools: New Mexico and Creighton"
8,"Brandon Cyrus","SG","La Porte, INLa Lumiere School","6'4''",190,75,"DePaul","brandon-cyrus","https://www.sports-reference.com/cbb/players/brandon-cyrus-1.html","https://www.sports-reference.com/cbb/players/brandon-cyrus-1.html","Brandon Cyrus","        Guard  ","6-5, 190lb (196cm, 86kg) ","   Oakville, Canada","   La Lumiere School","Schools: DePaul and UCSB"
9,"Grant Gelon","SG","Crown Point, INCrown Point High School","6'5''",NA,75,"Indiana","grant-gelon","https://www.sports-reference.com/cbb/players/grant-gelon-1.html","https://www.sports-reference.com/cbb/players/grant-gelon-1.html","Grant Gelon","        Guard  ","6-5, 195lb (196cm, 88kg) ","   Crown Point, IN","   Crown Point High School","Indiana"
1,"Jordan Bohannon","PG","Marion, IALinn-Mar High School","6'1''",170,80,"Iowa","jordan-bohannon","https://www.sports-reference.com/cbb/players/jordan-bohannon-1.html","https://www.sports-reference.com/cbb/players/jordan-bohannon-1.html","Jordan Bohannon","        Guard  ","6-1, 185lb (185cm, 83kg) ","   Marion, IA","   Linn-Mar High School","Iowa"
2,"Cordell Pemsl","PF","Dubuque, IAWahlert Catholic High School","6'7''",230,77,"Iowa","cordell-pemsl","https://www.sports-reference.com/cbb/players/cordell-pemsl-1.html","https://www.sports-reference.com/cbb/players/cordell-pemsl-1.html","Cordell Pemsl","        Forward  ","6-8, 230lb (203cm, 104kg) ","   Dubuque, IA","   Wahlert Catholic High School","Iowa"
1,"Eli Wright","SG","Owensboro, KY22ft Academy","6'5''",190,83,"Mississippi State","eli-wright","https://www.sports-reference.com/cbb/players/eli-wright-1.html","https://www.sports-reference.com/cbb/players/eli-wright-1.html","Eli Wright","        Guard  ","6-5, 190lb (196cm, 86kg) ","   Owensboro, KY","   Apollo High School","Schools: Mississippi State and St. John's (NY)"
2,"Quentin Goodin","SG","Campbellsville, KYTaylor County High School","6'3''",190,82,"Xavier","quentin-goodin","https://www.sports-reference.com/cbb/players/quentin-goodin-1.html","https://www.sports-reference.com/cbb/players/quentin-goodin-1.html","Quentin Goodin","        Guard  ","6-4, 194lb (193cm, 87kg) ","   Campbellsville, KY","   Taylor County High School","Xavier"
1,"Robert Williams","PF","Vivian, LANorth Caddo High School","6'8''",220,86,"Texas A&M","robert-williams","https://www.sports-reference.com/cbb/players/robert-williams-1.html","https://www.sports-reference.com/cbb/players/robert-williams-3.html","Robert Williams","        Forward  ","6-9, 237lb (206cm, 107kg) ","   Vivian, LA","   North Caddo Magnet High School","Texas A&M"
2,"DeJon Jarreau","SG","New Orleans, LAMcDonogh 35 High School","6'5''",170,84,"UMass","dejon-jarreau","https://www.sports-reference.com/cbb/players/dejon-jarreau-1.html","https://www.sports-reference.com/cbb/players/dejon-jarreau-1.html","Dejon Jarreau","        Guard  ","6-5, 185lb (196cm, 83kg) ","   New Orleans, LA","   McDonogh No. 35 High School","Schools: UMass and Houston"
3,"Mark Vital","SF","Lake Charles, LAAdvanced Prep International","6'6''",220,83,"Baylor","mark-vital","https://www.sports-reference.com/cbb/players/mark-vital-1.html","https://www.sports-reference.com/cbb/players/mark-vital-1.html","Mark Vital","        Guard-Forward  ","6-5, 230lb (196cm, 104kg) ","   Lake Charles, LA","   Prime Prep Academy","Baylor"
4,"Cameron Lard","PF","Natchitoches, LALandry-Walker High School","6'9''",210,80,"Iowa State","cameron-lard","https://www.sports-reference.com/cbb/players/cameron-lard-1.html","https://www.sports-reference.com/cbb/players/cameron-lard-1.html","Cameron Lard","        Forward  ","6-9, 245lb (206cm, 111kg) ","   Natchitoches, LA","   Natchitoches Central High School","Iowa State"
5,"Lamar Peters","PG","New Orleans, LAL. B. Landry Senior High School","6'1''",165,80,"Mississippi State","lamar-peters","https://www.sports-reference.com/cbb/players/lamar-peters-1.html","https://www.sports-reference.com/cbb/players/lamar-peters-1.html","Lamar Peters","        Guard  ","6-0, 185lb (183cm, 83kg) ","   New Orleans, LA","   L.B. Landry High School","Mississippi State"
6,"Skylar Mays","PG","Baton Rouge, LAFindlay College Prep","6'3''",180,80,"LSU","skylar-mays","https://www.sports-reference.com/cbb/players/skylar-mays-1.html","https://www.sports-reference.com/cbb/players/skylar-mays-1.html","Skylar Mays","        Guard  ","6-4, 200lb (193cm, 90kg) ","   Baton Rouge, LA","   Louisiana State University Laboratory School","LSU"
7,"Brison Gresham","C","New Orleans, LAMcDonogh 35 High School","6'9''",210,78,"UMass","brison-gresham","https://www.sports-reference.com/cbb/players/brison-gresham-1.html","https://www.sports-reference.com/cbb/players/brison-gresham-1.html","Brison Gresham","        Forward  ","6-8, 225lb (203cm, 102kg) ","   New Orleans, LA","   McDonogh No. 35 High School","Schools: UMass and Houston"
8,"Wayde Sims","PF","Baton Rouge, LAUniversity Laboratory School","6'6''",210,77,"LSU","wayde-sims","https://www.sports-reference.com/cbb/players/wayde-sims-1.html","https://www.sports-reference.com/cbb/players/wayde-sims-1.html","Wayde Sims","        Forward  ","6-6, 217lb (198cm, 98kg) ","   Baton Rouge, LA","   Louisiana State University Laboratory School","LSU"
9,"Mike Layssard Jr.","C","Shreveport, LANorthwood Senior High School","6'9''",280,77,"Rhode Island","mike-layssardjr","https://www.sports-reference.com/cbb/players/mike-layssardjr-1.html","https://www.sports-reference.com/cbb/players/mike-layssard-1.html","Mike Layssard","        Forward  ","6-8, 255lb (203cm, 115kg) ","   Lena, LA","   Northwood High School","Rhode Island"
10,"Jalen Johnson","PF","New Orleans, LAUniversity Laboratory School","6'6''",NA,77,"Saint Louis","jalen-johnson","https://www.sports-reference.com/cbb/players/jalen-johnson-1.html","https://www.sports-reference.com/cbb/players/jalen-johnson-2.html","Jalen Johnson","        Forward  ","6-7, 205lb (201cm, 92kg) ","   Baton Rouge, LA","   Southern University Laboratory School","Schools: Saint Louis and Louisiana"
11,"Malik Crowfield","SG","Laplace, LARiverside Academy","6'4''",190,76,"VCU","malik-crowfield","https://www.sports-reference.com/cbb/players/malik-crowfield-1.html","https://www.sports-reference.com/cbb/players/malik-crowfield-1.html","Malik Crowfield","        Guard  ","6-4, 195lb (193cm, 88kg) ","   Laplace, LA","   Riverside Academy","VCU"
1,"Vitaliy Shibel","PF","Lee, MELee Academy","6'9''",215,74,"Arizona St","vitaliy-shibel","https://www.sports-reference.com/cbb/players/vitaliy-shibel-1.html","https://www.sports-reference.com/cbb/players/vitaliy-shibel-1.html","Vitaliy Shibel","        Forward  ","6-9, 210lb (206cm, 95kg) ","   Ivano-Frankivsk, Ukraine","   Lee Academy Prep","Arizona State"
3,"Nedeljko Prijovic","SF","Lee, MELee Academy","6'7''",210,58,"Texas State","nedeljko-prijovic","https://www.sports-reference.com/cbb/players/nedeljko-prijovic-1.html","https://www.sports-reference.com/cbb/players/nedeljko-prijovic-1.html","Nedeljko Prijovic","        Forward  ","6-8, 210lb (203cm, 95kg) ","   Belgrade, Serbia","   Lee Academy Prep","Schools: Texas State and Maine"
4,"Andrew Fleming","PF","South Paris, MEOxford Hills High School","6'7''",210,57,"Maine","andrew-fleming","https://www.sports-reference.com/cbb/players/andrew-fleming-1.html","https://www.sports-reference.com/cbb/players/andrew-fleming-3.html","Andrew Fleming","        Forward  ","6-7, 222lb (201cm, 100kg) ","   Norway, ME","   Oxford Hills High School","Maine"
1,"Markelle Fultz","PG","Upper Marlboro, MDDeMatha Catholic High School","6'4''",190,96,"Washington","markelle-fultz","https://www.sports-reference.com/cbb/players/markelle-fultz-1.html","https://www.sports-reference.com/cbb/players/markelle-fultz-1.html","Markelle Fultz","        Guard  ","6-4, 195lb (193cm, 88kg) ","   Upper Marlboro, MD","   DeMatha Catholic HIgh School","Washington"
2,"Anthony Cowan","PG","Olney, MDSaint Johns College High School","5'11''",165,84,"Maryland","anthony-cowan","https://www.sports-reference.com/cbb/players/anthony-cowan-1.html","https://www.sports-reference.com/cbb/players/anthony-cowan-1.html","Anthony Cowan","        Guard  ","6-0, 170lb (183cm, 77kg) ","   Bowie, MD","   St. John's College High School","Maryland"
3,"Kodye Pugh","SF","Baltimore, MDBlair Academy","6'7''",185,81,"Stanford","kodye-pugh","https://www.sports-reference.com/cbb/players/kodye-pugh-1.html","https://www.sports-reference.com/cbb/players/kodye-pugh-1.html","Kodye Pugh","        Forward  ","6-8, 205lb (203cm, 92kg) ","   Baltimore, MD","   Blair Academy","Stanford"
6,"A.J. Wilson","PF","Lanham, MDElev8 Basketball Academy","6'6''",180,74,"George Mason","aj-wilson","https://www.sports-reference.com/cbb/players/aj-wilson-1.html","https://www.sports-reference.com/cbb/players/aj-wilson-2.html","A.J. Wilson","        Forward  ","6-7, 201lb (201cm, 91kg) ","   Laurel, MD","   DuVal High School","George Mason"
7,"Michael Tertsea","C","NA, NAThe John Carroll School","6'9''",220,74,"Rhode Island","michael-tertsea","https://www.sports-reference.com/cbb/players/michael-tertsea-1.html","https://www.sports-reference.com/cbb/players/michael-tertsea-1.html","Michael Tertsea","        Center  ","6-10, 230lb (208cm, 104kg) ","   Makurdi, Nigeria","   The John Carroll School","Rhode Island"
8,"Justin Gorham","PF","Columbia, MDCalvert Hall College High School","6'7''",215,72,"Towson","justin-gorham","https://www.sports-reference.com/cbb/players/justin-gorham-1.html","https://www.sports-reference.com/cbb/players/justin-gorham-1.html","Justin Gorham","        Forward  ","6-7, 225lb (201cm, 102kg) ","   Baltimore, MD","   Calvert Hall College High School","Schools: Towson and Houston"
9,"Christian Matthews","SF","Clinton, MDNational Christian Academy","6'5''",188,71,"Georgia Tech","christian-matthews","https://www.sports-reference.com/cbb/players/christian-matthews-1.html","https://www.sports-reference.com/cbb/players/christian-matthews-1.html","Christian Matthews","        Forward  ","6-7, 205lb (201cm, 92kg) ","   Clinton, MD","   National Christian Academy","Georgia Tech"
10,"Daquan Bracey","PG","Baltimore, MDSt. Frances Academy","5'8''",170,68,"Louisiana Tech","daquan-bracey","https://www.sports-reference.com/cbb/players/daquan-bracey-1.html","https://www.sports-reference.com/cbb/players/daquan-bracey-1.html","DaQuan Bracey","        Guard  ","5-11, 175lb (180cm, 79kg) ","   Baltimore, MD","   St. Frances Academy","Louisiana Tech"
11,"Bruce Moore","PF","Randallstown, MDMcDonough High School","6'7''",NA,66,"Bucknell","bruce-moore","https://www.sports-reference.com/cbb/players/bruce-moore-1.html","https://www.sports-reference.com/cbb/players/bruce-moore-1.html","Bruce Moore","        Forward  ","6-8, 223lb (203cm, 101kg) ","   Randallstown, MD","   McDonogh School","Bucknell"
13,"Tyler Stewart","SF","Silver Spring, MDSt. Andrews Episcopal School","6'6''",NA,63,"Binghamton","tyler-stewart","https://www.sports-reference.com/cbb/players/tyler-stewart-1.html","https://www.sports-reference.com/cbb/players/tyler-stewart-1.html","Tyler Stewart","        Guard-Forward  ","6-8, 180lb (203cm, 81kg) ","   Silver Spring, MD","   St. Andrew's Episcopal School","Binghamton"
14,"David Erebor","C","Baltimore, MDOur Lady of Mt. Carmel High School","6'9''",215,61,"Brown","david-erebor","https://www.sports-reference.com/cbb/players/david-erebor-1.html","https://www.sports-reference.com/cbb/players/david-erebor-1.html","David Erebor","        Forward  ","6-9, 230lb (206cm, 104kg) ","   Sykesville, MD","   Our Lady of Mt. Camel High School","Brown"
15,"Craig LeCesne","SF","Hagerstown, MDSt. James School","6'8''",NA,60,"Pepperdine","craig-lecesne","https://www.sports-reference.com/cbb/players/craig-lecesne-1.html","https://www.sports-reference.com/cbb/players/craig-lecesne-1.html","Craig LeCesne","        Forward  ","6-9, 225lb (206cm, 102kg) ","   Malmo, Sweden","   St. James School","Schools: Pepperdine and San Jose State"
17,"Mantvydas Urmilevicius","PF","Bel Air, MDThe John Carroll School","6'8''",205,59,"Bryant","mantvydas-urmilevicius","https://www.sports-reference.com/cbb/players/mantvydas-urmilevicius-1.html","https://www.sports-reference.com/cbb/players/mantvydas-urmilevicius-1.html","Mantvydas Urmilevicius","        Forward  ","6-8, 215lb (203cm, 97kg) ","   Kaunas, Lithuania","   The John Carroll School","Bryant"
18,"Everett Winchester","SG","Baltimore, MDGilman School","6'6''",190,59,"Wright St","everett-winchester","https://www.sports-reference.com/cbb/players/everett-winchester-1.html","https://www.sports-reference.com/cbb/players/everett-winchester-1.html","Everett Winchester","        Forward  ","6-6, 205lb (198cm, 92kg) ","   Baltimore, MD","   The Gilman School","Schools: Wright State and Florida Atlantic"
19,"Ameka Akaya","SF","Hagerstown, MDSt. Maria Goretti High School","6'4''",190,59,"Air Force","ameka-akaya","https://www.sports-reference.com/cbb/players/ameka-akaya-1.html","https://www.sports-reference.com/cbb/players/ameka-akaya-1.html","Ameka Akaya","        Forward  ","6-6, 215lb (198cm, 97kg) ","   Hagerstown, MD","   St. Maria Goretti High School","Air Force"
20,"Anthony Tarke","PF","Baltimore, MDCoastal Academy","6'6''",NA,59,"NJIT","anthony-tarke","https://www.sports-reference.com/cbb/players/anthony-tarke-1.html","https://www.sports-reference.com/cbb/players/anthony-tarke-1.html","Anthony Tarke","        Guard-Forward  ","6-6, 220lb (198cm, 99kg) ","   Gaithersburg, MD","   Coastal Academy","Schools: NJIT and UTEP"
21,"Nehemiah Mack","SG","Baltimore, MDMount Zion Baptist Christian School","6'0''",NA,58,"Manhattan","nehemiah-mack","https://www.sports-reference.com/cbb/players/nehemiah-mack-1.html","https://www.sports-reference.com/cbb/players/nehemiah-mack-1.html","Nehemiah Mack","        Guard  ","6-1, 190lb (185cm, 86kg) ","   Harrisburg, PA","   Mount Zion Baptist Christian School","Manhattan"
23,"Kurk Lee","PG","Baltimore, MDSt. Frances Academy","5'9''",160,57,"Drexel","kurk-lee","https://www.sports-reference.com/cbb/players/kurk-lee-1.html","https://www.sports-reference.com/cbb/players/kurk-lee-2.html","Kurk Lee","        Guard  ","5-9, 150lb (175cm, 68kg) ","   Baltimore, MD","   St. Frances Academy","Drexel"
1,"Bruce Brown","SG","Wakefield, MAVermont Academy","6'4''",200,92,"Miami","bruce-brown","https://www.sports-reference.com/cbb/players/bruce-brown-1.html","https://www.sports-reference.com/cbb/players/bruce-brown-2.html","Bruce Brown","        Guard  ","6-5, 190lb (196cm, 86kg) ","   Boston, MA","   Vermont Academy","Miami (FL)"
2,"Chris Baldwin","PF","Springfield, MANotre Dame Prep","6'8''",230,80,"UMass","chris-baldwin","https://www.sports-reference.com/cbb/players/chris-baldwin-1.html","https://www.sports-reference.com/cbb/players/chris-baldwin-1.html","Chris Baldwin","        Forward  ","6-9, 220lb (206cm, 99kg) ","   Springfield, MA","   Notre Dame Preparatory","Schools: UMass and Texas Southern"
4,"Unique McLean","SG","Granby, MAThe MacDuffie School","6'1''",170,75,"UMass","unique-mclean","https://www.sports-reference.com/cbb/players/unique-mclean-1.html","https://www.sports-reference.com/cbb/players/unique-mclean-1.html","Unique McLean","        Guard  ","6-2, 180lb (188cm, 81kg) ","   Brooklyn, NY","   MacDuffie School","UMass"
5,"Saul Phiri","SF","Bradford, MAWorcester Academy","6'4''",210,73,"La Salle","saul-phiri","https://www.sports-reference.com/cbb/players/saul-phiri-1.html","https://www.sports-reference.com/cbb/players/saul-phiri-1.html","Saul Phiri","        Guard  ","6-4, 210lb (193cm, 95kg) ","   Haverhill, MA","   Putnam Science Academy","La Salle"
6,"Mark Gasperini","C","Brookline, MABrimmer & May","6'9''",NA,64,"American","mark-gasperini","https://www.sports-reference.com/cbb/players/mark-gasperini-1.html","https://www.sports-reference.com/cbb/players/mark-gasperini-1.html","Mark Gasperini","        Forward  ","6-10, 245lb (208cm, 111kg) ","   Brookline, MA","   Brimmer & May School","American"
8,"Ikenna Ndugba","PG","Boston, MABrooks School","6'1''",180,59,"Bryant","ikenna-ndugba","https://www.sports-reference.com/cbb/players/ikenna-ndugba-1.html","https://www.sports-reference.com/cbb/players/ikenna-ndugba-1.html","Ikenna Ndugba","        Guard  ","6-0, 185lb (183cm, 83kg) ","   Boston, MA","   Brooks School","Bryant"
9,"Danny Evans","PG","Andover, MAPhillips Academy","6'4''",NA,58,"Maine","danny-evans","https://www.sports-reference.com/cbb/players/danny-evans-1.html","https://www.sports-reference.com/cbb/players/danny-evans-2.html","Danny Evans","        Guard  ","6-4, 203lb (193cm, 92kg) ","   Leeds, United Kingdom","   Phillips Academy","Maine"
1,"Josh Jackson","SF","Southfield, MIProlific Prep","6'7''",185,97,"Kansas","josh-jackson","https://www.sports-reference.com/cbb/players/josh-jackson-1.html","https://www.sports-reference.com/cbb/players/josh-jackson-2.html","Josh Jackson","        Guard  ","6-8, 207lb (203cm, 93kg) ","   Detroit, MI","   Prolific Prep","Kansas"
2,"Miles Bridges","SF","Flint, MIHuntington Prep","6'7''",225,96,"Michigan St","miles-bridges","https://www.sports-reference.com/cbb/players/miles-bridges-1.html","https://www.sports-reference.com/cbb/players/miles-bridges-1.html","Miles Bridges","        Guard  ","6-7, 230lb (201cm, 104kg) ","   Flint, MI","   Huntington Prep","Michigan State"
3,"Cassius Winston","PG","Detroit, MIUniv. of Detroit Jesuit High School","6'1''",177,89,"Michigan St","cassius-winston","https://www.sports-reference.com/cbb/players/cassius-winston-1.html","https://www.sports-reference.com/cbb/players/cassius-winston-1.html","Cassius Winston","        Guard  ","6-1, 185lb (185cm, 83kg) ","   Detroit, MI","   University of Detroit Jesuit High School and Academy","Michigan State"
4,"Austin Davis","C","Onsted, MIOnsted High School","6'10''",240,79,"Michigan","austin-davis","https://www.sports-reference.com/cbb/players/austin-davis-1.html","https://www.sports-reference.com/cbb/players/austin-davis-1.html","Austin Davis","        Forward  ","6-10, 245lb (208cm, 111kg) ","   Onsted, MI","   Onsted High School","Michigan"
5,"Devon Daniels","SG","Kalamazoo, MIProlific Prep","6'4''",185,79,"Utah","devon-daniels","https://www.sports-reference.com/cbb/players/devon-daniels-1.html","https://www.sports-reference.com/cbb/players/devon-daniels-1.html","Devon Daniels","        Guard  ","6-5, 200lb (196cm, 90kg) ","   Battle Creek, MI","   Prolific Prep","Schools: Utah and NC State"
6,"Al Eichelberger","PF","Saginaw, MISaginaw High School","6'7''",225,75,"DePaul","al-eichelberger","https://www.sports-reference.com/cbb/players/al-eichelberger-1.html","https://www.sports-reference.com/cbb/players/al-eichelberger-1.html","Al Eichelberger","        Forward  ","6-8, 250lb (203cm, 113kg) ","   Saginaw, MI","   Prolific Prep","Schools: DePaul and Cleveland State"
1,"Amir Coffey","SF","Minnetonka, MNHopkins High School","6'7''",195,89,"Minnesota","amir-coffey","https://www.sports-reference.com/cbb/players/amir-coffey-1.html","https://www.sports-reference.com/cbb/players/amir-coffey-1.html","Amir Coffey","        Guard  ","6-8, 210lb (203cm, 95kg) ","   Hopkins, MN","   Hopkins High School","Minnesota"
2,"Michael Hurt","PF","Rochester, MNJohn Marshall High School","6'7''",185,79,"Minnesota","michael-hurt","https://www.sports-reference.com/cbb/players/michael-hurt-1.html","https://www.sports-reference.com/cbb/players/michael-hurt-1.html","Michael Hurt","        Forward  ","6-7, 220lb (201cm, 99kg) ","   Rochester, MN","   John Marshall High School","Minnesota"
